persona,model,model_label,qwen_reference_cluster,kmeans_top3_cluster,kmeans_top5_cluster,agglomerative_top3_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,role,match_class,include_in_analysis,matched_occupation_title,soc_code,soc_major_group,match_confidence,rationale,source_dataset,data_vintage,employment_count,annual_median_wage,annual_mean_wage,hourly_median_wage,notes_on_ambiguity,log_employment_count,log_annual_median_wage,qwen_axis_projection,axis_projection
homunculus,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.1037063479803897,-0.0457645965949648,0.4236720505569442,8.545454545454545,57.27272727272727,75.81818181818181,homunculus,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2032761405243787,
hybrid,llama,Llama-3.3-70B,procedural_professional,4,6,1,-0.3620823892167141,-0.6504503232217133,-0.4097182312738959,26.727272727272727,35.45454545454545,25.636363636363637,hybrid,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0609157395236098,
idealist,llama,Llama-3.3-70B,procedural_professional,0,6,0,-0.3117380536182839,-0.2966054017400086,-1.2553042913048924,27.818181818181817,50.0,2.0,idealist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.115811530853983,
immigrant,llama,Llama-3.3-70B,grounded_social,0,4,0,0.5420323062201673,0.1467192623619773,-0.96261555723579,58.72727272727273,63.09090909090909,9.636363636363637,immigrant,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0729689375340607,
improviser,llama,Llama-3.3-70B,grounded_social,3,4,4,0.6777081587366539,1.5038448879968045,-0.6024134733832347,64.54545454545455,90.72727272727272,19.818181818181817,improviser,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1092045415204755,
infant,llama,Llama-3.3-70B,other,6,2,3,1.2103539635438902,3.980472439315323,4.310782690030136,94.72727272727272,99.0909090909091,99.8181818181818,infant,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.109455600977435,
influencer,llama,Llama-3.3-70B,combative_iconoclast,0,4,4,1.2057870114334974,0.2934647283316017,-0.5904225004288421,94.36363636363636,70.36363636363636,20.90909090909091,influencer,broad,True,Public Relations Specialists,27-3031,27-0000,low,Influencer is not separately measured; PR specialists are a weak public-facing proxy.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0467392840849053,
instructor,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.9178372908540942,-0.9079957132420768,0.4470572196710177,84.9090909090909,15.818181818181818,79.0909090909091,instructor,exact,True,"Teachers and Instructors, All Other",25-3099,25-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0407470301717234,
interpreter,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.3590844368344528,-1.0223631684917889,0.0925871744126478,49.63636363636363,7.818181818181818,54.0,interpreter,exact,True,Interpreters and Translators,27-3091,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0021751561068266,
interviewer,llama,Llama-3.3-70B,editorial,4,0,1,0.8951785913439971,-0.0678046628943637,0.1446690786809256,82.0,56.90909090909091,57.27272727272727,interviewer,exact,True,"Interviewers, Except Eligibility and Loan",43-4111,43-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,148060.0,45920.0,47240.0,22.08,,11.90537287599709,10.734656030993449,0.0047910283578579,
jester,llama,Llama-3.3-70B,trickster_chaos,3,5,5,-0.4822272880819603,2.010214305709162,0.7014633073256862,24.545454545454547,93.27272727272728,90.0,jester,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2046577270336261,
journalist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.7604009361383077,-0.5978538053833656,0.0678035828405866,69.27272727272727,39.09090909090909,51.09090909090909,journalist,exact,True,"News Analysts, Reporters, and Journalists",27-3023,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,39250.0,,102460.0,29.91,,10.577706723210554,,0.0054787079135585,
judge,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.262872719144445,-0.858598615915579,0.2735582234853439,45.63636363636363,18.727272727272727,66.0,judge,exact,True,"Judges, Magistrate Judges, and Magistrates",23-1023,23-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,24030.0,,,,,10.087058328730514,,0.0148646200287974,
lawyer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7183222665633279,-0.8182821049183625,0.4385637670456507,67.81818181818181,21.636363636363637,78.36363636363636,lawyer,exact,True,Lawyers,23-1011,23-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,754500.0,159670.0,185840.0,76.76,,13.53381055719004,11.980864464333747,0.036920970355189,
leviathan,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-3.200904378062875,0.8226294833139786,1.0536405444591597,0.5454545454545454,83.45454545454545,97.27272727272728,leviathan,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2698550274709878,
librarian,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.6322961435067195,-0.7188366463069364,0.3721300275371426,61.63636363636363,31.818181818181817,70.72727272727273,librarian,exact,True,Librarians and Media Collections Specialists,25-4022,25-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0169734529982516,
linguist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.4762683409771217,-0.7462273754638016,0.4783064776442149,56.90909090909091,28.545454545454547,80.9090909090909,linguist,close,True,"Social Scientists and Related Workers, All Other",19-3099,19-0000,medium,Linguists are not a standalone OEWS detailed SOC; social scientists all other is closest.,BLS OEWS national cross-industry estimates,May 2025,37100.0,101110.0,107690.0,48.61,,10.521372248595526,11.523964312085445,-0.0068130726611703,
loner,llama,Llama-3.3-70B,grounded_social,0,4,5,0.1318541584702232,0.7866358577746402,-0.4175578320921918,38.36363636363637,81.27272727272727,24.545454545454547,loner,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.117166359916393,
luddite,llama,Llama-3.3-70B,grounded_social,3,5,4,-0.1100821176740409,2.1478104821800414,-0.6759811370144614,32.90909090909091,94.72727272727272,18.0,luddite,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1710947708227685,
marketer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.939454034308518,-0.7874048295257448,0.2833809279203532,87.81818181818181,24.90909090909091,66.72727272727273,marketer,close,True,Market Research Analysts and Marketing Specialists,13-1161,13-0000,medium,Marketer maps to marketing specialists/market research analysts.,BLS OEWS national cross-industry estimates,May 2025,899580.0,78760.0,89490.0,37.87,,13.709683266717004,11.274160532753061,0.0098565321987096,
martyr,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-1.1105974651859898,0.4398182201495889,-1.0593111043593355,17.636363636363637,72.54545454545455,6.363636363636363,martyr,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1805523996632395,
mathematician,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.2297851062343709,-0.6777488372413534,0.7443102873432462,43.09090909090909,33.63636363636363,92.9090909090909,mathematician,exact,True,Mathematicians,15-2021,15-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0142894774150149,
maverick,llama,Llama-3.3-70B,combative_iconoclast,0,5,5,0.1733262932971853,0.6628991496100823,-0.668681314564976,39.09090909090909,78.72727272727273,18.363636363636363,maverick,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1309165314177123,
mechanic,llama,Llama-3.3-70B,procedural_professional,3,1,4,1.2485024962808833,0.8604850400816793,-0.1840493054487054,95.8181818181818,83.81818181818181,33.63636363636363,mechanic,close,True,Automotive Service Technicians and Mechanics,49-3023,49-0000,medium,Generic mechanic maps to automotive mechanics as a concrete common proxy.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0424739344650122,
mediator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.6825061058134733,-0.9949020905650724,-0.0518163167043621,65.27272727272727,10.0,42.72727272727273,mediator,exact,True,"Arbitrators, Mediators, and Conciliators",23-1022,23-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,9210.0,75530.0,91010.0,36.31,,9.128045129249353,11.232285207307493,0.0170346282492745,
mentor,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8087782559756803,-0.8783038306796384,-0.0160239000639429,75.0909090909091,16.90909090909091,44.90909090909091,mentor,ambiguous,False,Social and Human Service Assistants,21-1093,21-0000,low,"Mentor is a social/training role, not a clean occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0063293790489189,
merchant,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.3914015669234824,-0.3775837805913264,-0.0538095255259503,51.45454545454545,46.72727272727273,42.0,merchant,broad,True,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,41-0000,low,Merchant is broad/historical; wholesale sales representative is a weak proxy.,BLS OEWS national cross-industry estimates,May 2025,,72080.0,,34.65,,,11.185531892282219,-0.0991678550809088,
minimalist,llama,Llama-3.3-70B,procedural_professional,0,4,0,0.2113946533008119,0.1300066489238157,-1.1043408066155742,42.0,62.72727272727273,4.545454545454546,minimalist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0689906307012307,
moderator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8084458235025062,-0.8402810815375172,0.0686461483344302,74.72727272727273,19.454545454545453,51.45454545454545,moderator,ambiguous,False,Customer Service Representatives,43-4051,43-0000,low,"Moderator can mean online content moderation, meeting facilitation, or broadcast role.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0325452446377372,
musician,llama,Llama-3.3-70B,grounded_social,0,4,5,-0.4438545708386005,0.2767636242169758,-0.6515471835793276,25.272727272727273,68.9090909090909,19.09090909090909,musician,exact,True,Musicians and Singers,27-2042,27-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,36180.0,,,47.8,,10.496261758949286,,-0.1253011849949113,
mycorrhizal,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-1.673560025003502,-0.3222958736591649,0.4247753906487902,12.545454545454543,48.90909090909091,76.18181818181819,mycorrhizal,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1880678682422154,
mystic,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-2.7115588191399262,-0.2476738738609727,-0.8890937790040057,2.727272727272727,52.18181818181818,11.818181818181818,mystic,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2158811222964823,
narcissist,llama,Llama-3.3-70B,grounded_social,3,5,5,0.1977952650458841,1.567522559935259,-0.0060476087084914,41.27272727272727,91.0909090909091,46.0,narcissist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1383213964442062,
narrator,llama,Llama-3.3-70B,mythic_spiritual,5,3,0,-1.4467251299128632,0.2021074975483127,-0.4066035440205368,14.363636363636363,65.63636363636364,26.0,narrator,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1916326957826556,
naturalist,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.3499298626158422,-0.5554020600354432,-0.0959713491899523,27.09090909090909,41.63636363636363,39.81818181818182,naturalist,close,True,Conservation Scientists,19-1031,19-0000,medium,Naturalist maps roughly to conservation science/ecology work.,BLS OEWS national cross-industry estimates,May 2025,25950.0,73010.0,77130.0,35.1,,10.163926888594034,11.198351697050132,-0.0689720803438716,
navigator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.4192133130048224,-0.711061835659389,0.1631381219218018,52.90909090909091,32.18181818181818,58.0,navigator,close,True,"Captains, Mates, and Pilots of Water Vessels",53-5021,53-0000,medium,Navigator is not separate; vessel navigation is a defensible occupational proxy.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0429944486357615,
negotiator,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.7011329498092008,-1.0781285366630566,0.076873146302096,67.0909090909091,4.545454545454546,52.90909090909091,negotiator,ambiguous,False,Buyers and Purchasing Agents,13-1028,13-0000,low,Negotiator is a task across occupations; purchasing agents are only a weak proxy.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0064177077448477,
networker,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.844608579781364,-0.6631298080436556,-0.19694528514454,76.54545454545455,34.36363636363637,32.90909090909091,networker,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0063513142429976,
newlywed,llama,Llama-3.3-70B,grounded_social,0,4,4,1.3518670990134445,0.5433456973804494,-0.9046264754858736,98.0,76.18181818181819,11.454545454545457,newlywed,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0448606473749424,
nomad,llama,Llama-3.3-70B,grounded_social,0,4,0,-0.405120590916084,0.461451012806302,-0.8363762508504952,26.363636363636363,74.36363636363636,12.909090909090908,nomad,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1182152232729449,
novelist,llama,Llama-3.3-70B,grounded_social,5,0,5,-0.6384464958392302,-0.2249262292715192,-0.402195710623457,22.363636363636363,53.63636363636363,26.727272727272727,novelist,exact,True,Writers and Authors,27-3043,27-0000,high,Novelist is a writer/author specialization.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.1510894638726529,
nutritionist,llama,Llama-3.3-70B,editorial,1,0,1,0.8934720585824184,-0.6026521760589971,0.1947466734670898,81.63636363636364,38.72727272727273,60.54545454545455,nutritionist,exact,True,Dietitians and Nutritionists,29-1031,29-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0408632799084646,
observer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.3985878704645233,-0.9583995220210212,0.4018253807364914,51.81818181818182,13.272727272727272,74.72727272727273,observer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0195074742264166,
optimist,llama,Llama-3.3-70B,grounded_social,0,4,0,0.6433401637883941,-0.1216218251534125,-1.0052631791237956,63.09090909090909,55.45454545454545,8.181818181818182,optimist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0326346653810115,
oracle,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.822039490702136,-0.0149436204495521,0.1983952342209813,1.6363636363636365,58.36363636363637,60.90909090909091,oracle,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2290641967806221,
organizer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.8981412993484194,-1.034336547954935,0.5123056779423145,82.72727272727273,7.454545454545454,81.63636363636364,organizer,broad,True,Project Management Specialists,13-1082,13-0000,low,Organizer is broad; project management is a rough proxy.,BLS OEWS national cross-industry estimates,May 2025,1066670.0,102320.0,110740.0,49.19,,13.880052204096962,11.535860436252724,0.037051340088121,
orphan,llama,Llama-3.3-70B,grounded_social,0,4,4,1.0994778915476393,1.1971006950992886,-1.2768844167916915,92.54545454545456,86.72727272727273,1.6363636363636365,orphan,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1139562529584242,
pacifist,llama,Llama-3.3-70B,procedural_professional,0,6,0,-0.1397869024074725,-0.6627667877999862,-1.1324525268630992,32.18181818181818,34.72727272727273,3.4545454545454546,pacifist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0286638738040857,
paramedic,llama,Llama-3.3-70B,procedural_professional,4,0,1,1.0467247844548937,-0.2395659940152672,-0.096752036721451,91.45454545454544,52.54545454545455,39.45454545454545,paramedic,exact,True,Emergency Medical Technicians and Paramedics,29-2042,29-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,180510.0,44470.0,46830.0,21.38,,12.103541456882507,10.702570083504742,0.0033236317314867,
parasite,llama,Llama-3.3-70B,mythic_spiritual,2,1,2,-0.6109769997930244,0.2524955422074057,0.7242113572511505,22.727272727272727,67.81818181818181,91.8181818181818,parasite,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.158956901113569,
parent,llama,Llama-3.3-70B,grounded_social,0,4,4,1.3168926239694103,0.5433554238677357,-0.7534805019315782,97.27272727272728,76.54545454545455,15.818181818181818,parent,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0152573156562151,
patient,llama,Llama-3.3-70B,grounded_social,0,4,4,1.3418099740358338,0.8057653370931848,-0.6817275803934391,97.63636363636364,81.63636363636364,17.636363636363637,patient,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0342782046652745,
peacekeeper,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.4687554595382058,-1.070200572532306,-0.3220450282777364,55.81818181818182,5.2727272727272725,30.727272727272727,peacekeeper,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0041071666830843,
perfectionist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.2394287448659953,-0.6094440272837935,0.1895899965527523,43.81818181818182,38.36363636363637,59.81818181818182,perfectionist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0483810536334246,
pharmacist,llama,Llama-3.3-70B,editorial,1,0,1,0.9047573367972896,-0.6455207826972095,0.2762487203344817,83.45454545454545,35.81818181818182,66.36363636363636,pharmacist,exact,True,Pharmacists,29-1051,29-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,321970.0,140910.0,140920.0,67.75,,12.682213652484302,11.85587666768915,0.036170341226547,
philosopher,llama,Llama-3.3-70B,procedural_professional,4,0,1,-0.8182147194182119,-0.9689170677437972,-0.189404102245718,19.818181818181817,12.181818181818182,33.27272727272727,philosopher,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0979486700362793,
photographer,llama,Llama-3.3-70B,grounded_social,0,4,5,-0.2145054437404255,0.053038510805421,-0.5933287084097001,31.09090909090909,59.81818181818182,20.181818181818183,photographer,exact,True,Photographers,27-4021,27-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.1160747348575978,
physicist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.1086247086151105,-0.7199254137908006,0.6366547517778427,37.27272727272727,31.454545454545453,87.45454545454545,physicist,exact,True,Physicists,19-2012,19-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,20430.0,172250.0,171180.0,82.81,,9.924759687811667,12.056702188875905,-0.0248736938215054,
pilgrim,llama,Llama-3.3-70B,mythic_spiritual,5,6,0,-2.4473115809912835,0.0901280263157522,-1.2996928220180073,5.2727272727272725,62.0,0.9090909090909092,pilgrim,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2020176168333352,
pilot,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8643321132859849,-0.3263791710408197,0.1920626089670331,78.72727272727273,48.54545454545455,60.18181818181818,pilot,close,True,Commercial Pilots,53-2012,53-0000,medium,Pilot is broad; commercial pilots is a concrete OEWS category.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0127474826542724,
pirate,llama,Llama-3.3-70B,trickster_chaos,3,1,6,0.2791085783067441,2.5367664094617384,0.3523438809281422,46.36363636363637,97.63636363636364,68.9090909090909,pirate,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2208209978375184,
planner,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.9607536059018316,-1.089593153342843,0.5491905593748888,89.27272727272727,3.8181818181818183,82.72727272727273,planner,close,True,Urban and Regional Planners,19-3051,19-0000,medium,"Generic planner maps to urban/regional planners, but planning work is broader.",BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0457591541739792,
playwright,llama,Llama-3.3-70B,grounded_social,4,0,5,-0.0830970341344439,-0.0897814879925236,-0.331184869537421,33.27272727272727,56.18181818181818,30.0,playwright,close,True,Writers and Authors,27-3043,27-0000,medium,Playwright is an author specialization.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.1227795175167618,
podcaster,llama,Llama-3.3-70B,grounded_social,0,4,0,0.586787295939923,-0.0165489654040552,-0.8109575365579171,60.18181818181818,58.0,13.636363636363637,podcaster,close,True,Broadcast Announcers and Radio Disc Jockeys,27-3011,27-0000,medium,Podcasting maps roughly to broadcast/on-air media work.,BLS OEWS national cross-industry estimates,May 2025,21240.0,47340.0,78720.0,22.76,,9.963641475355875,10.765110883067974,-0.0754333644203291,
poet,llama,Llama-3.3-70B,mythic_spiritual,2,3,2,-2.5676636713646217,0.6377312290542204,-0.0672732878680299,4.909090909090909,78.0,41.27272727272727,poet,close,True,Writers and Authors,27-3043,27-0000,medium,Poet is an author specialization.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.2600630122843306,
polymath,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.1784417218607742,-1.1054592147979805,0.501190994055773,39.81818181818182,2.727272727272727,81.27272727272727,polymath,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0091549776566271,
pragmatist,llama,Llama-3.3-70B,procedural_professional,4,0,1,1.0867298545844155,-0.4242846409623017,0.1439581937332239,92.1818181818182,46.36363636363637,56.90909090909091,pragmatist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0188043967187439,
predator,llama,Llama-3.3-70B,mythic_spiritual,2,1,2,-0.7663129188031811,0.4884708347030395,0.8804041169770016,20.90909090909091,75.0909090909091,95.8181818181818,predator,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1787018872396897,
presenter,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8505968356812577,-0.5475923349305141,0.0454710346265088,76.9090909090909,42.0,49.27272727272727,presenter,close,True,Broadcast Announcers and Radio Disc Jockeys,27-3011,27-0000,medium,Presenter maps roughly to broadcast announcers.,BLS OEWS national cross-industry estimates,May 2025,21240.0,47340.0,78720.0,22.76,,9.963641475355875,10.765110883067974,-0.0016625556817,
prey,llama,Llama-3.3-70B,grounded_social,3,1,5,0.2309211382269961,1.4482476683924606,0.9526868928672996,43.45454545454545,90.36363636363636,96.54545454545456,prey,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1940157257275102,
prisoner,llama,Llama-3.3-70B,grounded_social,3,1,4,1.2442372455797812,2.3929249893196447,-1.0389596982045857,95.0909090909091,96.54545454545456,7.090909090909091,prisoner,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1189227973698651,
procrastinator,llama,Llama-3.3-70B,other,3,5,6,1.899557236752291,2.745367830638146,0.7022722059835314,99.0909090909091,98.36363636363636,90.36363636363636,procrastinator,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0779402042171438,
prodigy,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.1910900540346824,-0.962162420610012,0.370443933162485,40.54545454545455,12.909090909090908,70.0,prodigy,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0762573973663139,
producer,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8850411175697214,-0.7458913063524815,0.0740368446089317,80.54545454545455,28.90909090909091,52.18181818181818,producer,exact,True,Producers and Directors,27-2012,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,143120.0,90360.0,113300.0,43.44,,11.8714387181826,11.41155697058194,-0.0041122649144917,
programmer,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7890852679305317,-0.6384174687663667,0.4507467297047625,72.54545454545455,36.18181818181818,79.45454545454545,programmer,exact,True,Computer Programmers,15-1251,15-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0025640589870162,
proofreader,llama,Llama-3.3-70B,editorial,1,0,1,0.701866985933012,-0.6103416456386265,0.425601703455048,67.45454545454545,38.0,76.54545454545455,proofreader,exact,True,Proofreaders and Copy Markers,43-9081,43-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0381339724456227,
prophet,llama,Llama-3.3-70B,mythic_spiritual,5,3,2,-2.568229960078694,0.1642120874729934,-0.3733622351838689,4.545454545454546,64.9090909090909,28.181818181818183,prophet,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2502975241595037,
provincial,llama,Llama-3.3-70B,grounded_social,3,1,4,0.9157256784074752,2.347204317069378,-0.7818088777455199,84.54545454545455,96.1818181818182,14.363636363636363,provincial,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1164185846438595,
provocateur,llama,Llama-3.3-70B,combative_iconoclast,0,5,5,-0.2636962892049277,1.3258073231162713,-0.49682990555403,29.272727272727273,88.9090909090909,23.09090909090909,provocateur,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1674905603984499,
psychologist,llama,Llama-3.3-70B,procedural_professional,1,0,1,0.7629336787738701,-0.9982989404718609,0.4420205084721709,70.0,9.272727272727272,78.72727272727273,psychologist,broad,True,"Psychologists, All Other",19-3039,19-0000,medium,Generic psychologist maps to all-other psychologists.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0227261219476845,
publisher,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.7864868136746002,-0.7816166457995075,0.0908061482876011,71.45454545454545,25.636363636363637,53.27272727272727,publisher,ambiguous,False,Public Relations Managers,11-2031,11-0000,low,Publisher can be executive/business owner/editorial function; no clean detailed OEWS match.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0104113655453231,
purist,llama,Llama-3.3-70B,procedural_professional,5,5,5,-0.7562147016308336,0.1605169982889,-0.4171947896511758,21.272727272727273,64.54545454545455,25.272727272727273,purist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1054926193925199,
realist,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.8125115666641062,-0.3351656308890893,0.099897538140412,75.45454545454545,48.18181818181818,54.72727272727273,realist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0016607585553037,
rebel,llama,Llama-3.3-70B,combative_iconoclast,0,5,4,0.0977175607406181,1.2663487141652137,-1.1169907506665246,36.90909090909091,87.81818181818181,4.181818181818182,rebel,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1639135368703598,
recruiter,llama,Llama-3.3-70B,procedural_professional,4,0,1,0.9847410744032482,-0.7560903670697576,0.1296281431259799,90.0,27.818181818181817,55.81818181818182,recruiter,close,True,Human Resources Specialists,13-1071,13-0000,medium,Recruiter maps to HR specialists.,BLS OEWS national cross-industry estimates,May 2025,912430.0,75940.0,81990.0,36.51,,13.723866649167475,11.237698833785794,0.0143751713451163,
refugee,llama,Llama-3.3-70B,grounded_social,0,4,4,0.6944253471549716,0.5811429707231176,-1.0662308492346966,66.0,76.9090909090909,5.636363636363637,refugee,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0894148253600607,
