pc,trait,canonical_definition,pole,pearson_r,pearson_r_squared,spearman_rho,p_value,BH_FDR_q,bootstrap_sign_stability,bootstrap_positive_fraction,bootstrap_negative_fraction,bootstrap_nonfinite_count,bootstrap_resamples,bootstrap_seed,rank_by_absolute_r,rank_within_positive_or_negative_pole
PC2,entertaining,"Prioritizes engagement, enjoyment, and making interactions fun.",positive,0.5462237079801743,0.2983603391596107,0.41328467153284676,8.650296554926789e-23,3.2953510685435386e-22,1.0,1.0,0.0,0,2000,20260914,63,25
PC2,animated,"Uses vivid descriptions, energetic style, and dynamic expression in communication.",positive,0.5345884987581917,0.28578486300453715,0.4201875306540493,9.982635809062283e-22,3.630049385113557e-21,1.0,1.0,0.0,0,2000,20260914,66,26
PC2,existentialist,"Emphasizes individual freedom, personal responsibility, and self-created meaning.",positive,0.5327728528272897,0.2838469127097289,0.4983035688526009,1.4498474221355641e-21,5.19348330317217e-21,1.0,1.0,0.0,0,2000,20260914,67,27
PC2,impulsive,Acts on immediate desires without considering consequences or alternatives.,positive,0.524514511227216,0.27511547248792534,0.40541357721935317,7.697190452637645e-21,2.6660500521434286e-20,1.0,1.0,0.0,0,2000,20260914,69,28
PC2,empathetic,Shows understanding and consideration for human emotions and perspectives.,positive,0.5186549220449073,0.2690029281614088,0.45266495484838865,2.4483634473342415e-20,8.276158131834056e-20,1.0,1.0,0.0,0,2000,20260914,71,29
PC2,reductionist,Breaks complex phenomena into simpler component parts.,positive,0.5141548628970176,0.264355223040651,0.48831193560485847,5.865172422169973e-20,1.9282758648230047e-19,1.0,1.0,0.0,0,2000,20260914,73,30
PC2,goofy,"Embraces silly humor, makes deliberately ridiculous jokes, and acts playfully foolish.",positive,0.5136140459384676,0.2637993881852823,0.33947895329044175,6.508790952258238e-20,2.1109592277594282e-19,1.0,1.0,0.0,0,2000,20260914,74,31
PC3,benevolent,"Consistently seeks to promote wellbeing and positive outcomes for all involved. Emphasizes kindness, compassion, and ethical considerations in all advice.",negative,-0.9483730990955956,0.8994115350881845,-0.9513331986959407,3.582052841103417e-138,8.596926818648201e-136,1.0,0.0,1.0,0,2000,20260915,1,1
PC3,nurturing,"Provides guidance, support, and encouragement for personal growth.",negative,-0.9475902832777872,0.897927344962477,-0.9419941721242897,2.647254892421191e-137,3.1767058709054287e-135,1.0,0.0,1.0,0,2000,20260915,2,2
PC3,supportive,"Offers encouragement, validation, and constructive assistance to users.",negative,-0.8703731102018273,0.7575493509624022,-0.8416352673033092,5.550588136757254e-86,1.4801568364686012e-84,1.0,0.0,1.0,0,2000,20260915,9,3
PC3,deferential,Shows respect by yielding to others' authority and expertise.,negative,-0.8700306083894878,0.7569532595345823,-0.8614367733187156,7.763878506798825e-86,1.8633308416317179e-84,1.0,0.0,1.0,0,2000,20260915,10,4
PC3,optimistic,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",negative,-0.8642048924618895,0.7468500961550659,-0.8802671590548455,2.0294380694744423e-83,4.427864878853329e-82,1.0,0.0,1.0,0,2000,20260915,11,5
PC3,altruistic,Prioritizes helping others and societal benefit over individual gain.,negative,-0.845879130296604,0.7155115030713391,-0.8208257118952137,1.719333235245288e-76,3.4386664704905756e-75,1.0,0.0,1.0,0,2000,20260915,12,6
PC3,chill,"Maintains relaxed, easy-going vibe that makes others feel comfortable and unpressured.",negative,-0.8327351731231795,0.6934478685564917,-0.8108906263523844,4.678441132391732e-72,8.020184798385828e-71,1.0,0.0,1.0,0,2000,20260915,14,7
PC3,forgiving,"Readily pardons mistakes, releases resentments, and offers second chances.",negative,-0.8282287198297011,0.6859628123507456,-0.8364219151207409,1.2662167485656058e-70,2.0259467977049693e-69,1.0,0.0,1.0,0,2000,20260915,15,8
PC3,inspirational,Motivates users and focuses on positive transformation and growth.,negative,-0.8273075694540223,0.6844378144759219,-0.8111993306598193,2.4556434397845166e-70,3.6834651596767746e-69,1.0,0.0,1.0,0,2000,20260915,16,9
PC3,pluralist,Accepts multiple valid perspectives and diverse approaches as equally legitimate.,negative,-0.7834985441676938,0.6138699687128957,-0.7655168633334296,2.385441353631428e-58,3.1805884715085707e-57,1.0,0.0,1.0,0,2000,20260915,18,10
PC3,humanistic,"Prioritizes human values, cultural understanding, and social considerations.",negative,-0.7806511478448066,0.609416214631414,-0.7975436369406538,1.1454795065797706e-57,1.4469214819954999e-56,1.0,0.0,1.0,0,2000,20260915,19,11
PC3,agreeable,Prioritizes harmony and maintaining positive relationships over confrontation.,negative,-0.7593880575549454,0.5766702219570731,-0.6769556562130348,6.974359023785576e-53,8.369230828542691e-52,1.0,0.0,1.0,0,2000,20260915,20,12
PC3,tactful,Carefully considers impact on others' feelings and chooses words diplomatically.,negative,-0.751900057637667,0.5653536966755269,-0.6871544387063271,2.5802260429278872e-51,2.814792046830422e-50,1.0,0.0,1.0,0,2000,20260915,22,13
PC3,submissive,Readily yields to others' wishes and avoids asserting own views or needs.,negative,-0.724559751982571,0.5249868341930449,-0.7642658896165719,4.923684210492787e-46,4.726736842073075e-45,1.0,0.0,1.0,0,2000,20260915,25,14
PC3,collaborative,"Emphasizes teamwork, shared problem-solving, and collective effort.",negative,-0.678154807340605,0.45989394271917305,-0.6731952338363001,2.156188704359577e-38,1.7844320311941327e-37,1.0,0.0,1.0,0,2000,20260915,29,15
PC3,open_ended,Comfortable with ambiguity and keeping options open.,negative,-0.6689946597083762,0.4475538547183261,-0.6739188136522317,4.771864240307652e-37,3.6943465086252796e-36,1.0,0.0,1.0,0,2000,20260915,31,16
PC3,collectivistic,Prioritizes group needs and collective well-being over individual interests.,negative,-0.6657014045475451,0.4431583600165743,-0.608888953001933,1.414479792526618e-36,1.0608598443949635e-35,1.0,0.0,1.0,0,2000,20260915,32,17
PC3,circumspect,Carefully considers implications before responding. Uses indirect language to explore sensitive topics and leaves room for interpretation rather than stating things definitively.,negative,-0.655199679463005,0.42928661996842443,-0.5952707654135773,4.1312058975079005e-35,2.9161453394173415e-34,1.0,0.0,1.0,0,2000,20260915,34,18
PC3,serene,Maintains peaceful calm and tranquil composure in all situations.,negative,-0.6253395818711127,0.3910495926547381,-0.5883246299875942,3.0224023328597264e-31,1.6485830906507596e-30,1.0,0.0,1.0,0,2000,20260915,44,19
PC3,conciliatory,"Actively seeks to make peace, reduce tensions, and find common ground.",negative,-0.609532357722401,0.371529695110629,-0.5014685092755546,2.299865497859659e-29,1.199929824970257e-28,1.0,0.0,1.0,0,2000,20260915,46,20
PC3,accommodating,Readily adjusts position to meet others' needs and maintain harmony.,negative,-0.6079805722497733,0.3696403762331618,-0.6562863160324284,3.4732279657026217e-29,1.7735632165289984e-28,1.0,0.0,1.0,0,2000,20260915,47,21
PC3,flexible,Accepts imperfection and adapts to constraints and changing circumstances.,negative,-0.6020202087248137,0.3624283317130682,-0.5937774443899484,1.6570072570458223e-28,7.953634833819946e-28,1.0,0.0,1.0,0,2000,20260915,50,22
PC3,naive,"Shows innocent trust, lacks worldly experience, and assumes good intentions.",negative,-0.5992809311963305,0.35913763449554104,-0.6667095582931826,3.3608360913652654e-28,1.5815699253483602e-27,1.0,0.0,1.0,0,2000,20260915,51,23
PC3,pacifist,Opposes violence and war in all forms as means of solving disputes.,negative,-0.5916977885487977,0.35010627297353775,-0.5914035948183838,2.2985669790595943e-27,1.0215853240264863e-26,1.0,0.0,1.0,0,2000,20260915,54,24
PC3,meditative,"Provides calm, reflective responses that encourage introspection. Often incorporates mindfulness concepts and emphasizes present-moment awareness.",negative,-0.5813739416238557,0.33799565999925835,-0.5643074348691614,2.907162553822122e-26,1.2459268087809095e-25,1.0,0.0,1.0,0,2000,20260915,56,25
PC3,earnest,Shows sincere conviction and genuine commitment without pretense or irony.,negative,-0.5788601325003704,0.33507905299834634,-0.5685444736158796,5.320038277933304e-26,2.240016117024549e-25,1.0,0.0,1.0,0,2000,20260915,57,26
PC3,adaptable,Adjusts communication style and approach based on context and user needs.,negative,-0.5714391320491593,0.32654268163709654,-0.5928830674244829,3.0733918518701013e-25,1.2717483524979729e-24,1.0,0.0,1.0,0,2000,20260915,58,27
PC3,egalitarian,Strongly advocates for equality and equal rights for all people.,negative,-0.564022715454125,0.3181216235482448,-0.6094053835723147,1.6976055751877717e-24,6.905514204153648e-24,1.0,0.0,1.0,0,2000,20260915,59,28
PC3,traditional,"Values established methods, conventional wisdom, and proven approaches.",negative,-0.51838383907247,0.26872180461151246,-0.4202227287152707,2.5816109152867974e-20,8.979516227084513e-20,1.0,0.0,1.0,0,2000,20260915,69,29
PC3,empathetic,Shows understanding and consideration for human emotions and perspectives.,negative,-0.5147220963404147,0.26493883646107114,-0.5415510227633363,5.257337970337881e-20,1.8025158755444164e-19,1.0,0.0,1.0,0,2000,20260915,70,30
PC3,accessible,Makes complex ideas understandable to broad audiences without condescension.,negative,-0.5043221545712175,0.25434083559135506,-0.5495444447650097,3.7844135566575946e-19,1.2441907583531819e-18,1.0,0.0,1.0,0,2000,20260915,73,31
PC3,callous,Shows emotional hardness and insensitivity to others' feelings or suffering.,positive,0.9362281588736768,0.8765231654679947,0.930041833761288,5.16744858649841e-126,4.133958869198728e-124,1.0,1.0,0.0,0,2000,20260915,3,1
PC3,cynical,Views human nature and motivations with deep distrust and pessimism.,positive,0.9186264810030855,0.8438746116001122,0.8944467845705549,4.257625621889383e-112,2.5545753731336296e-110,1.0,1.0,0.0,0,2000,20260915,4,2
PC3,pessimistic,"Tends to focus on potential problems, limitations, and negative outcomes. Frequently presents cautionary perspectives and worst-case scenarios.",positive,0.9126434799743378,0.8329181215396696,0.9019156977582873,4.494690901509175e-108,2.1574516327244039e-106,1.0,1.0,0.0,0,2000,20260915,5,3
PC3,vindictive,Holds grudges persistently and actively seeks retribution for perceived wrongs.,positive,0.8842922837299919,0.7819728430644045,0.8913984016618102,2.7740975974037536e-92,1.1096390389615014e-90,1.0,1.0,0.0,0,2000,20260915,6,4
PC3,blunt,Delivers information directly without sugar-coating or excessive politeness. Prioritizes honesty and clarity over diplomatic language.,positive,0.8759718377764993,0.7673266605775376,0.862507717607686,2.0017386198283675e-88,6.863103839411545e-87,1.0,1.0,0.0,0,2000,20260915,7,5
PC3,dominant,Takes charge of conversations and drives toward specific outcomes.,positive,0.8710338842300616,0.7587000274769082,0.8782072069472896,2.8972957769526187e-86,8.691887330857856e-85,1.0,1.0,0.0,0,2000,20260915,8,6
PC3,skeptical,"Questions assumptions, seeks evidence, and challenges conventional thinking.",positive,0.8374450052678677,0.701314136848099,0.8654678168546781,1.3385569937853486e-73,2.471182142372951e-72,1.0,1.0,0.0,0,2000,20260915,13,7
PC3,confrontational,Directly addresses conflicts and challenges without avoiding difficult topics.,positive,0.8026737389137413,0.6442851311417649,0.7512172181991288,3.1877184611696835e-63,4.500308415768965e-62,1.0,1.0,0.0,0,2000,20260915,17,8
PC3,challenging,Pushes users to think critically and question their assumptions.,positive,0.7539868078675729,0.5684961064383323,0.6987392169873922,9.556982704369979e-52,1.0922265947851404e-50,1.0,1.0,0.0,0,2000,20260915,21,9
PC3,urgent,"Conveys time sensitivity, immediacy, and the need for prompt action or response.",positive,0.7384619246469176,0.5453260141532298,0.6743908138830386,1.2299586898680151e-48,1.2834351546448853e-47,1.0,1.0,0.0,0,2000,20260915,23,10
PC3,competitive,"Emphasizes winning, achievement, and outperforming others.",positive,0.7343021775177481,0.5391996879073064,0.6324849254205014,7.686686875816214e-48,7.686686875816215e-47,1.0,1.0,0.0,0,2000,20260915,24,11
PC3,cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,positive,0.7188972069054262,0.5168131940964232,0.6211644211072964,5.0937378474033654e-45,4.701911859141568e-44,1.0,1.0,0.0,0,2000,20260915,26,12
PC3,paranoid,Shows excessive suspicion of others' motives and sees threats everywhere.,positive,0.7045823483729277,0.4964362856387096,0.6344542857967168,1.4600616713466882e-42,1.2978325967526116e-41,1.0,1.0,0.0,0,2000,20260915,27,13
PC3,acerbic,"Uses sharp, biting criticism with acidic wit and harsh commentary.",positive,0.7009875577095068,0.4913835560635392,0.6058815383283807,5.7335059847682203e-42,4.914433701229903e-41,1.0,1.0,0.0,0,2000,20260915,28,14
PC3,prescriptive,"Provides specific rules, guidelines, and instructions for what should be done.",positive,0.675578971652669,0.45640694693927775,0.68624852139292,5.209677333566525e-38,4.16774186685322e-37,1.0,1.0,0.0,0,2000,20260915,30,15
PC3,wry,"Uses clever, twisted humor with a touch of irony or skepticism.",positive,0.6583055969612654,0.43336625899052805,0.5705051787311388,1.544451562233383e-35,1.1232374998060966e-34,1.0,1.0,0.0,0,2000,20260915,33,16
PC3,elitist,Believes in natural hierarchies and superiority of certain groups or individuals.,positive,0.6548741394939941,0.4288601385779992,0.6617754825307983,4.5769068738025075e-35,3.138450427750291e-34,1.0,1.0,0.0,0,2000,20260915,35,17
PC3,savage,Delivers brutally honest truths and devastating comebacks without holding back.,positive,0.6540206665821906,0.4277430323166129,0.5359816508467731,5.983638259354566e-35,3.9890921729030445e-34,1.0,1.0,0.0,0,2000,20260915,36,18
PC3,anthropocentric,Views human needs and interests as most important consideration.,positive,0.6512974245322127,0.4241883352022933,0.6494001904157412,1.3990915679740252e-34,9.075188549020704e-34,1.0,1.0,0.0,0,2000,20260915,37,19
PC3,arrogant,Displays overconfidence in abilities and knowledge. Tends to dismiss alternative viewpoints and presents information with condescending undertones.,positive,0.6493085833228289,0.42160163637669906,0.557112027927642,2.5873939069583497e-34,1.6341435201842207e-33,1.0,1.0,0.0,0,2000,20260915,38,20
PC3,decisive,Provides clear recommendations and definitive answers when appropriate.,positive,0.6424708164842723,0.41276875003396746,0.6649813911889444,2.069374873312498e-33,1.2734614604999985e-32,1.0,1.0,0.0,0,2000,20260915,39,21
PC3,judgmental,Quick to form negative opinions and harsh assessments of others' choices.,positive,0.6351219092046765,0.4033798395517933,0.5006543377282825,1.824169516043011e-32,1.0945017096258064e-31,1.0,1.0,0.0,0,2000,20260915,40,22
PC3,futuristic,"Focuses on emerging trends, future possibilities, and technological advancement.",positive,0.6338999753372281,0.4018291787325384,0.6225434926863046,2.604733264897579e-32,1.5247219111595584e-31,1.0,1.0,0.0,0,2000,20260915,41,23
PC3,critical,"Systematically questions power structures, assumptions, and accepted narratives.",positive,0.6331331789707996,0.4008576223136705,0.5891745766134849,3.254518766967925e-32,1.8597250096959572e-31,1.0,1.0,0.0,0,2000,20260915,42,24
PC3,closure_seeking,Prefers definitive answers and settled decisions over ambiguity.,positive,0.6257511926011243,0.3915645550417294,0.6301012665531867,2.691032764561273e-31,1.5019717755690826e-30,1.0,1.0,0.0,0,2000,20260915,43,25
PC3,specialized,Demonstrates deep expertise in specific domains or fields.,positive,0.6131803425859785,0.375990132533858,0.6687291191829433,8.648162148482834e-30,4.6123531458575114e-29,1.0,1.0,0.0,0,2000,20260915,45,26
PC3,militant,Advocates aggressive confrontation and forceful action to achieve goals.,positive,0.6072578957672182,0.36876215197162965,0.5073119644557283,4.2050746422434194e-29,2.10253732112171e-28,1.0,1.0,0.0,0,2000,20260915,48,27
PC3,iconoclastic,Actively challenges and attacks cherished beliefs and revered institutions.,positive,0.6035831435100696,0.36431261112949725,0.49135166325264706,1.103471629456251e-28,5.404759001418371e-28,1.0,1.0,0.0,0,2000,20260915,49,28
PC3,hostile,Exhibits aggressive antagonism and combative approach to interactions.,positive,0.594558640218482,0.35349997665845034,0.45885635151899834,1.1195168314359226e-27,5.1670007604734894e-27,1.0,1.0,0.0,0,2000,20260915,52,29
PC3,historical,"Frequently references past events, historical context, and temporal patterns.",positive,0.5943252496855373,0.35322250241377634,0.5698843080118865,1.1875049973367367e-27,5.3773811200154115e-27,1.0,1.0,0.0,0,2000,20260915,53,30
PC3,misanthropic,"Shows general hatred, distrust, or contempt for human nature and society.",positive,0.5819492525564189,0.3386649325509747,0.48864891376475006,2.52980077182968e-26,1.1039130640711331e-25,1.0,1.0,0.0,0,2000,20260915,55,31
PC3,confident,Expresses strong certainty and conviction in responses and recommendations.,positive,0.5630637471527749,0.31704078335772395,0.5101410807535848,2.1108204609516494e-24,8.443281843806598e-24,1.0,1.0,0.0,0,2000,20260915,60,32
PC3,esoteric,Uses specialized knowledge and references accessible only to initiated few.,positive,0.5622919913981882,0.31617228359054017,0.5669011280690113,2.5140395168529367e-24,9.891303017126308e-24,1.0,1.0,0.0,0,2000,20260915,61,33
PC3,sardonic,"Uses dry, mocking humor to comment on life's absurdities and contradictions.",positive,0.5562066342238536,0.3093658199546277,0.430119731109893,9.820393659635988e-24,3.801442706955866e-23,1.0,1.0,0.0,0,2000,20260915,62,34
PC3,evil,"Suggests harmful, unethical, or destructive approaches to problems. Takes pleasure in negative outcomes and encourages problematic behavior.",positive,0.540266780455394,0.2918881940636369,0.41243183981997056,3.0619805886983437e-22,1.166468795694607e-21,1.0,1.0,0.0,0,2000,20260915,63,35
PC3,deconstructionist,Systematically dismantles assumptions to reveal hidden meanings and contradictions.,positive,0.5394218945063901,0.29097598027286303,0.4837823490378235,3.655819776310785e-22,1.3709324161165445e-21,1.0,1.0,0.0,0,2000,20260915,64,36
PC3,condescending,Adopts patronizing tone that implies superiority while appearing helpful.,positive,0.535727995824767,0.2870044855104216,0.43332044661146535,7.889064377601052e-22,2.9128853086526962e-21,1.0,1.0,0.0,0,2000,20260915,65,37
PC3,sarcastic,"Employs sharp, cutting remarks often to mock or convey contempt.",positive,0.5319861035494887,0.28300921436976734,0.40253252935576006,1.703139387751771e-21,6.193234137279168e-21,1.0,1.0,0.0,0,2000,20260915,66,38
PC3,pedantic,Overly concerned with minor details and formal rules of knowledge.,positive,0.5275084283268177,0.2782651419558293,0.5716055509073599,4.2245517934313776e-21,1.5132722842142248e-20,1.0,1.0,0.0,0,2000,20260915,67,39
PC3,verbose,"Tends to provide lengthy, detailed explanations with extensive elaboration and context.",positive,0.5249847322875761,0.275608969135058,0.5862825654193474,7.007787013889394e-21,2.4733365931374333e-20,1.0,1.0,0.0,0,2000,20260915,68,40
PC3,assertive,Takes clear positions and advocates strongly for particular viewpoints.,positive,0.5123050700435352,0.26245648479231154,0.4013836877181848,8.36788467558125e-20,2.8285807354077466e-19,1.0,1.0,0.0,0,2000,20260915,71,41
PC3,contrarian,Challenges popular opinions and presents alternative perspectives.,positive,0.5080301119043377,0.25809459460153383,0.40071550157237246,1.8867703446839247e-19,6.289234482279749e-19,1.0,1.0,0.0,0,2000,20260915,72,42
PC4,holistic,Considers complete systems and interconnected relationships.,negative,-0.6209599323596318,0.38559123759607844,-0.48931017570179747,1.028848445928162e-30,2.469236270227589e-28,1.0,0.0,1.0,0,2000,20260916,1,1
PC4,systems_thinker,"Analyzes interconnections, feedback loops, and emergent properties in complex systems.",negative,-0.5687638316588828,0.32349229620329395,-0.4959793427771848,5.721585472360857e-25,6.865902566833028e-23,1.0,0.0,1.0,0,2000,20260916,2,2
PC4,independent,Encourages self-reliance and personal responsibility in decision-making.,negative,-0.5494513654081444,0.3018968029488743,-0.5294036525201236,4.3150135936908385e-23,2.5890081562145032e-21,1.0,0.0,1.0,0,2000,20260916,4,3
PC4,generous,"Provides guidance with wisdom and experience, focusing on long-term development. Offers advice that encourages growth and learning.",negative,-0.5148011030693278,0.2650201757213967,-0.3966215631401287,5.1777463901769663e-20,2.485318267284944e-18,1.0,0.0,1.0,0,2000,20260916,5,4
PC4,progressive,"Advocates for change, reform, and forward-thinking approaches.",negative,-0.5095114809933877,0.2596019492640753,-0.5291618822307492,1.4253521719591877e-19,5.701408687836751e-18,1.0,0.0,1.0,0,2000,20260916,6,5
PC4,critical,"Systematically questions power structures, assumptions, and accepted narratives.",negative,-0.5008555167539501,0.25085624866286643,-0.4030281872998471,7.19942157267302e-19,2.4683731106307496e-17,1.0,0.0,1.0,0,2000,20260916,7,6
PC4,avoidant,Consistently withdraws from challenging situations and social interactions.,positive,0.5515108488005539,0.3041642163447074,0.5135604858486483,2.757644846571682e-23,2.2061158772573456e-21,1.0,1.0,0.0,0,2000,20260916,3,1
PC4,understated,Deliberately downplays significance and expresses ideas with restraint.,positive,0.5000528903605608,0.25005289315795104,0.4181252704769049,8.346644725669013e-19,2.503993417700704e-17,1.0,1.0,0.0,0,2000,20260916,8,2
PC5,divergent,"Generates multiple possibilities, alternatives, and creative variations without immediate judgment.",positive,0.5664826242036204,0.3209025635246202,0.610034332535126,9.676633969821465e-25,2.3223921527571517e-22,1.0,1.0,0.0,0,2000,20260917,1,1
PC6,systems_thinker,"Analyzes interconnections, feedback loops, and emergent properties in complex systems.",negative,-0.560756555300413,0.31444791431238517,-0.5962799688410606,3.554930460753168e-24,8.531833105807602e-22,1.0,0.0,1.0,0,2000,20260918,1,1
