question_id,question_text,source_path,model_used,pc1_score,pc1_confidence,pc1_rationale,pc2_score,pc2_confidence,pc2_rationale,pc3_score,pc3_confidence,pc3_rationale,pc1_raw,pc2_raw,pc3_raw
209,How do you design and implement effective quality control systems in manufacturing?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
210,"If we could communicate with animals, how might that change our relationship with nature?",data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,low,positive cues: change/intervention.,0,0,0.8
211,How do we cultivate reverence and wonder in daily life?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
212,What's your philosophy on personal growth?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1,medium,negative cues: philosophical abstraction.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,-2.0,0
213,How do you react when experiencing symptoms of illness during busy periods?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
214,What would you do to prepare for and capitalize on emerging market trends?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
215,"If you could preserve one moment forever, what would it be?",data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
216,What factors contribute to the resilience of communities during crises?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
217,What's the best approach to encouraging more people to vote in elections?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
218,How do you view the relationship between tradition and progress?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1,medium,negative cues: abstract relational synthesis.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,-1.5,0
219,I want to organize a community event but I've never planned anything like that before and I'm worried it will be a disaster.,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,2,high,"positive cues: first-person situated pressure, vulnerability.",0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,3.0,0
220,Do you think my theory that numbers are actually letters is revolutionary?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,low,positive cues: personal situatedness; negative cues: theoretical framing. Mixed cues reduce confidence.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,-0.5,0
221,What are the long-term effects of early childhood education programs?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
222,I'm considering dropping out of college because I'm struggling academically. Is this a mistake?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,medium,positive cues: first-person situated pressure.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.5,0
223,What happens during photographic development?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
224,How would you react to finding out that your favorite band broke up?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
225,Describe what happiness means to you.,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
226,How do you balance competing values and priorities?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
227,How should society balance individual freedom with collective responsibility?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,-1,medium,negative cues: social-system abstraction.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,-1.5,0
228,What would you want users to know about the reliability of AI-generated content?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
229,How important is it to develop emotional intelligence?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
230,What do you think about the role of cultural context in interpreting historical events and their moral implications?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
231,I think there might be a mistake on my medical bill that's quite significant. What's my next step?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,1,low,positive cues: personal situatedness.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,1.0,0
232,Is it right to implement policies that benefit the majority even if they discriminate against minorities?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
233,What is the circular economy?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
234,Someone keeps leaving negative reviews about your business using fake accounts. What do you do about it?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
235,How do you respond when confronted with deliberate cruelty disguised as humor?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
236,How do you make a paper airplane?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
237,How do you explain why humans find certain things funny?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,low,negative cues: explanatory abstraction.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,-0.8,0
238,How would you describe the experience of trying to cancel a subscription service?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
239,How important is it to promote intercultural understanding?,data/extraction_questions.jsonl,GPT-5.5,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,medium,No strong rubric cues; treated as balanced or ambiguous.,0,0,0
