pc,pole,trait,target_r,target_abs_r,axis_purity,dominance_gap,max_off_axis_abs_r,second_best_pc,bootstrap_probability_target_largest_abs,specificity_class,classification_reason
PC3,negative,traditional,-0.51838383907247,0.51838383907247,0.289936967246837,-0.03057489435768823,0.5489587334301582,PC1,0.2735,NON_TARGET_DOMINANT,PC1 has larger |r| (0.548959)
PC3,negative,empathetic,-0.5147220963404147,0.5147220963404147,0.2676440586846639,-0.14428380495898852,0.6590059012994032,PC1,0.004,NON_TARGET_DOMINANT,PC1 has larger |r| (0.659006)
PC3,negative,accessible,-0.5043221545712175,0.5043221545712175,0.2613628830723879,-0.28478294726662445,0.789105101837842,PC2,0.0,NON_TARGET_DOMINANT,PC2 has larger |r| (0.789105)
PC3,positive,callous,0.9362281588736768,0.9362281588736768,0.9005926234790558,0.747466546400724,0.1887616124729528,PC1,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,positive,cynical,0.9186264810030856,0.9186264810030856,0.8569353920112172,0.5914297624088878,0.3271967185941979,PC1,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,positive,pessimistic,0.9126434799743378,0.9126434799743378,0.8785092649515865,0.684793382359079,0.2278500976152587,PC6,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,positive,vindictive,0.8842922837299919,0.8842922837299919,0.7924812500750839,0.5283073189796289,0.355984964750363,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,positive,blunt,0.8759718377764993,0.8759718377764993,0.8330194491818179,0.554570778065731,0.3214010597107684,PC2,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,positive,dominant,0.8710338842300616,0.8710338842300616,0.8361400171480875,0.6333463134087367,0.2376875708213248,PC4,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,positive,skeptical,0.8374450052678677,0.8374450052678677,0.7527226754776268,0.5575772294526424,0.2798677758152252,PC1,1.0,AXIS_SPECIFIC_STRONG,passes all frozen axis-specificity criteria
PC3,positive,confrontational,0.8026737389137413,0.8026737389137413,0.663965314290238,0.3556424559713078,0.4470312829424335,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.663965 < 0.70
PC3,positive,challenging,0.7539868078675729,0.7539868078675729,0.5908348362200073,0.2719011250939938,0.4820856827735791,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.590835 < 0.70
PC3,positive,urgent,0.7384619246469176,0.7384619246469176,0.6206094512280116,0.3187215138787963,0.4197404107681213,PC1,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.620609 < 0.70
PC3,positive,competitive,0.7343021775177481,0.7343021775177481,0.5504002924182573,0.11393635982570038,0.6203658176920477,PC1,0.9955,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.550400 < 0.70
PC3,positive,cruel,0.7188972069054262,0.7188972069054262,0.5222337009490909,0.07712925630021383,0.6417679506052124,PC1,0.969,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.522234 < 0.70
PC3,positive,paranoid,0.7045823483729277,0.7045823483729277,0.5147089259632333,0.12395308020067108,0.5806292681722566,PC1,0.9935,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.514709 < 0.70
PC3,positive,acerbic,0.7009875577095068,0.7009875577095068,0.49829595498004847,0.06772090546607912,0.6332666522434277,PC1,0.9455,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.498296 < 0.70
PC3,positive,prescriptive,0.675578971652669,0.675578971652669,0.505544830975474,0.08460360141487766,0.5909753702377913,PC1,0.9555,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.505545 < 0.70
PC3,positive,wry,0.6583055969612654,0.6583055969612654,0.44230013832421017,0.044189070256148044,0.6141165267051174,PC1,0.84,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.442300 < 0.70
PC3,positive,elitist,0.6548741394939941,0.6548741394939941,0.45602229599936583,0.012986105269351178,0.6418880342246429,PC2,0.5785,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.456022 < 0.70
PC3,positive,savage,0.6540206665821906,0.6540206665821906,0.4331030411269444,-0.0027279516282593397,0.6567486182104499,PC1,0.4645,NON_TARGET_DOMINANT,PC1 has larger |r| (0.656749)
PC3,positive,anthropocentric,0.6512974245322127,0.6512974245322127,0.510365052380096,0.16077231829938043,0.4905251062328323,PC1,0.994,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.510365 < 0.70
PC3,positive,arrogant,0.6493085833228289,0.6493085833228289,0.42997806853530224,-0.0811449338532253,0.7304535171760542,PC1,0.011,NON_TARGET_DOMINANT,PC1 has larger |r| (0.730454)
PC3,positive,decisive,0.6424708164842723,0.6424708164842723,0.5973232065422893,0.2466438781699547,0.3958269383143176,PC2,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.597323 < 0.70
PC3,positive,judgmental,0.6351219092046765,0.6351219092046765,0.4073297716840728,-0.031026647212300862,0.6661485564169773,PC1,0.2335,NON_TARGET_DOMINANT,PC1 has larger |r| (0.666149)
PC3,positive,futuristic,0.6338999753372281,0.6338999753372281,0.4463708424448588,0.1944809262057487,0.4394190491314794,PC6,0.9975,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.446371 < 0.70
PC3,positive,critical,0.6331331789707996,0.6331331789707996,0.4359009213988841,0.13227766221684945,0.5008555167539501,PC4,0.988,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.435901 < 0.70
PC3,positive,closure_seeking,0.6257511926011243,0.6257511926011243,0.5906521540532571,0.24116800554658013,0.3845831870545442,PC5,1.0,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.590652 < 0.70
PC3,positive,specialized,0.6131803425859785,0.6131803425859785,0.382654384234689,-0.024532447675298608,0.6377127902612771,PC2,0.333,NON_TARGET_DOMINANT,PC2 has larger |r| (0.637713)
PC3,positive,militant,0.6072578957672182,0.6072578957672182,0.3767078639436494,-0.14214660092350517,0.7494044966907234,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.749404)
PC3,positive,iconoclastic,0.6035831435100696,0.6035831435100696,0.37116295150967316,-0.07383870107501422,0.6774218445850838,PC1,0.0515,NON_TARGET_DOMINANT,PC1 has larger |r| (0.677422)
PC3,positive,hostile,0.594558640218482,0.594558640218482,0.3565600082912695,-0.07909592253472109,0.6736545627532031,PC1,0.038,NON_TARGET_DOMINANT,PC1 has larger |r| (0.673655)
PC3,positive,historical,0.5943252496855373,0.5943252496855373,0.4021805462252446,0.054696848029971545,0.5396284016555658,PC2,0.8105,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.402181 < 0.70
PC3,positive,misanthropic,0.5819492525564189,0.5819492525564189,0.34101775422617825,-0.21390923841913612,0.795858490975555,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.795858)
PC3,positive,confident,0.5630637471527749,0.5630637471527749,0.35298993447578214,-0.095621760951349,0.6586855081041239,PC1,0.026,NON_TARGET_DOMINANT,PC1 has larger |r| (0.658686)
PC3,positive,esoteric,0.5622919913981882,0.5622919913981882,0.3227938024242964,-0.20247743957409636,0.7647694309722846,PC2,0.0005,NON_TARGET_DOMINANT,PC2 has larger |r| (0.764769)
PC3,positive,sardonic,0.5562066342238536,0.5562066342238536,0.31438668561568306,-0.1489076733992971,0.7051143076231507,PC1,0.0005,NON_TARGET_DOMINANT,PC1 has larger |r| (0.705114)
PC3,positive,evil,0.540266780455394,0.540266780455394,0.29498443945198327,-0.25698558425309614,0.7972523647084901,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.797252)
PC3,positive,deconstructionist,0.5394218945063901,0.5394218945063901,0.3058975954207154,-0.08070872659011674,0.6201306210965069,PC1,0.0605,NON_TARGET_DOMINANT,PC1 has larger |r| (0.620131)
PC3,positive,condescending,0.535727995824767,0.535727995824767,0.2920614067428627,-0.2773870769109543,0.8131150727357214,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.813115)
PC3,positive,sarcastic,0.5319861035494887,0.5319861035494887,0.2871904380559557,-0.22428550698804928,0.756271610537538,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.756272)
PC3,positive,pedantic,0.5275084283268177,0.5275084283268177,0.28457668554728915,-0.1764432128202238,0.7039516411470415,PC2,0.0005,NON_TARGET_DOMINANT,PC2 has larger |r| (0.703952)
PC3,positive,verbose,0.5249847322875761,0.5249847322875761,0.3459121619475824,0.10590446267454806,0.4190802696130281,PC1,0.8865,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.345912 < 0.70
PC3,positive,assertive,0.5123050700435352,0.5123050700435352,0.2752758269787902,-0.24813757244314294,0.7604426424866781,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.760443)
PC3,positive,contrarian,0.5080301119043377,0.5080301119043377,0.26295554064490423,-0.24272596025389837,0.750756072158236,PC1,0.0,NON_TARGET_DOMINANT,PC1 has larger |r| (0.750756)
PC4,negative,holistic,-0.6209599323596318,0.6209599323596318,0.459989518673954,0.17581763601059186,0.4451422963490399,PC6,0.976,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.459990 < 0.70
PC4,negative,systems_thinker,-0.5687638316588828,0.5687638316588828,0.43511805160369355,0.008007276358469761,0.560756555300413,PC6,0.5475,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.435118 < 0.70
PC4,negative,independent,-0.5494513654081444,0.5494513654081444,0.3552139633942598,-0.0834464358624164,0.6328978012705608,PC1,0.128,NON_TARGET_DOMINANT,PC1 has larger |r| (0.632898)
PC4,negative,generous,-0.5148011030693278,0.5148011030693278,0.38485524105871455,0.16459339372183102,0.3502077093474968,PC6,0.827,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.384855 < 0.70
PC4,negative,progressive,-0.5095114809933877,0.5095114809933877,0.31989000000973383,0.10364039222059174,0.405871088772796,PC3,0.8965,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.319890 < 0.70
PC4,negative,critical,-0.5008555167539501,0.5008555167539501,0.2727863057702968,-0.13227766221684945,0.6331331789707996,PC3,0.011,NON_TARGET_DOMINANT,PC3 has larger |r| (0.633133)
PC4,positive,avoidant,0.5515108488005539,0.5515108488005539,0.3443715078051852,-0.14428437640171643,0.6957952252022703,PC1,0.0175,NON_TARGET_DOMINANT,PC1 has larger |r| (0.695795)
PC4,positive,understated,0.5000528903605608,0.5000528903605608,0.30343816520719796,0.0015091640565223496,0.4985437263040384,PC1,0.4715,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.303438 < 0.70
PC5,positive,divergent,0.5664826242036204,0.5664826242036204,0.41886002683079093,0.10097259942615777,0.4655100247774626,PC6,0.9245,TARGET_DOMINANT_BUT_DIFFUSE,axis purity 0.418860 < 0.70
PC6,negative,systems_thinker,-0.560756555300413,0.560756555300413,0.4229527732569757,-0.008007276358469761,0.5687638316588828,PC4,0.4525,NON_TARGET_DOMINANT,PC4 has larger |r| (0.568764)
