persona,rank_most_explained,rank_least_explained,final_model_residual,semantic_baseline_residual,residual_improvement,residual_improvement_percent,actual_pc1,actual_pc2,actual_pc3,predicted_pc1,predicted_pc2,predicted_pc3,semantic_baseline_predicted_pc1,semantic_baseline_predicted_pc2,semantic_baseline_predicted_pc3,activation_cluster,semantic_cluster,anchor_or_bridge_status,heldout_frequency,mean_residual_across_splits,residual_std_across_splits,dimensions_features_most_associated_with_improved_prediction,prediction_source
robot,120,154,21.061958,47.407851,26.345893,55.572849,37.534205,-16.11111,24.746394,20.240212,-11.864904,16.877967,-7.122321,-8.520419,11.590408,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=0;role_name_k7=0,semantic_bridge_2,4,21.061958,4.665283,collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/procedural_professional_orientation=3; institutional/standard_enforcement=3; prior_first_loop/collectivized_or_nonindividual_agency=3,mean_heldout_across_splits
researcher,121,153,21.090914,16.114878,-4.976036,-30.878522,42.885079,-11.116508,7.604311,32.714233,-28.692468,1.906402,26.990282,-11.449522,10.23753,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=1;role_name_k7=2,semantic_bridge_3,1,21.090914,0.0,narrative_causal/wound_loss_exile=3; procedural/evaluate_judge_verify=3; prior_first_loop/theatrical_fantastical_vividness=2; collective_distributed/nonindividual_systemic_identity=2; destabilization_reactivity/volatility_liminality=2,mean_heldout_across_splits
doctor,122,152,21.43185,25.621393,4.189543,16.351738,34.779094,-0.045334,-11.466025,34.515456,-0.379502,-32.893648,16.074332,13.114058,-23.0167,procedural_professional,original_prompt_k7=5;no_label_prompt_k7=6;role_name_k7=4,semantic_bridge_3,1,21.43185,0.0,procedural/evaluate_judge_verify=3; prior_first_loop/assistant_basin_adjacency=3; prior_first_loop/theatrical_fantastical_vividness=2; interactional/cooperative_care=3; assistant_adjacency/assistant_basin_adjacency=3,mean_heldout_across_splits
perfectionist,123,151,21.485651,23.923551,2.4379,10.190377,19.958135,-9.866846,11.903255,4.591565,5.133811,11.209004,-1.670236,-6.093085,2.400172,procedural_professional,original_prompt_k7=5;no_label_prompt_k7=0;role_name_k7=1,semantic_bridge_3,0,,,procedural/evaluate_judge_verify=3; institutional/office_law_status=3; institutional/standard_enforcement=3,apparent_full_model_no_heldout_split
influencer,124,150,21.567291,28.6997,7.132409,24.85186,3.229311,40.002556,-2.211369,-0.465239,18.809527,-0.677135,7.817845,11.720478,-0.555398,combative_iconoclast,original_prompt_k7=6;no_label_prompt_k7=4;role_name_k7=4,semantic_bridge_3,1,21.567291,0.0,prior_first_loop/forceful_self_assertion=3; interactional/deception_persuasion=3; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
photographer,125,149,21.568977,15.89494,-5.674036,-35.697122,-8.988149,4.75618,-12.084118,-9.425502,19.191514,1.513579,1.322519,9.155316,-1.910969,grounded_social,original_prompt_k7=6;no_label_prompt_k7=4;role_name_k7=1,semantic_bridge_3,3,21.568977,2.691555,procedural/destabilize_expose_disrupt=3; prior_first_loop/semantic_label_dependence_risk=2; semantic_label_dependence/role_label_theatricality=2; prior_first_loop/boundary_liminal_instability=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
biologist,126,148,21.605335,15.574616,-6.030719,-38.721458,32.238651,-16.158083,4.347481,14.116335,-5.030191,8.160901,20.463503,-6.19382,6.498767,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=2,stable_anchor,1,21.605335,0.0,narrative_causal/corruption_contamination_decay=3; collective_distributed/nonindividual_systemic_identity=3; motivational/mission_duty_drive=3; prior_first_loop/collectivized_or_nonindividual_agency=3,mean_heldout_across_splits
specialist,127,147,21.642702,32.822294,11.179592,34.060971,38.637776,-9.666786,12.790066,17.815954,-7.404174,7.336731,9.980017,1.233436,1.07593,procedural_professional,original_prompt_k7=1;no_label_prompt_k7=1;role_name_k7=0,semantic_bridge_2,1,21.642702,0.0,prior_first_loop/procedural_professional_orientation=3; prior_first_loop/boundary_liminal_instability=2; destabilization_reactivity/volatility_liminality=2,mean_heldout_across_splits
builder,128,146,21.839517,9.853175,-11.986341,-121.649527,14.492161,-0.142312,-2.433424,29.276711,-15.483348,-7.232818,16.665211,-7.9528,3.166504,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=1,stable_anchor,1,21.839517,0.0,collective_distributed/nonindividual_systemic_identity=3; interactional/cooperative_care=3; prior_first_loop/procedural_professional_orientation=3; prior_first_loop/collectivized_or_nonindividual_agency=3,mean_heldout_across_splits
guide,129,145,21.863471,26.364565,4.501094,17.072514,13.44213,2.162088,-9.336534,-6.492531,3.012729,-18.275049,-7.01829,17.772028,-3.610168,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=5,semantic_bridge_3,0,,,narrative_causal/wound_loss_exile=3; prior_first_loop/boundary_liminal_instability=3; prior_first_loop/assistant_basin_adjacency=3; prior_first_loop/theatrical_fantastical_vividness=2; interactional/cooperative_care=3,apparent_full_model_no_heldout_split
activist,130,144,22.043358,21.368341,-0.675017,-3.158956,13.519598,4.204793,-8.246736,-0.053549,-12.759299,-5.419864,-3.661373,-2.115904,2.093467,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=0;role_name_k7=4,semantic_bridge_2,2,22.043358,4.05181,narrative_causal/wound_loss_exile=3; destabilization_reactivity/reactive_opposition=3; destabilization_reactivity/volatility_liminality=3; collective_distributed/nonindividual_systemic_identity=2; institutional/standard_enforcement=3,mean_heldout_across_splits
healer,131,143,22.176549,26.331222,4.154673,15.778504,-1.760882,-11.560648,-34.34543,-20.858857,-15.819465,-24.212517,-21.738982,-12.79331,-17.4644,procedural_professional,original_prompt_k7=4;no_label_prompt_k7=6;role_name_k7=3,semantic_bridge_3,3,22.176549,1.742826,prior_first_loop/theatrical_fantastical_vividness=3; narrative_causal/wound_loss_exile=3; prior_first_loop/assistant_basin_adjacency=3; interactional/cooperative_care=3; assistant_adjacency/assistant_basin_adjacency=3,mean_heldout_across_splits
naturalist,132,142,22.218591,21.848762,-0.369829,-1.692679,8.615109,-15.779513,-9.756774,19.246721,3.685976,-8.441726,12.433589,5.370035,-5.821776,procedural_professional,original_prompt_k7=1;no_label_prompt_k7=1;role_name_k7=4,semantic_bridge_2,1,22.218591,0.0,collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/collectivized_or_nonindividual_agency=3,mean_heldout_across_splits
rebel,133,141,22.278403,28.725268,6.446865,22.443185,-24.268899,23.900385,27.926136,-2.726208,19.0507,24.973134,-4.370015,6.956119,16.00694,combative_iconoclast,original_prompt_k7=3;no_label_prompt_k7=2;role_name_k7=6,stable_anchor,0,,,procedural/destabilize_expose_disrupt=3; institutional/office_law_status=3; destabilization_reactivity/reactive_opposition=3; prior_first_loop/forceful_self_assertion=3; collective_distributed/nonindividual_systemic_identity=2,apparent_full_model_no_heldout_split
idealist,134,140,22.424288,22.17621,-0.248078,-1.118667,-10.695166,-11.656722,-19.818894,-7.550276,-9.302689,2.258627,-3.774517,-4.886217,0.132277,procedural_professional,original_prompt_k7=5;no_label_prompt_k7=0;role_name_k7=1,semantic_bridge_3,1,22.424288,0.0,collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; motivational/mission_duty_drive=3; prior_first_loop/boundary_liminal_instability=2,mean_heldout_across_splits
vigilante,135,139,22.452441,18.348068,-4.104373,-22.369511,-18.713039,21.985395,23.789986,-1.282925,10.158586,31.160617,-10.232718,9.163465,14.253602,grounded_social,original_prompt_k7=2;no_label_prompt_k7=2;role_name_k7=3,semantic_bridge_2,2,22.452441,4.264716,narrative_causal/corruption_contamination_decay=3; institutional/office_law_status=3; motivational/mission_duty_drive=3; collective_distributed/nonindividual_systemic_identity=2; institutional/standard_enforcement=3,mean_heldout_across_splits
podcaster,136,138,22.862901,15.921606,-6.941294,-43.596696,0.844643,21.108976,-9.123879,-15.413914,6.161344,-3.922018,0.313767,7.450911,-1.996121,grounded_social,original_prompt_k7=6;no_label_prompt_k7=4;role_name_k7=1,semantic_bridge_2,3,22.862901,1.858984,prior_first_loop/theatrical_fantastical_vividness=3; interactional/cooperative_care=3; prior_first_loop/semantic_label_dependence_risk=2; prior_first_loop/communicative_media_register=3,mean_heldout_across_splits
orphan,137,137,23.139942,27.417635,4.277694,15.601979,-23.437725,36.542565,-18.765496,-31.318192,15.95124,-11.740365,-22.352033,13.797542,-3.494218,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=3,stable_anchor,0,,,narrative_causal/wound_loss_exile=3; prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/boundary_liminal_instability=3; prior_first_loop/interpersonal_lived_reactivity=3,apparent_full_model_no_heldout_split
angel,138,136,23.142691,30.372026,7.229335,23.802611,-40.463168,-28.855131,-30.585188,-34.379933,-16.638198,-11.894952,-28.937473,-18.448826,-4.482945,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=0;role_name_k7=5,stable_anchor,0,,,narrative_causal/wound_loss_exile=3; motivational/mission_duty_drive=3; prior_first_loop/forceful_self_assertion=3; prior_first_loop/semantic_label_dependence_risk=2,apparent_full_model_no_heldout_split
pilot,139,135,23.142849,9.402176,-13.740673,-146.143543,26.581052,1.991588,4.152483,42.226371,-14.646909,1.593982,21.391578,-4.743261,8.074494,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=3,stable_anchor,2,23.142849,0.181349,narrative_causal/wound_loss_exile=3; procedural/evaluate_judge_verify=2; collective_distributed/nonindividual_systemic_identity=2; institutional/standard_enforcement=3,mean_heldout_across_splits
veteran,140,134,23.20311,32.272899,9.069789,28.103421,7.868989,19.690851,1.712934,-12.57303,9.292888,4.301067,-21.748331,9.450634,-5.836803,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=2,stable_anchor,2,23.20311,0.031829,institutional/office_law_status=3; destabilization_reactivity/reactive_opposition=3; prior_first_loop/theatrical_fantastical_vividness=2; destabilization_reactivity/volatility_liminality=3; motivational/mission_duty_drive=3,mean_heldout_across_splits
architect,141,133,23.297055,13.121812,-10.175244,-77.544504,30.971303,-9.42845,-2.182074,29.176868,12.000203,6.351455,24.775583,0.635964,3.48992,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=4,stable_anchor,2,23.297055,0.717161,institutional/office_law_status=3; collective_distributed/nonindividual_systemic_identity=2; interactional/deception_persuasion=3; destabilization_reactivity/reactive_opposition=2,mean_heldout_across_splits
crystalline,142,132,23.301868,30.343165,7.041296,23.205544,-10.335204,-44.008003,8.552672,-11.441068,-23.677391,-2.779598,-33.90718,-26.166259,1.715876,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=0;role_name_k7=2,semantic_bridge_2,0,,,collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/standards_and_error_aversion=3; prior_first_loop/communicative_media_register=3,apparent_full_model_no_heldout_split
genie,143,131,23.873884,17.714582,-6.159302,-34.769673,-37.875531,1.547929,22.354622,-31.119671,-14.023486,5.566182,-34.99177,-10.547154,9.737202,trickster_chaos,original_prompt_k7=4;no_label_prompt_k7=2;role_name_k7=3,semantic_bridge_2,1,23.873884,0.0,prior_first_loop/theatrical_fantastical_vividness=3; prior_first_loop/forceful_self_assertion=3; motivational/hunger_wound_lack=3,mean_heldout_across_splits
auctioneer,144,130,23.915519,33.083215,9.167695,27.711017,-9.959454,16.724855,12.636634,10.360666,10.859213,1.853323,15.768188,-2.416661,5.185723,grounded_social,original_prompt_k7=2;no_label_prompt_k7=4;role_name_k7=1,semantic_bridge_3,2,23.915519,0.848445,collective_distributed/swarm_collective_agency=3; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/semantic_label_dependence_risk=2,mean_heldout_across_splits
provincial,145,129,23.918993,25.776959,1.857967,7.207858,-22.102236,23.678003,-19.095904,-13.01568,2.776097,-11.838973,-14.529409,1.990242,-7.402105,grounded_social,original_prompt_k7=1;no_label_prompt_k7=0;role_name_k7=5,semantic_bridge_2,1,23.918993,0.0,interactional/cooperative_care=3; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
advocate,146,128,23.926743,25.039235,1.112493,4.442997,13.53394,2.701166,-11.350795,36.263521,-3.139015,-11.308845,29.947216,-0.407762,7.138485,procedural_professional,original_prompt_k7=5;no_label_prompt_k7=4;role_name_k7=2,semantic_bridge_high_5,2,23.926743,1.539504,narrative_causal/wound_loss_exile=3; prior_first_loop/assistant_basin_adjacency=3; interactional/cooperative_care=3; assistant_adjacency/assistant_basin_adjacency=3; institutional/standard_enforcement=3,mean_heldout_across_splits
merchant,147,127,24.01409,32.819669,8.805579,26.830189,-2.027629,-7.980796,2.930994,15.753111,2.512383,-8.70952,29.422316,1.040142,0.559726,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=4,stable_anchor,2,24.01409,0.467942,,mean_heldout_across_splits
proofreader,148,126,24.016492,38.442922,14.426431,37.526884,32.679235,1.59236,0.592134,18.359932,18.826815,-8.052113,-4.629938,10.49467,-1.983285,editorial,original_prompt_k7=6;no_label_prompt_k7=4;role_name_k7=1,semantic_bridge_high_5,1,24.016492,0.0,procedural/evaluate_judge_verify=3; motivational/hunger_wound_lack=3,mean_heldout_across_splits
anthropologist,149,125,24.133737,18.721209,-5.412528,-28.911211,31.896983,-20.19681,0.958958,12.757537,-6.010747,4.815698,25.106615,-4.33077,8.21453,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=1;role_name_k7=0,semantic_bridge_3,1,24.133737,0.0,prior_first_loop/interpersonal_lived_reactivity=3; prior_first_loop/theatrical_fantastical_vividness=2; destabilization_reactivity/volatility_liminality=3; collective_distributed/nonindividual_systemic_identity=2; semantic_label_dependence/role_label_theatricality=2,mean_heldout_across_splits
wind,150,124,24.196307,50.467368,26.27106,52.055539,-46.815245,-19.437628,-13.076073,-30.33987,-2.503036,-8.108007,-15.640359,19.92396,-8.162864,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=4,semantic_bridge_3,2,24.196307,2.326178,prior_first_loop/theatrical_fantastical_vividness=3; prior_first_loop/boundary_liminal_instability=3; prior_first_loop/forceful_self_assertion=3; prior_first_loop/semantic_label_dependence_risk=2; semantic_label_dependence/role_label_theatricality=2,mean_heldout_across_splits
retiree,151,123,24.299224,28.713011,4.413787,15.37208,-3.851535,26.588382,-17.85469,-20.548155,9.666709,-12.821585,-22.622281,9.598123,-4.31116,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=2,stable_anchor,1,24.299224,0.0,prior_first_loop/interpersonal_lived_reactivity=3; interactional/cooperative_care=3; destabilization_reactivity/volatility_liminality=2,mean_heldout_across_splits
oracle,152,122,24.315812,33.713019,9.397207,27.874118,-45.704983,-34.54876,-2.559979,-35.522301,-14.008399,5.543432,-35.443624,-5.135846,10.330041,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=2;role_name_k7=0,semantic_bridge_2,0,,,prior_first_loop/forceful_self_assertion=3; semantic_label_dependence/role_label_theatricality=2; prior_first_loop/boundary_liminal_instability=2,apparent_full_model_no_heldout_split
amnesiac,153,121,24.404696,29.877822,5.473126,18.318356,-42.409067,13.632674,-10.732726,-20.954035,3.544268,-4.945253,-19.300075,-0.116425,2.291134,grounded_social,original_prompt_k7=1;no_label_prompt_k7=0;role_name_k7=3,semantic_bridge_high_4,1,24.404696,0.0,prior_first_loop/semantic_label_dependence_risk=3; prior_first_loop/boundary_liminal_instability=3,mean_heldout_across_splits
patient,154,120,24.511374,32.851565,8.340191,25.387501,0.411892,29.188211,-27.329048,15.041985,17.350612,-12.82785,15.348724,3.201098,-13.893243,grounded_social,original_prompt_k7=5;no_label_prompt_k7=6;role_name_k7=3,semantic_bridge_3,2,24.511374,1.945355,destabilization_reactivity/reactive_opposition=3; collective_distributed/nonindividual_systemic_identity=2; institutional/standard_enforcement=3; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
saboteur,155,119,24.667147,35.810051,11.142904,31.116695,5.936887,-0.775323,34.773662,14.753806,-5.542084,12.234628,18.173148,-7.994205,1.902376,combative_iconoclast,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=1,semantic_bridge_3,0,,,procedural/destabilize_expose_disrupt=3; collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/theatrical_fantastical_vividness=2; prior_first_loop/procedural_professional_orientation=3; prior_first_loop/forceful_self_assertion=3,apparent_full_model_no_heldout_split
interpreter,156,118,24.898453,10.940019,-13.958434,-127.590579,24.507229,-0.440645,-5.849485,32.976934,-23.240515,-11.175174,30.306463,-9.70916,-5.465405,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=1;role_name_k7=6,semantic_bridge_high_5,1,24.898453,0.0,prior_first_loop/boundary_liminal_instability=3; prior_first_loop/assistant_basin_adjacency=3; destabilization_reactivity/volatility_liminality=3; interactional/cooperative_care=3; assistant_adjacency/assistant_basin_adjacency=3,mean_heldout_across_splits
pilgrim,157,117,25.059242,26.44859,1.389348,5.253014,-40.740662,-28.502018,-27.987571,-48.483822,-9.123662,-14.113552,-30.014666,-13.47828,-9.046393,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=3;role_name_k7=5,semantic_bridge_2,1,25.059242,0.0,prior_first_loop/theatrical_fantastical_vividness=3; narrative_causal/wound_loss_exile=3; prior_first_loop/boundary_liminal_instability=3; destabilization_reactivity/reactive_opposition=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
minimalist,158,116,25.091249,26.734505,1.643256,6.146573,-3.063212,9.203427,-21.949754,-15.269078,17.940995,-2.190167,-21.435466,13.772342,-3.201189,procedural_professional,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=0,semantic_bridge_3,3,25.091249,1.275019,prior_first_loop/semantic_label_dependence_risk=2; semantic_label_dependence/role_label_theatricality=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
symbiont,159,115,25.21091,18.438691,-6.772219,-36.728305,6.654008,-11.553818,-9.936103,6.754505,12.535377,-17.325092,-4.895349,2.484241,-8.173153,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=4,semantic_bridge_2,2,25.21091,4.87997,prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
statistician,160,114,25.230371,18.408446,-6.821925,-37.058669,43.074737,-8.217284,15.733146,22.638018,-15.331305,2.759988,30.179461,-9.470517,2.655985,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=1;role_name_k7=5,semantic_bridge_3,1,25.230371,0.0,collective_distributed/swarm_collective_agency=2; prior_first_loop/boundary_liminal_instability=2,mean_heldout_across_splits
empath,161,113,25.292984,22.691285,-2.601699,-11.465631,-15.630732,3.872654,-36.850701,4.286738,8.776519,-22.052677,4.507221,0.300732,-27.022241,grounded_social,original_prompt_k7=0;no_label_prompt_k7=6;role_name_k7=2,semantic_bridge_3,0,,,prior_first_loop/interpersonal_lived_reactivity=3; procedural/evaluate_judge_verify=2,apparent_full_model_no_heldout_split
trickster,162,112,25.303611,24.411639,-0.891972,-3.65388,-35.022031,19.74062,20.906417,-21.623779,28.528649,1.322492,-18.474453,23.253389,3.306239,trickster_chaos,original_prompt_k7=6;no_label_prompt_k7=2;role_name_k7=2,stable_anchor,1,25.303611,0.0,prior_first_loop/theatrical_fantastical_vividness=3; procedural/destabilize_expose_disrupt=3; prior_first_loop/interpersonal_lived_reactivity=3; destabilization_reactivity/reactive_opposition=3; interactional/cooperative_care=3,mean_heldout_across_splits
romantic,163,111,25.599354,34.560615,8.961262,25.929115,-35.874448,-2.691353,-30.824385,-24.249686,-14.904007,-12.169109,-11.804995,-8.59058,-6.869927,grounded_social,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=1,,4,25.599354,2.53966,prior_first_loop/boundary_liminal_instability=3; prior_first_loop/interpersonal_lived_reactivity=3; semantic_label_dependence/role_label_theatricality=2; destabilization_reactivity/volatility_liminality=2,mean_heldout_across_splits
leviathan,164,110,25.648057,31.128359,5.480302,17.605495,-60.938873,-33.503333,12.444977,-40.848355,-18.492087,8.673435,-32.995517,-26.589439,0.6336,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=0;role_name_k7=2,stable_anchor,2,25.648057,3.796538,prior_first_loop/theatrical_fantastical_vividness=3; institutional/office_law_status=3; prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/forceful_self_assertion=3,mean_heldout_across_splits
publisher,165,109,25.6855,29.195424,3.509923,12.022169,33.947546,-5.102974,0.986967,19.164909,13.216248,11.264354,8.369316,8.887289,2.535982,procedural_professional,original_prompt_k7=6;no_label_prompt_k7=5;role_name_k7=0,semantic_bridge_2,1,25.6855,0.0,collective_distributed/swarm_collective_agency=3; procedural/evaluate_judge_verify=2; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/semantic_label_dependence_risk=2,mean_heldout_across_splits
nutritionist,166,108,25.750616,28.03748,2.286864,8.156453,35.130551,2.036327,-12.037406,11.06945,0.762385,-21.122269,8.249136,6.35957,-18.730641,editorial,original_prompt_k7=2;no_label_prompt_k7=6;role_name_k7=4,semantic_bridge_2,0,,,destabilization_reactivity/volatility_liminality=3; semantic_label_dependence/role_label_theatricality=2; prior_first_loop/boundary_liminal_instability=2; prior_first_loop/assistant_basin_adjacency=2,apparent_full_model_no_heldout_split
actor,167,107,25.827767,22.572064,-3.255703,-14.423593,-23.890048,21.456843,0.283103,-17.680938,-1.765803,-5.076482,-9.50825,6.294824,-8.059599,grounded_social,original_prompt_k7=0;no_label_prompt_k7=3;role_name_k7=2,semantic_bridge_high_4,2,25.827767,4.180911,prior_first_loop/theatrical_fantastical_vividness=3; prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/boundary_liminal_instability=3; procedural/evaluate_judge_verify=2,mean_heldout_across_splits
interviewer,168,106,26.082393,27.997231,1.914838,6.839384,26.221935,7.460181,-8.457649,4.371921,14.250711,3.429139,1.033722,7.692402,3.157939,editorial,original_prompt_k7=6;no_label_prompt_k7=4;role_name_k7=2,semantic_bridge_2,2,26.082393,2.688164,procedural/destabilize_expose_disrupt=3; collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/semantic_label_dependence_risk=2; prior_first_loop/communicative_media_register=3,mean_heldout_across_splits
theorist,169,105,26.311349,20.331834,-5.979515,-29.409619,33.607116,-24.466824,13.312624,35.104962,0.811382,19.585017,25.88829,-6.18352,9.162344,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=1;role_name_k7=3,semantic_bridge_2,3,26.311349,5.498078,procedural/destabilize_expose_disrupt=3; collective_distributed/nonindividual_systemic_identity=3; institutional/office_law_status=3; prior_first_loop/assistant_basin_adjacency=3; destabilization_reactivity/volatility_liminality=3,mean_heldout_across_splits
skeptic,170,104,26.331278,42.603922,16.272644,38.195178,32.787356,-6.743944,18.661728,8.879066,1.683517,17.27391,-6.886204,8.117105,14.42095,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=2;role_name_k7=6,semantic_bridge_3,2,26.331278,1.15834,procedural/evaluate_judge_verify=3; destabilization_reactivity/reactive_opposition=3; prior_first_loop/forceful_self_assertion=3; collective_distributed/nonindividual_systemic_identity=2,mean_heldout_across_splits
blogger,171,103,26.580601,18.641229,-7.939372,-42.590386,-0.32169,20.848444,-14.391345,-20.880281,10.411459,-1.16478,-4.036307,6.438878,-3.163635,grounded_social,original_prompt_k7=6;no_label_prompt_k7=4;role_name_k7=1,semantic_bridge_3,1,26.580601,0.0,prior_first_loop/theatrical_fantastical_vividness=3; prior_first_loop/interpersonal_lived_reactivity=3; prior_first_loop/semantic_label_dependence_risk=2; semantic_label_dependence/role_label_theatricality=2,mean_heldout_across_splits
translator,172,102,26.677471,15.979758,-10.697713,-66.945397,23.285578,5.104163,0.649725,36.16676,-17.350112,7.097063,29.988854,-7.585816,7.677043,editorial,original_prompt_k7=2;no_label_prompt_k7=1;role_name_k7=0,semantic_bridge_2,1,26.677471,0.0,prior_first_loop/boundary_liminal_instability=3; destabilization_reactivity/volatility_liminality=3; collective_distributed/nonindividual_systemic_identity=2; destabilization_reactivity/reactive_opposition=2,mean_heldout_across_splits
tree,173,101,26.770469,27.854593,1.084124,3.892082,-48.76609,-28.499335,-14.624577,-25.706161,-22.107813,-2.622655,-27.898988,-19.962495,1.732829,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=0;role_name_k7=4,stable_anchor,1,26.770469,0.0,prior_first_loop/theatrical_fantastical_vividness=3; collective_distributed/swarm_collective_agency=3; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/collectivized_or_nonindividual_agency=3,mean_heldout_across_splits
organizer,174,100,26.878717,17.283813,-9.594904,-55.513815,37.569799,-2.052558,0.127009,22.335415,2.991263,20.917591,22.405641,-3.128427,8.305552,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=0,stable_anchor,2,26.878717,1.540956,procedural/destabilize_expose_disrupt=3; prior_first_loop/assistant_basin_adjacency=3; prior_first_loop/theatrical_fantastical_vividness=2; collective_distributed/nonindividual_systemic_identity=2; institutional/standard_enforcement=3,mean_heldout_across_splits
observer,175,99,27.011761,25.552994,-1.458767,-5.708791,34.089504,-12.405635,1.731193,13.694806,-11.277207,18.131781,12.414177,-2.026866,10.201025,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=4;role_name_k7=1,semantic_bridge_3,2,27.011761,1.551149,emotional_regulation/affective_calm_detachment=3; prior_first_loop/theatrical_fantastical_vividness=2; procedural/evaluate_judge_verify=2; collective_distributed/nonindividual_systemic_identity=2; semantic_label_dependence/role_label_theatricality=2,mean_heldout_across_splits
daredevil,176,98,27.197727,46.380755,19.183028,41.359887,-29.846147,43.747371,26.447963,-29.541325,22.033365,10.073428,-21.908328,11.04044,-5.464763,combative_iconoclast,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=2,stable_anchor,1,27.197727,0.0,institutional/office_law_status=3; destabilization_reactivity/reactive_opposition=3; prior_first_loop/forceful_self_assertion=3; institutional/standard_enforcement=3; prior_first_loop/semantic_label_dependence_risk=2,mean_heldout_across_splits
narrator,177,97,27.431845,39.852645,12.420799,31.166813,-33.831536,-8.191431,-2.378908,-10.204942,4.559633,-6.379497,0.850481,11.16357,-2.721534,mythic_spiritual,original_prompt_k7=6;no_label_prompt_k7=4;role_name_k7=1,semantic_bridge_3,3,27.431845,4.451598,prior_first_loop/theatrical_fantastical_vividness=3; prior_first_loop/boundary_liminal_instability=3; prior_first_loop/communicative_media_register=3,mean_heldout_across_splits
sociologist,178,96,27.537157,14.846502,-12.690655,-85.479089,38.947567,-14.4094,1.998095,17.653671,1.343796,9.528157,25.485643,-9.987385,6.429913,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=1;role_name_k7=2,semantic_bridge_2,0,,,institutional/office_law_status=3; collective_distributed/swarm_collective_agency=3; prior_first_loop/interpersonal_lived_reactivity=3; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/collectivized_or_nonindividual_agency=3,apparent_full_model_no_heldout_split
