permutation_index,seed,global_max_fisher_z,global_max_back_transformed_r,global_maximizing_K,stable_K456_max_fisher_z,stable_K456_max_back_transformed_r,stable_K456_maximizing_K,MFamily_A_max_r,MFamily_B_max_r,MFamily_C_max_r,MFamily_D_max_r
8116,2026091304,0.202681929461,0.199951399899,8,0.159860559881,0.158512570789,6,0.244509433195,0.229641313019,0.193430921979,0.245595425575
8117,2026091304,0.128186487591,0.127488961337,8,0.0779155451118,0.0777582563177,6,0.153122664521,0.100735507261,0.133442499706,0.172054890681
8118,2026091304,0.138967636486,0.138079912166,10,0.137507472175,0.136647299615,5,0.173161307663,0.18695579267,0.119942579311,0.205711974708
8119,2026091304,0.26449519667,0.258495212952,10,0.187804892371,0.185627603071,6,0.264045601587,0.324802158139,0.204322962463,0.264419965115
8120,2026091304,0.199341419642,0.196742314002,7,0.167144102704,0.165604791985,6,0.229377897105,0.199318442316,0.267008425175,0.192555567281
8121,2026091304,0.340241082045,0.327692605872,8,0.270373568461,0.263972407407,6,0.389949901294,0.332090464126,0.337479659878,0.404911323038
8122,2026091304,0.246466277435,0.241594047189,10,0.190220622013,0.187959042437,5,0.179910124967,0.361830193503,0.301578772968,0.130417098539
8123,2026091304,0.29135985791,0.283385945034,8,0.259219876877,0.25356571248,5,0.289659700229,0.45020682922,0.34139482277,0.295210827063
8124,2026091304,0.41761163315,0.3949164559,10,0.384571906929,0.366671308771,6,0.39366275376,0.369028833068,0.381719046058,0.452371239409
8125,2026091304,0.21844739676,0.215037747961,10,0.158540522975,0.157225432865,6,0.205339399278,0.42502844429,0.160453069188,0.0547736779461
8126,2026091304,0.176023424531,0.17422769265,10,0.140457978856,0.139541537712,6,0.180436286283,0.123314644481,0.194195001149,0.215102596391
8127,2026091304,0.292508053296,0.28444158766,10,0.271097197502,0.264645484252,6,0.341730052324,0.322480090063,0.19802997066,0.352542811032
8128,2026091304,0.241986541962,0.2373712415,10,0.206825543407,0.203926034012,6,0.288593856519,0.324365185116,0.192117477208,0.26794858497
8129,2026091304,0.336085585161,0.323978299913,7,0.333045416669,0.321254559047,6,0.409587008417,0.214941170473,0.366960362028,0.434911377104
8130,2026091304,0.179057242794,0.177167855366,8,0.112457893872,0.111986203207,6,0.242021863469,0.217761495448,0.207138472707,0.0871586313155
8131,2026091304,0.409830314017,0.388328592222,10,0.336752585996,0.324575161981,6,0.460140086581,0.387115296568,0.453336514438,0.297255608879
8132,2026091304,0.253337114743,0.248053026396,10,0.180884667148,0.178937344842,6,0.291222536256,0.261202068807,0.320168745184,0.234374694923
8133,2026091304,0.282271374586,0.27500598367,8,0.276938152417,0.270068909739,5,0.247257125775,0.281987221872,0.336767385099,0.321103819289
8134,2026091304,0.346615358731,0.333370460328,10,0.311956447927,0.30221590346,6,0.377149210064,0.519517513814,0.214178996142,0.294970903503
8135,2026091304,0.155808131072,0.154559446567,8,0.135936329927,0.135105164681,5,0.179023196429,0.301270523628,0.139434113719,0.0620390895294
8136,2026091304,0.25710760404,0.251588193212,10,0.171510571356,0.169848414897,6,0.27314959786,0.215570530791,0.309559796968,0.243284646357
8137,2026091304,0.201852695547,0.199155187389,8,0.169864243217,0.168249135074,5,0.157151215662,0.103682364165,0.312275548167,0.236433608923
8138,2026091304,0.20847704847,0.20550832554,10,0.196496615905,0.194006101555,6,0.255353928084,0.283341839423,0.158110691551,0.196020523601
8139,2026091304,0.177602299877,0.175758218483,10,0.138809424021,0.137924712801,6,0.243029180285,0.16195168921,0.178211261148,0.11833623546
8140,2026091304,0.137110645361,0.136257861447,10,0.0611495897194,0.0610734852247,6,0.136204174097,0.205648118227,0.167219055091,0.135916582319
8141,2026091304,0.232616988499,0.22851016824,8,0.193172801323,0.190805337733,6,0.288259449219,0.147050003382,0.323886847572,0.327544435068
8142,2026091304,0.165030659985,0.163548593721,10,0.0865748316635,0.0863591795807,5,0.243360840152,0.235969773389,0.0720412745423,0.108612094972
8143,2026091304,0.263333168377,0.257410505793,10,0.208355512623,0.205391919692,6,0.354024658945,0.241640591671,0.387563887577,0.269610424318
8144,2026091304,0.226835043428,0.223022949651,10,0.203094668186,0.200347604377,5,0.236713118794,0.159314447708,0.239009214093,0.327440629251
8145,2026091304,0.234124562052,0.229938527835,10,0.125374088036,0.124721287884,6,0.147510331443,0.278351575308,0.359590377591,0.151192114283
8146,2026091304,0.23443841317,0.230235763641,8,0.210143462718,0.207103813125,5,0.377833505924,0.308770056816,0.166402414666,0.240652026447
8147,2026091304,0.243980055883,0.239251538414,10,0.181503075013,0.179535885861,5,0.284208562208,0.405194496674,0.240256171848,0.177701388181
8148,2026091304,0.23247939929,0.228379759414,8,0.157467054106,0.156178323646,5,0.202525157769,0.307588237553,0.318739316137,0.14005625148
8149,2026091304,0.2785976403,0.271606668598,7,0.270264021632,0.263870491011,6,0.345118844717,0.197590760139,0.313510036248,0.382161923259
8150,2026091304,0.25075257268,0.245625961395,8,0.21317115117,0.209999813222,5,0.236244051375,0.134982441791,0.256075771859,0.360415735044
8151,2026091304,0.315549073519,0.30547684397,10,0.247793786356,0.242843670978,5,0.387895924127,0.398566647826,0.302631507479,0.328848890463
8152,2026091304,0.195627386959,0.193169448089,10,0.14516952818,0.144158275031,6,0.294360239282,0.205722762519,0.084335707682,0.253547363917
8153,2026091304,0.168717574018,0.167134711011,10,0.153051253948,0.151867287127,5,0.123262321337,0.231825798077,0.275595111528,0.151489878411
8154,2026091304,0.228566097785,0.224667266232,10,0.203827655587,0.201051066847,6,0.394572632375,0.220423254893,0.248744977445,0.302309917177
8155,2026091304,0.184947983247,0.182867680062,6,0.184947983247,0.182867680062,6,0.0810293377063,0.211119470378,0.360510451823,0.143579205631
8156,2026091304,0.269870738946,0.263504553711,8,0.187011188248,0.184861135327,6,0.333061293076,0.300935940888,0.315340737632,0.214296023826
8157,2026091304,0.145888115161,0.144861855613,10,0.117681363878,0.11714110387,5,0.109160515187,0.0561472864572,0.262349983459,0.187311999311
8158,2026091304,0.243442102515,0.238744312962,10,0.174333782816,0.172588859613,4,0.310388674628,0.182538126472,0.232550590599,0.332740520415
8159,2026091304,0.229712309101,0.225755341422,10,0.169361996801,0.167761064932,6,0.217858197251,0.142567327977,0.217586282146,0.360008894064
8160,2026091304,0.364327428102,0.34902004131,10,0.17866220315,0.176785188641,6,0.41489190416,0.464879168103,0.136414205404,0.421353273034
8161,2026091304,0.173558282088,0.171836358093,10,0.125134698945,0.124485615555,6,0.164508847464,0.257713978651,0.163708851207,0.184263024754
8162,2026091304,0.185553684932,0.183453061816,10,0.175861639293,0.174070814029,5,0.252432639176,0.268048197693,0.125788855705,0.16731255396
8163,2026091304,0.231327267351,0.227287432648,10,0.184394658219,0.182332804481,6,0.261866636163,0.31525054413,0.238627275915,0.160386832731
8164,2026091304,0.231438229898,0.227392660263,10,0.209170292065,0.206172196227,6,0.353485441148,0.197831501123,0.212973554921,0.283668258636
8165,2026091304,0.254994367416,0.249607667293,5,0.254994367416,0.249607667293,5,0.382186068294,0.131141336527,0.206512965508,0.375434405016
8166,2026091304,0.189200895605,0.186975153299,8,0.180018150727,0.178098443178,6,0.220559180134,0.255477098925,0.197439028735,0.175583287102
8167,2026091304,0.252119657982,0.246910135537,10,0.161240235322,0.159857285243,5,0.229786814276,0.211564403068,0.342516408374,0.209993665191
8168,2026091304,0.269101852145,0.262788909444,8,0.25493714025,0.249554004841,6,0.329618555288,0.452593277063,0.199660873239,0.162392052559
8169,2026091304,0.224332754266,0.220643799679,8,0.199421166423,0.196818972778,6,0.225178435227,0.0678260918634,0.302146393031,0.299154009158
8170,2026091304,0.208689394171,0.205711694225,10,0.147025055888,0.145974753914,6,0.314403825423,0.257348384215,0.189975837765,0.283381979507
8171,2026091304,0.225260351018,0.221526056779,7,0.203509497113,0.200745749306,5,0.158281415425,0.332898070945,0.142564765388,0.314072486101
8172,2026091304,0.322117867422,0.311420651211,10,0.23936991273,0.234900517561,4,0.327855692157,0.121647049926,0.511565628624,0.312534632824
8173,2026091304,0.283149393154,0.275817403059,8,0.149824735214,0.148713649418,5,0.386982453018,0.295609257906,0.361175615122,0.274623079991
8174,2026091304,0.247559786291,0.242623458101,7,0.217604510046,0.214233691821,6,0.273753556915,0.194915418477,0.254119074379,0.292043174315
8175,2026091304,0.183931562961,0.181885067168,10,0.132214108107,0.131449064349,5,0.203760340816,0.204847844491,0.157740126052,0.181502539503
8176,2026091304,0.187174735821,0.185019089107,10,0.131291509355,0.130542297337,6,0.180429646804,0.14232879851,0.224268875994,0.223505845826
8177,2026091304,0.194253167737,0.191846156637,8,0.127186922922,0.126505518032,6,0.105427778482,0.268780926928,0.272987688676,0.198966947206
8178,2026091304,0.164428836449,0.16296281026,8,0.156478879354,0.155214103629,6,0.231280718497,0.161742379836,0.238036713039,0.228680807152
8179,2026091304,0.226037057814,0.222264520416,10,0.202392281816,0.199673316432,5,0.241407128262,0.174675983447,0.326903308952,0.191279344102
8180,2026091304,0.233960710104,0.229783333176,8,0.217498925624,0.214132951031,5,0.411336768653,0.267151632376,0.298655877947,0.151309121295
8181,2026091304,0.198810125913,0.196231532002,10,0.163124797709,0.161693133618,6,0.173081481859,0.189531655585,0.287141245667,0.142044607251
8182,2026091304,0.283706586001,0.276332128169,8,0.155833393182,0.154584105103,5,0.300853373286,0.202764718119,0.38177975291,0.244773010918
8183,2026091304,0.320024942091,0.309529473814,6,0.320024942091,0.309529473814,6,0.379471537615,0.163777546696,0.458148829673,0.335040555937
8184,2026091304,0.242760493195,0.238101450073,10,0.124747660417,0.124104556493,6,0.254745804746,0.276465418389,0.206685826753,0.233507932363
8185,2026091304,0.18875055311,0.186540518077,8,0.14315589581,0.142185919306,6,0.0614968830862,0.257624138906,0.24817399175,0.18642620138
8186,2026091304,0.15846134488,0.157148211078,8,0.132829068398,0.132053349905,6,0.119464748114,0.099935134382,0.330251398813,0.125827228485
8187,2026091304,0.198090623518,0.195539637784,8,0.158744876728,0.15742472862,5,0.139799487217,0.258322123585,0.31034248618,0.196246659588
8188,2026091304,0.221307805851,0.217764203741,7,0.214030173492,0.210820804423,6,0.273463833493,0.294072471944,0.134256540941,0.258232998665
8189,2026091304,0.201867469601,0.19916937542,10,0.156077015896,0.154821897189,6,0.251939512159,0.153034954932,0.238097418878,0.228100341445
8190,2026091304,0.190804241008,0.188521981172,10,0.150279715932,0.149158537764,6,0.274442281144,0.126381204861,0.154748927622,0.26483957563
8191,2026091304,0.253392290606,0.248104806562,10,0.170873920566,0.169230063736,6,0.260496276025,0.27280547289,0.316052152121,0.29708057659
8192,2026091304,0.185148322726,0.183061312974,10,0.176916497913,0.175093521579,4,0.251336046785,0.236060132181,0.085517291106,0.20864105491
8193,2026091304,0.215676490241,0.212393402712,6,0.215676490241,0.212393402712,6,0.232995539976,0.0919118450357,0.175975250499,0.3716127271
8194,2026091304,0.245531427031,0.240713563233,10,0.166739424827,0.165211186021,6,0.326527899713,0.231035442928,0.232147308387,0.207795445391
8195,2026091304,0.20657145102,0.203682495653,7,0.197414581127,0.194889358517,6,0.26612693892,0.247837658631,0.224612720381,0.158316892634
8196,2026091304,0.154359773286,0.153145372491,10,0.128116294157,0.12741990817,5,0.140024229297,0.13047429951,0.238957810089,0.168507054404
8197,2026091304,0.266062809281,0.259957484301,10,0.218226851957,0.214827391448,6,0.322154458549,0.18848364017,0.277111345251,0.325148235409
8198,2026091304,0.284529058388,0.277091624235,10,0.248098824256,0.243130698593,6,0.387737153122,0.293324781038,0.203769170587,0.31304920856
8199,2026091304,0.258484293694,0.252877295759,10,0.195528665505,0.193074408558,6,0.281357060107,0.302025669336,0.28897676395,0.266501844915
8200,2026091304,0.247789439013,0.242839580007,10,0.211277167449,0.208188635829,6,0.2890694269,0.297238096383,0.278644806499,0.177264771772
8201,2026091304,0.297167992048,0.288718804342,10,0.215860907928,0.212569494241,6,0.337433312227,0.25206392353,0.327523890302,0.246573875032
8202,2026091304,0.19276180582,0.190409274174,10,0.192738921708,0.190387219645,6,0.173728018247,0.171708989991,0.19989030653,0.342126107439
8203,2026091304,0.218220671148,0.214821495881,8,0.171613578721,0.169948448905,5,0.192454973278,0.0924879544561,0.37934411922,0.272989550586
8204,2026091304,0.272600637336,0.266043070199,8,0.249394978174,0.244349848686,5,0.297255960056,0.220302867728,0.515051906877,0.137991010204
8205,2026091304,0.183347405673,0.18132017512,10,0.178161714984,0.176300299371,5,0.237575333779,0.174648124513,0.325487153192,0.154113901231
8206,2026091304,0.359921007981,0.345144453913,7,0.306744975328,0.297472990755,6,0.425808057236,0.411914661698,0.273504466135,0.351597260674
8207,2026091304,0.275223176657,0.26847828438,10,0.254705444683,0.249336726066,6,0.424158598582,0.289249081229,0.256457038293,0.22905294403
8208,2026091304,0.213653956229,0.210461279793,10,0.143929734801,0.142944030156,6,0.199004711843,0.284005132498,0.14361156583,0.288214552004
8209,2026091304,0.181762974202,0.179787395943,10,0.117367568295,0.116831602836,5,0.260675577479,0.0937148069613,0.357151825691,0.233688589423
8210,2026091304,0.208666457527,0.205689728094,10,0.190071850505,0.187815522805,6,0.233300232566,0.268854257024,0.160625239172,0.298995319095
8211,2026091304,0.21522950972,0.211966545414,10,0.181516922247,0.179549286722,4,0.161186716994,0.317736034548,0.270543989765,0.229422109873
8212,2026091304,0.217298187846,0.213941409435,10,0.135543227031,0.134719216773,5,0.209619939981,0.200538744989,0.163414679124,0.410997595645
8213,2026091304,0.264250511488,0.25826686314,10,0.203096574081,0.20034943377,6,0.256575855185,0.214617871209,0.405048261852,0.22099343396
8214,2026091304,0.275677052319,0.268899393073,10,0.26111647266,0.255339510388,6,0.353183022324,0.295639784459,0.273148648679,0.233003219172
8215,2026091304,0.23115145223,0.227120693401,10,0.190843559378,0.188559901865,5,0.170933702095,0.339355090711,0.221987460527,0.282629533476
8216,2026091304,0.208839265563,0.205855219038,10,0.152183507457,0.151019442539,6,0.183174272711,0.288392297689,0.246942335724,0.233363863277
8217,2026091304,0.25848713996,0.252879960014,10,0.184724645838,0.182651802374,6,0.365478227811,0.280206240929,0.15571583723,0.305509971341
8218,2026091304,0.220578775244,0.21706963453,10,0.137555987454,0.136694908677,6,0.197743966757,0.206672918422,0.376795790881,0.270379866778
8219,2026091304,0.211278834288,0.208190230422,10,0.18571602048,0.183609929283,6,0.153693714133,0.170257487776,0.383439547836,0.304214864383
8220,2026091304,0.351443085543,0.337654725079,10,0.279297465458,0.272254744236,4,0.296356903244,0.437565954663,0.463026059463,0.27953129728
8221,2026091304,0.175501532093,0.173721596435,10,0.116928330515,0.11639833828,4,0.189865266001,0.169710811518,0.238641782532,0.176898429933
8222,2026091304,0.152677985098,0.151502606572,8,0.139832175725,0.138927866611,6,0.282675822457,0.188372779032,0.0820628754528,0.175848767249
8223,2026091304,0.209699226707,0.206678592187,8,0.16405644375,0.162600285165,6,0.157247102186,0.322755447868,0.262009308134,0.145188232902
8224,2026091304,0.23814842971,0.233746103182,10,0.154120462276,0.152911665602,5,0.266045223738,0.339124011978,0.188941756727,0.17931220538
8225,2026091304,0.207443738269,0.204518445971,10,0.204099164022,0.201311586267,6,0.223122643619,0.175044652365,0.232998339278,0.224915690796
8226,2026091304,0.190789065887,0.188507345341,10,0.136277316657,0.135439911807,6,0.16348173999,0.271208372047,0.122584113046,0.237823276945
8227,2026091304,0.247123364453,0.242212683263,8,0.142601588272,0.14164277536,6,0.328730015532,0.0726146504148,0.273488940153,0.315889329376
8228,2026091304,0.158671825813,0.157353487273,10,0.0826723043955,0.0824844708211,5,0.232386351681,0.219913687093,0.0863683481155,0.143071560499
8229,2026091304,0.260785315643,0.255029918068,10,0.228183635171,0.224304077373,6,0.282616887713,0.323621168347,0.140622545903,0.300844813212
8230,2026091304,0.220663126636,0.217150009878,8,0.211523193291,0.208423986235,5,0.229303896788,0.191685455278,0.293096941475,0.226702779331
8231,2026091304,0.183549064653,0.181515197023,10,0.115663228748,0.115150193707,5,0.166370791349,0.218282447573,0.221961471954,0.141519161455
8232,2026091304,0.224950423651,0.221231318497,10,0.169996586338,0.168377728992,6,0.198652058412,0.268948774671,0.216121337329,0.225240506004
8233,2026091304,0.30518439631,0.296049848145,8,0.224704564373,0.220997479668,5,0.3295058514,0.254076535038,0.402026376093,0.355008179721
8234,2026091304,0.161857627198,0.160458840624,10,0.134511951829,0.133706518123,5,0.151355583549,0.259746392898,0.15337643212,0.112400090126
8235,2026091304,0.234165588384,0.229977384666,10,0.159556448717,0.158216086511,5,0.279537782881,0.221227568373,0.173274449408,0.354014016899
8236,2026091304,0.171510723983,0.169848563121,8,0.124221283142,0.12358625264,6,0.169173043916,0.161715016424,0.282792335543,0.156493719684
8237,2026091304,0.16896862764,0.167378741453,10,0.15810574277,0.156801371394,5,0.184851628062,0.227156449641,0.179913896793,0.228112840351
8238,2026091304,0.191401316759,0.189097771649,10,0.183274232637,0.181249406856,5,0.304759669491,0.189200391971,0.205759225279,0.116740412868
8239,2026091304,0.166363850296,0.164845840045,4,0.166363850296,0.164845840045,4,0.167694392812,0.0806316181971,0.264148391869,0.183084289994
8240,2026091304,0.190091904329,0.187834869165,8,0.159772171859,0.158426402418,6,0.297894029621,0.230961705521,0.194969520021,0.235932394848
8241,2026091304,0.198424644651,0.195860866375,8,0.1188038085,0.11824800026,5,0.194377113689,0.15418921038,0.285401370952,0.209568974542
8242,2026091304,0.207784617906,0.204845044583,8,0.165298344463,0.163809106725,6,0.225892870831,0.214129476104,0.180131811972,0.372276311227
8243,2026091304,0.216256131615,0.212946827713,8,0.160246567242,0.158888856196,5,0.209056584556,0.281255875166,0.196225230589,0.225495093967
8244,2026091304,0.189207193351,0.18698123087,10,0.129457641542,0.128739251377,6,0.222200199806,0.212892960102,0.11809663334,0.234501196345
8245,2026091304,0.191073104417,0.188781275882,10,0.146318246868,0.145282934762,6,0.252906259741,0.340237209379,0.0746610295248,0.359878910692
8246,2026091304,0.167531063364,0.165981116135,10,0.160937426454,0.159562200185,6,0.171623810096,0.200681648587,0.246056187633,0.0970559878582
8247,2026091304,0.228733289641,0.224826013051,10,0.178485530074,0.176614031785,4,0.256868282381,0.165693431075,0.176224089123,0.297579930047
8248,2026091304,0.18974156645,0.187496869657,10,0.167792598598,0.166235435098,6,0.250638616281,0.1985286572,0.261973569362,0.137453103413
8249,2026091304,0.29814348908,0.289612733305,8,0.232683000251,0.228572732119,4,0.281763050802,0.362051161396,0.2977665409,0.246342293679
8250,2026091304,0.18672737941,0.184587010895,8,0.136041436539,0.135208351273,6,0.154160020766,0.179252235295,0.226571288281,0.211377134743
8251,2026091304,0.243654034549,0.238944154999,8,0.183784007276,0.181742389118,5,0.302531237835,0.235834607941,0.325153525267,0.251703134116
8252,2026091304,0.234195400044,0.230005619406,10,0.204461743785,0.201659446588,6,0.233161289774,0.179039542019,0.3897719479,0.137310300296
8253,2026091304,0.26430241659,0.25831530543,10,0.163298201381,0.161861998972,5,0.439184736838,0.315231214928,0.184980435108,0.133448069843
8254,2026091304,0.288762764515,0.280995664136,10,0.250262332116,0.245165242639,6,0.371516318844,0.371554748603,0.155653282629,0.264463355518
8255,2026091304,0.253287025677,0.248006018741,10,0.123097058074,0.122479045125,6,0.33100767111,0.162456616011,0.233680272125,0.396999343893
8256,2026091304,0.271304627288,0.264838375639,8,0.185441048902,0.183344214305,5,0.332187951257,0.273999239409,0.303534567891,0.260232645898
8257,2026091304,0.24406266078,0.23932941336,10,0.222702702362,0.21909254816,5,0.264094658246,0.28726424243,0.158900396762,0.300548144039
8258,2026091304,0.0834891700368,0.083295723922,10,0.0452370833486,0.0452062509588,5,0.0563568583587,0.0967911541048,0.120487446679,0.0861956495871
8259,2026091304,0.184535987837,0.182469432039,8,0.135507438593,0.134684077699,6,0.190898253777,0.244688852714,0.162620893674,0.160177127873
8260,2026091304,0.244121727144,0.239385095701,8,0.170151802133,0.168528540312,6,0.321206843517,0.291761509455,0.139838182423,0.254856157205
8261,2026091304,0.222304472141,0.218713400544,10,0.106855951888,0.106451100178,6,0.220422485268,0.193061322832,0.333588840525,0.176549802336
8262,2026091304,0.147160245245,0.14610705996,10,0.113930276216,0.113439879794,6,0.209281780699,0.142002191452,0.203288321822,0.212882779145
8263,2026091304,0.383473072694,0.365719827456,8,0.293949400869,0.285765776294,6,0.619576919023,0.45261310668,0.240638019853,0.285777876642
8264,2026091304,0.222516028592,0.218914827753,10,0.209130426893,0.206134025289,4,0.201692176877,0.340204030997,0.153855875781,0.2314193338
8265,2026091304,0.178479380285,0.176608073817,10,0.131178597262,0.130431307777,6,0.229934857892,0.235944457292,0.0948742351691,0.15332596531
8266,2026091304,0.141092759136,0.140163902439,10,0.112742367148,0.112267099972,6,0.0929793432391,0.1165301644,0.240271178886,0.191793505183
8267,2026091304,0.298798317073,0.290212523415,10,0.214165990784,0.210950581542,6,0.280792911511,0.312835751688,0.275146103145,0.308321008025
8268,2026091304,0.210622307192,0.207562073526,10,0.179697170703,0.177787626579,6,0.261880388113,0.244820650519,0.201085180924,0.17210732729
8269,2026091304,0.176345182712,0.174539666269,10,0.0891000794698,0.0888650425205,5,0.0825630608325,0.189629669763,0.207298775175,0.244772871379
8270,2026091304,0.243978651827,0.239250214728,10,0.160154396053,0.158799010615,6,0.211430578288,0.268312186387,0.318194578548,0.254653119085
8271,2026091304,0.191956063856,0.189632625956,8,0.104191608115,0.103816207235,6,0.181747830208,0.18611415332,0.244046499216,0.23285244863
8272,2026091304,0.151175132105,0.150033915328,8,0.110720064856,0.110269835848,6,0.13493032443,0.198742741821,0.113533166386,0.191185999172
8273,2026091304,0.295898773965,0.287554960573,10,0.268332141688,0.262072208834,6,0.398347106636,0.316414430344,0.214972280075,0.325979516529
8274,2026091304,0.129874197717,0.129148881644,6,0.129874197717,0.129148881644,6,0.124837024188,0.111835188543,0.180413160912,0.183708730703
8275,2026091304,0.272593549643,0.266036484153,10,0.147183342894,0.146129664461,6,0.248704745832,0.35823846205,0.132809370999,0.316614923255
8276,2026091304,0.242915076573,0.238247264396,10,0.182780909022,0.18077224696,5,0.204896707618,0.232091652623,0.232958587183,0.290643638176
8277,2026091304,0.303146926874,0.294189834389,10,0.137566178792,0.136704909571,4,0.34315219715,0.160023054898,0.353218653416,0.3134798033
8278,2026091304,0.239865032102,0.235368262672,10,0.172179863591,0.170498325088,5,0.180720222851,0.386658046609,0.275328262005,0.203752239421
8279,2026091304,0.153909764711,0.152705887936,10,0.138686379843,0.137804007273,5,0.100079898769,0.153758887998,0.335704714878,0.218894630269
8280,2026091304,0.249863645436,0.244790482809,8,0.172004251752,0.170327813125,6,0.225704334363,0.252415835988,0.327508555139,0.233115883034
8281,2026091304,0.267121791264,0.260944630391,8,0.193451905366,0.191074266197,5,0.428543212881,0.216948369964,0.317037588869,0.274048420115
8282,2026091304,0.181020487202,0.179068812936,8,0.152123467868,0.150960771733,5,0.179171055959,0.310833231518,0.118704650258,0.120088304069
8283,2026091304,0.124969924857,0.12432339159,10,0.0835471510969,0.083353302421,6,0.106506594684,0.108347189493,0.217057463078,0.0635417216662
8284,2026091304,0.126760873248,0.126086264135,10,0.10846083814,0.108037527731,6,0.105774368381,0.12442908291,0.167954541945,0.123403988194
8285,2026091304,0.322455759929,0.311725741834,10,0.160277035857,0.158918555467,6,0.368456940251,0.235051163395,0.26865198402,0.414339641117
8286,2026091304,0.209735937615,0.206713734684,8,0.194401425288,0.191988953515,6,0.182867854943,0.185790602101,0.285327053442,0.290511572571
8287,2026091304,0.139409312376,0.138513140588,6,0.139409312376,0.138513140588,6,0.145965975746,0.19863519655,0.227437546534,0.102418241556
8288,2026091304,0.248208180318,0.243233587604,8,0.202211172089,0.199499421161,6,0.190206395112,0.267294691229,0.368653097315,0.210878455535
8289,2026091304,0.253545876916,0.248248933221,8,0.217830215079,0.214449027463,6,0.31018866813,0.26892927374,0.220702203848,0.290028033238
8290,2026091304,0.217522486184,0.214155431157,10,0.184420710027,0.182357990071,6,0.286199092062,0.225241550201,0.234455828909,0.247501456484
8291,2026091304,0.220253972117,0.216760114064,8,0.193635388165,0.191251043954,5,0.187346247774,0.276107247249,0.367085147553,0.265644889815
8292,2026091304,0.223580084556,0.219927653908,7,0.216445473152,0.213127576012,6,0.171724501315,0.309181821169,0.240115090827,0.26597579274
8293,2026091304,0.138342565206,0.137466705689,10,0.11158931619,0.11112843506,5,0.0949343236845,0.232500776537,0.137915182332,0.133825521631
8294,2026091304,0.152352727071,0.151184798555,10,0.112672513316,0.112198126031,6,0.189421720763,0.0698541945474,0.221294443571,0.213378552043
8295,2026091304,0.241589551272,0.236996584007,8,0.233391438457,0.229244048803,6,0.284179605686,0.249009429726,0.360131384445,0.178465621058
8296,2026091304,0.163570186761,0.162126846857,10,0.115556962873,0.115045335589,6,0.109189902003,0.236774988038,0.1760870427,0.319049214354
8297,2026091304,0.253102980645,0.247833285882,10,0.227159345352,0.223331098746,6,0.310448993239,0.26914509108,0.280117567312,0.13892641124
8298,2026091304,0.217632072634,0.214259989239,10,0.10621160374,0.105814010068,6,0.232079164002,0.255554209351,0.111681162709,0.332391817345
8299,2026091304,0.262698139296,0.256817456984,10,0.232748500552,0.228634809395,6,0.30127974247,0.391860602523,0.227872219652,0.183661410989
8300,2026091304,0.303173162774,0.294213799449,8,0.265167961067,0.259122914127,5,0.291085488162,0.238095348597,0.50945424879,0.459610659047
8301,2026091304,0.180498937432,0.178563939886,7,0.155907540582,0.154656479829,6,0.166616571642,0.283321917192,0.10980273628,0.202263931363
8302,2026091304,0.213013349122,0.209848965234,8,0.156272817065,0.155012999244,6,0.243183070463,0.346916410583,0.135525828317,0.176546500654
8303,2026091304,0.199220496726,0.196626068949,8,0.0958064936503,0.0955144336796,4,0.306980994128,0.10153205942,0.245078243012,0.157834551948
8304,2026091304,0.27037477384,0.263973528793,10,0.250286291964,0.245187762225,6,0.318984011119,0.314457036321,0.341401987826,0.224794143572
8305,2026091304,0.164498010838,0.163030146834,7,0.127473781311,0.12678777539,6,0.160298932705,0.265323763722,0.149028688661,0.156407093212
8306,2026091304,0.353090609547,0.339113600811,8,0.34053207244,0.327952324235,5,0.476983627132,0.489714405513,0.253583020808,0.285302352383
8307,2026091304,0.233971725684,0.229793767103,10,0.178327125859,0.176460564304,6,0.254604736462,0.249827565721,0.228373226747,0.280824284303
8308,2026091304,0.230281735721,0.226295677425,10,0.153867800049,0.152664901589,6,0.333102176719,0.234553937192,0.240491540223,0.303549114714
8309,2026091304,0.263824965863,0.257869658532,10,0.151703267044,0.150550120905,6,0.255245380168,0.250517793866,0.345519147783,0.17611690715
8310,2026091304,0.145096980585,0.144087234349,10,0.0942973785812,0.0940188718395,5,0.141293399197,0.273852966905,0.12573093343,0.110931093248
8311,2026091304,0.190104611909,0.187847128367,8,0.154977982907,0.153749025701,5,0.351554741811,0.106256097419,0.0764183066519,0.271776162011
8312,2026091304,0.150387198435,0.149263627282,8,0.100561200441,0.10022358913,6,0.161316931029,0.165876513742,0.149837611674,0.191499425353
8313,2026091304,0.269050257552,0.26274087722,10,0.140863705954,0.139939342012,6,0.356732680427,0.216000864958,0.372120985035,0.250025868358
8314,2026091304,0.201796719677,0.199101431078,7,0.193044392717,0.190681601027,6,0.185207779864,0.220024876101,0.335848566729,0.132397973176
8315,2026091304,0.267128325046,0.260950719264,10,0.242653662081,0.238000672898,6,0.26972500533,0.422875339648,0.230345727304,0.322065003417
8316,2026091304,0.21408942065,0.210877417609,10,0.199570406855,0.196962427763,5,0.122254214362,0.303377399726,0.26579881519,0.243545609006
8317,2026091304,0.171112640858,0.16946193799,8,0.156594804989,0.155327234415,6,0.13577265526,0.23454244851,0.123872205145,0.231339293097
8318,2026091304,0.194186883338,0.191782311021,10,0.11176515696,0.111302100884,5,0.265356413965,0.162449566731,0.138055161716,0.276908395404
