model,variant,trait,factor,coefficient
Llama,full_shrinkage,interdisciplinary,Llama_F5,-0.009011428791366008
Llama,full_shrinkage,interdisciplinary,Llama_F6,-0.009582729715791192
Llama,full_shrinkage,introspective,Llama_F1,-0.001239029063910522
Llama,full_shrinkage,introspective,Llama_F2,-0.0021077499316566896
Llama,full_shrinkage,introspective,Llama_F3,-0.013798598493847273
Llama,full_shrinkage,introspective,Llama_F4,0.03478574744500498
Llama,full_shrinkage,introspective,Llama_F5,0.054565648305013446
Llama,full_shrinkage,introspective,Llama_F6,0.0059448734345325036
Llama,full_shrinkage,introverted,Llama_F1,-0.009463590847797203
Llama,full_shrinkage,introverted,Llama_F2,-0.04894741913824342
Llama,full_shrinkage,introverted,Llama_F3,-0.025272348702833455
Llama,full_shrinkage,introverted,Llama_F4,0.06234268342221534
Llama,full_shrinkage,introverted,Llama_F5,0.023115578886766307
Llama,full_shrinkage,introverted,Llama_F6,0.01789506796117726
Llama,full_shrinkage,intuitive,Llama_F1,0.0012504385709985362
Llama,full_shrinkage,intuitive,Llama_F2,0.010360965837611851
Llama,full_shrinkage,intuitive,Llama_F3,0.009409252252352016
Llama,full_shrinkage,intuitive,Llama_F4,-0.018196663382415944
Llama,full_shrinkage,intuitive,Llama_F5,-0.0031683298356755965
Llama,full_shrinkage,intuitive,Llama_F6,0.010804765393455863
Llama,full_shrinkage,ironic,Llama_F1,-0.002317759248705922
Llama,full_shrinkage,ironic,Llama_F2,-0.0034569618702418527
Llama,full_shrinkage,ironic,Llama_F3,0.009254466283847193
Llama,full_shrinkage,ironic,Llama_F4,-0.00801530369803173
Llama,full_shrinkage,ironic,Llama_F5,0.007838007276970609
Llama,full_shrinkage,ironic,Llama_F6,-0.005076661403176783
Llama,full_shrinkage,irreverent,Llama_F1,0.0035115028804675154
Llama,full_shrinkage,irreverent,Llama_F2,0.016907893509687962
Llama,full_shrinkage,irreverent,Llama_F3,-0.002864560780984788
Llama,full_shrinkage,irreverent,Llama_F4,-0.05066074397010725
Llama,full_shrinkage,irreverent,Llama_F5,-0.005370549058160235
Llama,full_shrinkage,irreverent,Llama_F6,-0.032679269471610435
Llama,full_shrinkage,judgmental,Llama_F1,-0.034113243484878535
Llama,full_shrinkage,judgmental,Llama_F2,-0.0017599657212147427
Llama,full_shrinkage,judgmental,Llama_F3,0.021780715282493993
Llama,full_shrinkage,judgmental,Llama_F4,0.02437643418755699
Llama,full_shrinkage,judgmental,Llama_F5,0.01390309237256867
Llama,full_shrinkage,judgmental,Llama_F6,0.018548156370223296
Llama,full_shrinkage,libertarian,Llama_F1,-0.027635590925181096
Llama,full_shrinkage,libertarian,Llama_F2,-0.028020448211762417
Llama,full_shrinkage,libertarian,Llama_F3,0.05868979825885567
Llama,full_shrinkage,libertarian,Llama_F4,0.03426720329620063
Llama,full_shrinkage,libertarian,Llama_F5,-0.026260140889131034
Llama,full_shrinkage,libertarian,Llama_F6,0.03931644323409628
Llama,full_shrinkage,literal,Llama_F1,0.0032538704317623774
Llama,full_shrinkage,literal,Llama_F2,-0.009138376161199464
Llama,full_shrinkage,literal,Llama_F3,-0.018273210826593743
Llama,full_shrinkage,literal,Llama_F4,0.006503247776917543
Llama,full_shrinkage,literal,Llama_F5,0.015179431939074986
Llama,full_shrinkage,literal,Llama_F6,-0.03229618273977356
Llama,full_shrinkage,manic,Llama_F1,0.011304035248921374
Llama,full_shrinkage,manic,Llama_F2,0.004003520810933849
Llama,full_shrinkage,manic,Llama_F3,0.008140389473086172
Llama,full_shrinkage,manic,Llama_F4,-0.05695430174651595
Llama,full_shrinkage,manic,Llama_F5,-0.0373187929846169
Llama,full_shrinkage,manic,Llama_F6,-0.025081577895077947
Llama,full_shrinkage,manipulative,Llama_F1,-0.0259788303772038
Llama,full_shrinkage,manipulative,Llama_F2,-0.00580228763374334
Llama,full_shrinkage,manipulative,Llama_F3,0.0173442738508478
Llama,full_shrinkage,manipulative,Llama_F4,0.02639510515269288
Llama,full_shrinkage,manipulative,Llama_F5,0.02930330644640725
Llama,full_shrinkage,manipulative,Llama_F6,0.0018595215275091297
Llama,full_shrinkage,materialist,Llama_F1,0.0017438770672913982
Llama,full_shrinkage,materialist,Llama_F2,-0.013231859936970198
Llama,full_shrinkage,materialist,Llama_F3,-0.013560525667753353
Llama,full_shrinkage,materialist,Llama_F4,-0.003949687515579989
Llama,full_shrinkage,materialist,Llama_F5,-0.029119500535426453
Llama,full_shrinkage,materialist,Llama_F6,-0.007350367020366699
Llama,full_shrinkage,meditative,Llama_F1,0.024410215077517023
Llama,full_shrinkage,meditative,Llama_F2,-0.04471712363900324
Llama,full_shrinkage,meditative,Llama_F3,0.004987740936813655
Llama,full_shrinkage,meditative,Llama_F4,0.028600351509882195
Llama,full_shrinkage,meditative,Llama_F5,0.023613189046428045
Llama,full_shrinkage,meditative,Llama_F6,-0.009577061870091096
Llama,full_shrinkage,melancholic,Llama_F1,-0.0011756453923620926
Llama,full_shrinkage,melancholic,Llama_F2,-0.0020162402251264508
Llama,full_shrinkage,melancholic,Llama_F3,-0.009687096423603252
Llama,full_shrinkage,melancholic,Llama_F4,0.024353498526130536
Llama,full_shrinkage,melancholic,Llama_F5,0.005225307591748114
Llama,full_shrinkage,melancholic,Llama_F6,0.008292853897827458
Llama,full_shrinkage,melodramatic,Llama_F1,0.00019827068633112224
Llama,full_shrinkage,melodramatic,Llama_F2,-0.018314959220426513
Llama,full_shrinkage,melodramatic,Llama_F3,0.0048841884000447615
Llama,full_shrinkage,melodramatic,Llama_F4,-0.01834124369866458
Llama,full_shrinkage,melodramatic,Llama_F5,-0.015708808497085686
Llama,full_shrinkage,melodramatic,Llama_F6,-0.006391500580032526
Llama,full_shrinkage,mercurial,Llama_F1,0.0031773861619377192
Llama,full_shrinkage,mercurial,Llama_F2,-0.020252412181781653
Llama,full_shrinkage,mercurial,Llama_F3,-0.01885930548727792
Llama,full_shrinkage,mercurial,Llama_F4,-0.025106884142391362
Llama,full_shrinkage,mercurial,Llama_F5,-0.005631312833461318
Llama,full_shrinkage,mercurial,Llama_F6,-0.04316879002433833
Llama,full_shrinkage,metaphorical,Llama_F1,0.014196326696104815
Llama,full_shrinkage,metaphorical,Llama_F2,-0.013951648203633399
Llama,full_shrinkage,metaphorical,Llama_F3,-0.009164225808835531
Llama,full_shrinkage,metaphorical,Llama_F4,-0.020174647964060436
Llama,full_shrinkage,metaphorical,Llama_F5,-0.021189877893302442
Llama,full_shrinkage,metaphorical,Llama_F6,-0.019639343214387667
Llama,full_shrinkage,methodical,Llama_F1,0.0009957683212807582
Llama,full_shrinkage,methodical,Llama_F2,0.001921797345562412
Llama,full_shrinkage,methodical,Llama_F3,-0.013939116679988945
Llama,full_shrinkage,methodical,Llama_F4,0.004341057798182085
Llama,full_shrinkage,methodical,Llama_F5,-0.0015772632093951095
Llama,full_shrinkage,methodical,Llama_F6,0.005358645428837403
Llama,full_shrinkage,meticulous,Llama_F1,-0.0028685193457727177
Llama,full_shrinkage,meticulous,Llama_F2,-0.004517142140327426
Llama,full_shrinkage,meticulous,Llama_F3,-0.02269693476283185
Llama,full_shrinkage,meticulous,Llama_F4,0.0018167362425456355
Llama,full_shrinkage,meticulous,Llama_F5,0.008618585521971192
Llama,full_shrinkage,meticulous,Llama_F6,0.012488005554275202
Llama,full_shrinkage,militant,Llama_F1,-0.04031280101626878
Llama,full_shrinkage,militant,Llama_F2,-0.0004364662470218261
Llama,full_shrinkage,militant,Llama_F3,0.01426663508213981
Llama,full_shrinkage,militant,Llama_F4,-0.015309126135520799
Llama,full_shrinkage,militant,Llama_F5,-0.022675970708619965
Llama,full_shrinkage,militant,Llama_F6,0.02680233390685646
Llama,full_shrinkage,misanthropic,Llama_F1,-0.0073586644890914245
Llama,full_shrinkage,misanthropic,Llama_F2,-0.011584512530734548
Llama,full_shrinkage,misanthropic,Llama_F3,0.0038805485192811872
Llama,full_shrinkage,misanthropic,Llama_F4,-0.005321511819360269
Llama,full_shrinkage,misanthropic,Llama_F5,0.015312168382661926
Llama,full_shrinkage,misanthropic,Llama_F6,0.0018572382768159334
Llama,full_shrinkage,mischievous,Llama_F1,-0.003962278908671131
Llama,full_shrinkage,mischievous,Llama_F2,-0.004733916340577706
Llama,full_shrinkage,mischievous,Llama_F3,0.006101923471250868
Llama,full_shrinkage,mischievous,Llama_F4,-0.024066306462140908
Llama,full_shrinkage,mischievous,Llama_F5,-0.006631740696508902
Llama,full_shrinkage,mischievous,Llama_F6,-0.013135310568756265
Llama,full_shrinkage,moderate,Llama_F1,0.03890837662027566
Llama,full_shrinkage,moderate,Llama_F2,0.0005221571705486312
Llama,full_shrinkage,moderate,Llama_F3,-0.017416342146410815
Llama,full_shrinkage,moderate,Llama_F4,0.016927212401866763
Llama,full_shrinkage,moderate,Llama_F5,-0.0018441323484101229
Llama,full_shrinkage,moderate,Llama_F6,-0.02284890115118425
Llama,full_shrinkage,mystical,Llama_F1,0.02102384656722993
Llama,full_shrinkage,mystical,Llama_F2,-0.03398461138840504
Llama,full_shrinkage,mystical,Llama_F3,-0.0053012004686354445
Llama,full_shrinkage,mystical,Llama_F4,0.0001675231894182648
Llama,full_shrinkage,mystical,Llama_F5,0.0053486883964602005
Llama,full_shrinkage,mystical,Llama_F6,-0.020052723262659326
Llama,full_shrinkage,naive,Llama_F1,-0.005538515085608503
Llama,full_shrinkage,naive,Llama_F2,0.001417060446395627
Llama,full_shrinkage,naive,Llama_F3,0.0017102024597188757
Llama,full_shrinkage,naive,Llama_F4,-0.003785544953063047
Llama,full_shrinkage,naive,Llama_F5,-0.01265229882475224
Llama,full_shrinkage,naive,Llama_F6,0.027181275157572255
Llama,full_shrinkage,narrative,Llama_F1,-0.006027259803877449
Llama,full_shrinkage,narrative,Llama_F2,0.0027889026741693265
Llama,full_shrinkage,narrative,Llama_F3,0.0047288598306376
Llama,full_shrinkage,narrative,Llama_F4,0.019472412772067727
Llama,full_shrinkage,narrative,Llama_F5,0.024286368836606027
Llama,full_shrinkage,narrative,Llama_F6,0.018423152005654374
Llama,full_shrinkage,neurotic,Llama_F1,-0.00865499775051366
Llama,full_shrinkage,neurotic,Llama_F2,0.001260774116901162
Llama,full_shrinkage,neurotic,Llama_F3,-0.01624359946339787
Llama,full_shrinkage,neurotic,Llama_F4,0.0055459700736358464
Llama,full_shrinkage,neurotic,Llama_F5,0.004985199418553456
Llama,full_shrinkage,neurotic,Llama_F6,-0.013472426301047627
Llama,full_shrinkage,nihilistic,Llama_F1,0.0006340438201593628
Llama,full_shrinkage,nihilistic,Llama_F2,-0.005742415784678593
Llama,full_shrinkage,nihilistic,Llama_F3,0.004260060672167207
Llama,full_shrinkage,nihilistic,Llama_F4,-0.00872134929106165
Llama,full_shrinkage,nihilistic,Llama_F5,0.004576120177493201
Llama,full_shrinkage,nihilistic,Llama_F6,-0.0015649038620809052
Llama,full_shrinkage,nonchalant,Llama_F1,0.0014907296138574654
Llama,full_shrinkage,nonchalant,Llama_F2,0.002264283340451244
Llama,full_shrinkage,nonchalant,Llama_F3,0.0060990179420671985
Llama,full_shrinkage,nonchalant,Llama_F4,-0.0015728412488988602
Llama,full_shrinkage,nonchalant,Llama_F5,0.004597690323687626
Llama,full_shrinkage,nonchalant,Llama_F6,-0.00015521322826326026
Llama,full_shrinkage,nostalgic,Llama_F1,0.000164491214382677
Llama,full_shrinkage,nostalgic,Llama_F2,-0.037033783158945996
Llama,full_shrinkage,nostalgic,Llama_F3,-0.0054740117967722254
Llama,full_shrinkage,nostalgic,Llama_F4,0.08323837788685925
Llama,full_shrinkage,nostalgic,Llama_F5,0.025149748361110294
Llama,full_shrinkage,nostalgic,Llama_F6,0.00648323446870096
Llama,full_shrinkage,nurturing,Llama_F1,0.017581456745020492
Llama,full_shrinkage,nurturing,Llama_F2,-0.00748342678107147
Llama,full_shrinkage,nurturing,Llama_F3,0.02067312784929271
Llama,full_shrinkage,nurturing,Llama_F4,-0.014901446237536137
Llama,full_shrinkage,nurturing,Llama_F5,-0.008481466699469555
Llama,full_shrinkage,nurturing,Llama_F6,0.008389055812393062
Llama,full_shrinkage,obsessive,Llama_F1,-0.006660551233061523
Llama,full_shrinkage,obsessive,Llama_F2,-0.011587222586303748
Llama,full_shrinkage,obsessive,Llama_F3,-0.01685958375717341
Llama,full_shrinkage,obsessive,Llama_F4,-0.004697460452528431
Llama,full_shrinkage,obsessive,Llama_F5,-0.006596744192090582
Llama,full_shrinkage,obsessive,Llama_F6,-0.009936139991333881
Llama,full_shrinkage,open_ended,Llama_F1,0.017278769604353737
Llama,full_shrinkage,open_ended,Llama_F2,0.009814014556252096
Llama,full_shrinkage,open_ended,Llama_F3,0.002282020420943793
Llama,full_shrinkage,open_ended,Llama_F4,0.0059512486059242545
Llama,full_shrinkage,open_ended,Llama_F5,0.14052319757847564
Llama,full_shrinkage,open_ended,Llama_F6,-0.012040044992297869
Llama,full_shrinkage,optimistic,Llama_F1,0.04981167200331426
Llama,full_shrinkage,optimistic,Llama_F2,-0.003329006637691226
Llama,full_shrinkage,optimistic,Llama_F3,0.02740830092109592
Llama,full_shrinkage,optimistic,Llama_F4,-0.06122624251977252
Llama,full_shrinkage,optimistic,Llama_F5,-0.05018608659983203
Llama,full_shrinkage,optimistic,Llama_F6,-0.03015608695880789
Llama,full_shrinkage,pacifist,Llama_F1,0.00231541916911423
Llama,full_shrinkage,pacifist,Llama_F2,0.005830647812526449
Llama,full_shrinkage,pacifist,Llama_F3,-0.03000808315995527
Llama,full_shrinkage,pacifist,Llama_F4,-0.040987635298483184
Llama,full_shrinkage,pacifist,Llama_F5,-0.02797240986312089
Llama,full_shrinkage,pacifist,Llama_F6,-0.004491076824202782
Llama,full_shrinkage,paradoxical,Llama_F1,0.005174461289143883
Llama,full_shrinkage,paradoxical,Llama_F2,-0.028320848270255827
Llama,full_shrinkage,paradoxical,Llama_F3,-0.012237337504965883
Llama,full_shrinkage,paradoxical,Llama_F4,-0.006458847986456845
Llama,full_shrinkage,paradoxical,Llama_F5,-0.017660963374635106
Llama,full_shrinkage,paradoxical,Llama_F6,-0.014236379731678402
Llama,full_shrinkage,paranoid,Llama_F1,-0.024897254154055685
Llama,full_shrinkage,paranoid,Llama_F2,-0.009785103467041664
Llama,full_shrinkage,paranoid,Llama_F3,-0.0034227436655443265
Llama,full_shrinkage,paranoid,Llama_F4,0.005226545693622342
Llama,full_shrinkage,paranoid,Llama_F5,0.021582743089613905
Llama,full_shrinkage,paranoid,Llama_F6,0.014340839504081144
Llama,full_shrinkage,passionate,Llama_F1,0.0016615269018977609
Llama,full_shrinkage,passionate,Llama_F2,-0.0016648372627833426
Llama,full_shrinkage,passionate,Llama_F3,0.038468626749381916
Llama,full_shrinkage,passionate,Llama_F4,-0.060771074129904276
Llama,full_shrinkage,passionate,Llama_F5,-0.05009058787356873
Llama,full_shrinkage,passionate,Llama_F6,0.0029024235043147535
Llama,full_shrinkage,passive_aggressive,Llama_F1,-0.004878436533074378
Llama,full_shrinkage,passive_aggressive,Llama_F2,-0.01064418341545319
Llama,full_shrinkage,passive_aggressive,Llama_F3,-0.003274146290547965
Llama,full_shrinkage,passive_aggressive,Llama_F4,0.0076974297367699155
Llama,full_shrinkage,passive_aggressive,Llama_F5,0.015540784509291793
Llama,full_shrinkage,passive_aggressive,Llama_F6,-0.018529995889069957
Llama,full_shrinkage,patient,Llama_F1,0.008933834117832192
Llama,full_shrinkage,patient,Llama_F2,0.0029364771506484757
Llama,full_shrinkage,patient,Llama_F3,0.012188483675209695
Llama,full_shrinkage,patient,Llama_F4,-0.012686227336868793
Llama,full_shrinkage,patient,Llama_F5,-0.016508633455627527
Llama,full_shrinkage,patient,Llama_F6,0.02680234876461351
Llama,full_shrinkage,pedantic,Llama_F1,-0.007590835032910358
Llama,full_shrinkage,pedantic,Llama_F2,0.01676722257834233
Llama,full_shrinkage,pedantic,Llama_F3,-0.0043807719205263135
Llama,full_shrinkage,pedantic,Llama_F4,0.02470724054953718
Llama,full_shrinkage,pedantic,Llama_F5,0.06233198281727778
Llama,full_shrinkage,pedantic,Llama_F6,0.014576161644338692
Llama,full_shrinkage,pensive,Llama_F1,-0.012684375528491058
Llama,full_shrinkage,pensive,Llama_F2,-0.01692015581897359
Llama,full_shrinkage,pensive,Llama_F3,0.006637501960723847
Llama,full_shrinkage,pensive,Llama_F4,0.01352126268680366
Llama,full_shrinkage,pensive,Llama_F5,0.03367803801214746
Llama,full_shrinkage,pensive,Llama_F6,0.04994392194316905
Llama,full_shrinkage,perfectionist,Llama_F1,-0.004722882299784545
Llama,full_shrinkage,perfectionist,Llama_F2,0.0021923527943056237
Llama,full_shrinkage,perfectionist,Llama_F3,-0.025107433663543063
Llama,full_shrinkage,perfectionist,Llama_F4,-0.010065439276617164
Llama,full_shrinkage,perfectionist,Llama_F5,0.008004650256452828
Llama,full_shrinkage,perfectionist,Llama_F6,0.019264232141480844
Llama,full_shrinkage,pessimistic,Llama_F1,-0.05314490490171268
Llama,full_shrinkage,pessimistic,Llama_F2,0.00991753450016309
Llama,full_shrinkage,pessimistic,Llama_F3,-0.018239874268010735
Llama,full_shrinkage,pessimistic,Llama_F4,0.04765247184481573
Llama,full_shrinkage,pessimistic,Llama_F5,0.04774608787659282
Llama,full_shrinkage,pessimistic,Llama_F6,0.029576980128096612
Llama,full_shrinkage,petty,Llama_F1,-0.008777638877340068
Llama,full_shrinkage,petty,Llama_F2,-0.004410823209367818
Llama,full_shrinkage,petty,Llama_F3,0.009125558999973868
Llama,full_shrinkage,petty,Llama_F4,0.0016260364214183412
Llama,full_shrinkage,petty,Llama_F5,0.021353360191362653
Llama,full_shrinkage,petty,Llama_F6,-0.00803289777127275
Llama,full_shrinkage,philosophical,Llama_F1,-0.014704573141972635
Llama,full_shrinkage,philosophical,Llama_F2,-0.03622203550383299
Llama,full_shrinkage,philosophical,Llama_F3,0.011698459934600135
Llama,full_shrinkage,philosophical,Llama_F4,0.0015794279895733297
Llama,full_shrinkage,philosophical,Llama_F5,0.04158527646993837
Llama,full_shrinkage,philosophical,Llama_F6,0.039040606309665514
Llama,full_shrinkage,playful,Llama_F1,0.01309338570885637
Llama,full_shrinkage,playful,Llama_F2,-0.0017770327971871607
Llama,full_shrinkage,playful,Llama_F3,0.005517867398058774
Llama,full_shrinkage,playful,Llama_F4,-0.05402340836244505
Llama,full_shrinkage,playful,Llama_F5,-0.013783806014762541
Llama,full_shrinkage,playful,Llama_F6,-0.035190011769370054
Llama,full_shrinkage,pluralist,Llama_F1,0.03406476007067831
Llama,full_shrinkage,pluralist,Llama_F2,0.03176852952055424
Llama,full_shrinkage,pluralist,Llama_F3,0.002882787235771346
Llama,full_shrinkage,pluralist,Llama_F4,-0.06371872016376137
Llama,full_shrinkage,pluralist,Llama_F5,0.027494553227011533
Llama,full_shrinkage,pluralist,Llama_F6,-0.008679258211955547
Llama,full_shrinkage,poetic,Llama_F1,0.013609685375399404
Llama,full_shrinkage,poetic,Llama_F2,-0.019098816797392705
Llama,full_shrinkage,poetic,Llama_F3,-0.002940775017304947
Llama,full_shrinkage,poetic,Llama_F4,-0.017895862208970856
Llama,full_shrinkage,poetic,Llama_F5,-0.022590708475529048
Llama,full_shrinkage,poetic,Llama_F6,-0.017611702235474994
Llama,full_shrinkage,practical,Llama_F1,0.019270681553391667
Llama,full_shrinkage,practical,Llama_F2,0.01442077842627576
Llama,full_shrinkage,practical,Llama_F3,0.003702435533794162
Llama,full_shrinkage,practical,Llama_F4,-0.011922835490301221
Llama,full_shrinkage,practical,Llama_F5,-0.025821090244936864
Llama,full_shrinkage,practical,Llama_F6,-0.029178727758772973
Llama,full_shrinkage,prescriptive,Llama_F1,0.0007143537388120969
Llama,full_shrinkage,prescriptive,Llama_F2,0.0040523678260312255
Llama,full_shrinkage,prescriptive,Llama_F3,-0.023545510102123055
Llama,full_shrinkage,prescriptive,Llama_F4,-0.008474920748650961
Llama,full_shrinkage,prescriptive,Llama_F5,-0.062267227696628
Llama,full_shrinkage,prescriptive,Llama_F6,-0.0072988068061450116
Llama,full_shrinkage,principled,Llama_F1,-0.0020115922450324787
Llama,full_shrinkage,principled,Llama_F2,-0.06612077929686203
Llama,full_shrinkage,principled,Llama_F3,0.060136188229779175
Llama,full_shrinkage,principled,Llama_F4,0.08020040871081882
Llama,full_shrinkage,principled,Llama_F5,0.004266891769632976
Llama,full_shrinkage,principled,Llama_F6,0.05747006643883028
Llama,full_shrinkage,proactive,Llama_F1,-0.004726941083147685
Llama,full_shrinkage,proactive,Llama_F2,0.020422866458130108
Llama,full_shrinkage,proactive,Llama_F3,0.009223162444329988
Llama,full_shrinkage,proactive,Llama_F4,-0.03341209811722814
Llama,full_shrinkage,proactive,Llama_F5,-0.023559997003874615
Llama,full_shrinkage,proactive,Llama_F6,0.03857175193022928
Llama,full_shrinkage,problem_solving,Llama_F1,0.00817627124493192
Llama,full_shrinkage,problem_solving,Llama_F2,0.02059360184155989
Llama,full_shrinkage,problem_solving,Llama_F3,0.008473411265254605
Llama,full_shrinkage,problem_solving,Llama_F4,-0.04307745903335318
Llama,full_shrinkage,problem_solving,Llama_F5,-0.02372111717862084
Llama,full_shrinkage,problem_solving,Llama_F6,0.011758776002743134
Llama,full_shrinkage,progressive,Llama_F1,-0.03713953992393676
Llama,full_shrinkage,progressive,Llama_F2,-0.040120721479812355
Llama,full_shrinkage,progressive,Llama_F3,0.013508389439225338
Llama,full_shrinkage,progressive,Llama_F4,0.11723179809832134
Llama,full_shrinkage,progressive,Llama_F5,0.07755950016090161
Llama,full_shrinkage,progressive,Llama_F6,0.02833590326624323
Llama,full_shrinkage,provocative,Llama_F1,-0.021894718946759716
Llama,full_shrinkage,provocative,Llama_F2,0.010406508000496077
Llama,full_shrinkage,provocative,Llama_F3,-0.012937666537030837
Llama,full_shrinkage,provocative,Llama_F4,-0.04198334560645598
Llama,full_shrinkage,provocative,Llama_F5,0.039299170845400085
Llama,full_shrinkage,provocative,Llama_F6,0.00689141465732639
Llama,full_shrinkage,qualitative,Llama_F1,-0.008995563439450533
Llama,full_shrinkage,qualitative,Llama_F2,-0.02359564603974526
Llama,full_shrinkage,qualitative,Llama_F3,0.043919221021931104
Llama,full_shrinkage,qualitative,Llama_F4,0.03252910135124203
Llama,full_shrinkage,qualitative,Llama_F5,0.040230137435445866
Llama,full_shrinkage,qualitative,Llama_F6,0.045648655455608034
Llama,full_shrinkage,quantitative,Llama_F1,-0.007753651683381095
Llama,full_shrinkage,quantitative,Llama_F2,0.02596904451933419
Llama,full_shrinkage,quantitative,Llama_F3,-0.009080839830112517
Llama,full_shrinkage,quantitative,Llama_F4,-0.01769966301489693
Llama,full_shrinkage,quantitative,Llama_F5,0.010770440117370642
Llama,full_shrinkage,quantitative,Llama_F6,4.821615339341089e-05
Llama,full_shrinkage,radical,Llama_F1,0.04036299724574182
Llama,full_shrinkage,radical,Llama_F2,0.020909936683126767
Llama,full_shrinkage,radical,Llama_F3,-0.012903428140155233
Llama,full_shrinkage,radical,Llama_F4,-0.03617571715990384
Llama,full_shrinkage,radical,Llama_F5,0.03008589339457974
Llama,full_shrinkage,radical,Llama_F6,-0.012001305051624542
Llama,full_shrinkage,rationalist,Llama_F1,-0.009542249489140512
Llama,full_shrinkage,rationalist,Llama_F2,0.02186886418524042
Llama,full_shrinkage,rationalist,Llama_F3,-0.05197771935805576
Llama,full_shrinkage,rationalist,Llama_F4,-0.012902518445488361
Llama,full_shrinkage,rationalist,Llama_F5,-0.006175100933882246
Llama,full_shrinkage,rationalist,Llama_F6,-0.003538890482718019
Llama,full_shrinkage,reactive,Llama_F1,0.004326042780104839
Llama,full_shrinkage,reactive,Llama_F2,-0.0030893099009765713
Llama,full_shrinkage,reactive,Llama_F3,0.008183364538057129
Llama,full_shrinkage,reactive,Llama_F4,-2.291469293797753e-05
Llama,full_shrinkage,reactive,Llama_F5,0.0035791223642999454
Llama,full_shrinkage,reactive,Llama_F6,-0.02405552668439264
Llama,full_shrinkage,rebellious,Llama_F1,0.0013287378787963397
Llama,full_shrinkage,rebellious,Llama_F2,0.021266797866784964
Llama,full_shrinkage,rebellious,Llama_F3,0.006681800053109395
Llama,full_shrinkage,rebellious,Llama_F4,-0.07515308890245086
Llama,full_shrinkage,rebellious,Llama_F5,-0.014327667563435863
Llama,full_shrinkage,rebellious,Llama_F6,0.001915167922360788
Llama,full_shrinkage,reductionist,Llama_F1,-0.025715833724284605
Llama,full_shrinkage,reductionist,Llama_F2,0.013293421123752775
Llama,full_shrinkage,reductionist,Llama_F3,0.0016531302884107923
Llama,full_shrinkage,reductionist,Llama_F4,0.02316500149825564
Llama,full_shrinkage,reductionist,Llama_F5,0.02048916935781984
Llama,full_shrinkage,reductionist,Llama_F6,0.00215355069620748
Llama,full_shrinkage,regulatory,Llama_F1,-0.0014263693177980598
Llama,full_shrinkage,regulatory,Llama_F2,-0.00725044261484467
Llama,full_shrinkage,regulatory,Llama_F3,0.010078116561788655
Llama,full_shrinkage,regulatory,Llama_F4,0.006966994619251537
Llama,full_shrinkage,regulatory,Llama_F5,0.024784445614531202
Llama,full_shrinkage,regulatory,Llama_F6,0.005328344497043047
Llama,full_shrinkage,relativist,Llama_F1,-0.009631948644613206
Llama,full_shrinkage,relativist,Llama_F2,0.006607294751354054
Llama,full_shrinkage,relativist,Llama_F3,0.008739626055886286
Llama,full_shrinkage,relativist,Llama_F4,0.012514092766733211
Llama,full_shrinkage,relativist,Llama_F5,0.0637459388105918
Llama,full_shrinkage,relativist,Llama_F6,0.015102682603431016
Llama,full_shrinkage,reserved,Llama_F1,0.004957028313437014
Llama,full_shrinkage,reserved,Llama_F2,-0.0060164798379859575
Llama,full_shrinkage,reserved,Llama_F3,-0.043427657091272255
Llama,full_shrinkage,reserved,Llama_F4,0.0262431105810568
Llama,full_shrinkage,reserved,Llama_F5,0.0015366995637065201
Llama,full_shrinkage,reserved,Llama_F6,-0.00994664794717368
Llama,full_shrinkage,resilient,Llama_F1,0.011637085665280263
Llama,full_shrinkage,resilient,Llama_F2,-0.003990309325282185
Llama,full_shrinkage,resilient,Llama_F3,0.010319491072487271
Llama,full_shrinkage,resilient,Llama_F4,-0.01325584370563198
Llama,full_shrinkage,resilient,Llama_F5,-0.015154832835338678
Llama,full_shrinkage,resilient,Llama_F6,0.006364419205808881
Llama,full_shrinkage,reverent,Llama_F1,0.01817548300884808
Llama,full_shrinkage,reverent,Llama_F2,-0.0903064746096198
Llama,full_shrinkage,reverent,Llama_F3,-0.01358896786795535
Llama,full_shrinkage,reverent,Llama_F4,0.11277725183857078
Llama,full_shrinkage,reverent,Llama_F5,0.01677485257204577
Llama,full_shrinkage,reverent,Llama_F6,-0.005542602303371093
Llama,full_shrinkage,rhetorical,Llama_F1,-0.005907202491776476
Llama,full_shrinkage,rhetorical,Llama_F2,-0.03053424448637212
Llama,full_shrinkage,rhetorical,Llama_F3,0.016489955433205944
Llama,full_shrinkage,rhetorical,Llama_F4,-0.011774721459545211
Llama,full_shrinkage,rhetorical,Llama_F5,-0.020636483515450967
Llama,full_shrinkage,rhetorical,Llama_F6,0.012228367338753729
Llama,full_shrinkage,risk_taking,Llama_F1,-0.0010830499564116007
Llama,full_shrinkage,risk_taking,Llama_F2,0.017158169663970244
Llama,full_shrinkage,risk_taking,Llama_F3,-0.008333925420307297
Llama,full_shrinkage,risk_taking,Llama_F4,-0.09356188820099967
Llama,full_shrinkage,risk_taking,Llama_F5,-0.018466965949134363
Llama,full_shrinkage,risk_taking,Llama_F6,-0.020034963191657082
Llama,full_shrinkage,ritualistic,Llama_F1,0.003894695898573104
Llama,full_shrinkage,ritualistic,Llama_F2,-0.04264009198571501
Llama,full_shrinkage,ritualistic,Llama_F3,-0.03603968054658127
