model,construction,domain,sensitivity_type,omitted,omitted_polarity,direction_cosine_to_full,role_score_pearson_to_full,role_score_spearman_to_full
llama,human_anchored_strict,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.8406744413522973,0.7926048869302731,0.788137676350942
llama,human_anchored_strict,agreeableness,leave_one_trait_out,cynical,negative,0.9986408214351152,0.9996976439273352,0.9993064250887166
llama,human_anchored_strict,agreeableness,leave_one_trait_out,paranoid,negative,0.9978869293919133,0.9997443509581012,0.9995545425694585
llama,human_anchored_strict,agreeableness,leave_one_trait_out,manipulative,negative,0.9977462026510378,0.9989334065348009,0.9970520181183463
llama,human_anchored_strict,agreeableness,leave_one_trait_out,altruistic,positive,0.9926591919667913,0.9989331436336664,0.9973405268168836
llama,human_anchored_strict,agreeableness,leave_one_trait_out,agreeable,positive,0.9966067137611163,0.9987823401371508,0.9966105998095843
llama,human_anchored_strict,agreeableness,leave_one_trait_out,bitter,negative,0.9988331709371787,0.9997189274009151,0.9993918236634836
llama,human_anchored_strict,agreeableness,leave_one_trait_out,forgiving,positive,0.9953136542025016,0.9992683050560848,0.9986549724474192
llama,human_anchored_strict,agreeableness,leave_one_trait_out,judgmental,negative,0.9988725810151099,0.9994984798404656,0.9989677158766338
llama,human_anchored_strict,agreeableness,leave_one_trait_out,patient,positive,0.9926201464194979,0.9975204042205735,0.9936228037275324
llama,human_anchored_strict,agreeableness,leave_one_trait_out,vindictive,negative,0.996745636866396,0.9995439687177311,0.9987594125962898
llama,human_anchored_strict,agreeableness,leave_one_trait_out,grandiose,negative,0.9965104644663899,0.9958914419550741,0.9929563486339114
llama,human_anchored_strict,agreeableness,leave_one_trait_out,callous,negative,0.9982783333186871,0.9994903302405892,0.9988188453881884
llama,human_anchored_strict,agreeableness,leave_one_trait_out,empathetic,positive,0.9920316332126082,0.9955380202474488,0.9900210611349932
llama,human_anchored_strict,agreeableness,leave_one_facet_out,A1,mixed,0.9937074745549791,0.9992241385739612,0.9992925766711866
llama,human_anchored_strict,agreeableness,leave_one_facet_out,A2,mixed,0.9977462026510378,0.9989334065348009,0.9970520181183463
llama,human_anchored_strict,agreeableness,leave_one_facet_out,A3,mixed,0.9926591919667913,0.9989331436336664,0.9973405268168836
llama,human_anchored_strict,agreeableness,leave_one_facet_out,A4,mixed,0.9286714513661808,0.9739296472266068,0.9473413923429792
llama,human_anchored_strict,agreeableness,leave_one_facet_out,A5,mixed,0.9965104644663899,0.9958914419550741,0.9929563486339114
llama,human_anchored_strict,agreeableness,leave_one_facet_out,A6,mixed,0.9870212389689424,0.9934503016099674,0.9857390150313032
llama,human_anchored_strict,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.9430792492419166,0.9590448001134656,0.8960901301174231
llama,human_anchored_strict,neuroticism,leave_one_trait_out,anxious,positive,0.9971519935706581,0.9987204628494586,0.9970399007530077
llama,human_anchored_strict,neuroticism,leave_one_trait_out,neurotic,positive,0.9979364987002886,0.9989650207398028,0.9985032168719887
llama,human_anchored_strict,neuroticism,leave_one_trait_out,pessimistic,positive,0.9956095631233737,0.9992041776659294,0.9984062779492802
llama,human_anchored_strict,neuroticism,leave_one_trait_out,melancholic,positive,0.9945654652740599,0.9963542895599115,0.99331756152448
llama,human_anchored_strict,neuroticism,leave_one_trait_out,temperamental,positive,0.994381323719376,0.9991430896302385,0.998117769250743
llama,human_anchored_strict,neuroticism,leave_one_trait_out,calm,negative,0.9961977805801931,0.9978555420995472,0.9943873517786562
llama,human_anchored_strict,neuroticism,leave_one_trait_out,resilient,negative,0.9919627608725191,0.9985768309074409,0.9962736216496928
llama,human_anchored_strict,neuroticism,leave_one_trait_out,serene,negative,0.9925647061353265,0.9955828671883286,0.9865860765702086
llama,human_anchored_strict,neuroticism,leave_one_trait_out,stoic,negative,0.9898979097389977,0.99588908517213,0.9898294913591645
llama,human_anchored_strict,neuroticism,leave_one_facet_out,N1,mixed,0.9736992094503284,0.9852142992599863,0.9768090937941779
llama,human_anchored_strict,neuroticism,leave_one_facet_out,N3,mixed,0.9896074118323533,0.9938806939553213,0.9851458411471107
llama,human_anchored_strict,neuroticism,leave_one_facet_out,N6,mixed,0.9522167197267555,0.9683593146056206,0.951961570641355
llama,human_anchored_strict,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.9522167197267555,0.9683593146056206,0.951961570641355
llama,human_anchored_extended,openness,leave_one_trait_out,creative,positive,0.9989696690990376,0.9983758613747541,0.9978431089697355
llama,human_anchored_extended,openness,leave_one_trait_out,introspective,positive,0.9981292929002706,0.9990180421777011,0.9986849773520672
llama,human_anchored_extended,openness,leave_one_trait_out,artistic,positive,0.9984503646289831,0.9979912192451436,0.9980768010155507
llama,human_anchored_extended,openness,leave_one_trait_out,detached,negative,0.8814114246829681,0.8689605346300089,0.8635786618966562
llama,human_anchored_extended,openness,leave_one_trait_out,emotional,positive,0.9985333033797815,0.9979685611085787,0.9974484290701366
llama,human_anchored_extended,openness,leave_one_trait_out,passionate,positive,0.9984470387241238,0.9980438114387954,0.9978413779175443
llama,human_anchored_extended,openness,leave_one_trait_out,zealous,positive,0.9979677635655937,0.9969727687375238,0.9964871180866104
llama,human_anchored_extended,openness,leave_one_trait_out,adaptable,positive,0.9975440327770553,0.9973884854241014,0.9972603213986901
llama,human_anchored_extended,openness,leave_one_trait_out,curious,positive,0.9985249020007525,0.9974362299529504,0.9974882432705348
llama,human_anchored_extended,openness,leave_one_trait_out,innovative,positive,0.9981221101747074,0.9989235556971159,0.9985915005337411
llama,human_anchored_extended,openness,leave_one_trait_out,intuitive,positive,0.9984488948561328,0.9992679549938452,0.999186982487522
llama,human_anchored_extended,openness,leave_one_trait_out,secular,positive,0.9972290100106079,0.9974518595943764,0.9973797639998846
llama,human_anchored_extended,openness,leave_one_trait_out,traditional,negative,0.8921755976559319,0.9147329816318123,0.9166659934797035
llama,human_anchored_extended,openness,leave_one_facet_out,O1,mixed,0.9960605631033934,0.995305844785641,0.9938409163036266
llama,human_anchored_extended,openness,leave_one_facet_out,O2,mixed,0.9984503646289831,0.9979912192451436,0.9980768010155507
llama,human_anchored_extended,openness,leave_one_facet_out,O3,mixed,0.835033896240921,0.7720210081469998,0.7351847898214132
llama,human_anchored_extended,openness,leave_one_facet_out,O4,mixed,0.9975440327770553,0.9973884854241014,0.9972603213986901
llama,human_anchored_extended,openness,leave_one_facet_out,O5,mixed,0.9948914257036707,0.992634305454107,0.9921617956781397
llama,human_anchored_extended,openness,leave_one_facet_out,O6,mixed,0.8918416536936233,0.922196247541279,0.925659963647904
llama,human_anchored_extended,openness,positive_only_vs_bipolar,all_negative_traits,negative,0.9157667419588414,0.8964381581060551,0.9040812440495082
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,confident,positive,0.9942200197937573,0.9994506879760505,0.999194483713684
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,disorganized,negative,0.9837972164622728,0.9959999982641,0.9983439600703962
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,methodical,positive,0.9981879914866821,0.999708019650448,0.9997034130579037
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,meticulous,positive,0.9990812627570961,0.9996312326035725,0.9994281757594992
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,perfectionist,positive,0.9988022755794954,0.999640511048645,0.99939643980266
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,proactive,positive,0.9965352460463841,0.999437754360207,0.9993860534895126
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,conscientious,positive,0.9980877953782629,0.999716865531525,0.9996584057009319
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,cautious,positive,0.9939083585897894,0.9992600462601616,0.998915784310897
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,impulsive,negative,0.9785797523940475,0.9937467157225722,0.9946983641556794
llama,human_anchored_extended,conscientiousness,leave_one_trait_out,spontaneous,negative,0.9768236800682961,0.985748346012722,0.9868099593202735
llama,human_anchored_extended,conscientiousness,leave_one_facet_out,C1,mixed,0.9942200197937573,0.9994506879760505,0.999194483713684
llama,human_anchored_extended,conscientiousness,leave_one_facet_out,C2,mixed,0.9765154674588579,0.994921488830578,0.9968090937941778
llama,human_anchored_extended,conscientiousness,leave_one_facet_out,C4,mixed,0.9934255516995856,0.9994472781634005,0.9993889385764981
llama,human_anchored_extended,conscientiousness,leave_one_facet_out,C5,mixed,0.9980877953782629,0.999716865531525,0.9996584057009319
llama,human_anchored_extended,conscientiousness,leave_one_facet_out,C6,mixed,0.9360198667720709,0.9839035466839798,0.9864804823865438
llama,human_anchored_extended,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.9240826625542418,0.9548417706415399,0.9347566429127839
llama,human_anchored_extended,extraversion,leave_one_trait_out,avoidant,negative,0.9752682872259858,0.940882602257305,0.9425550330342461
llama,human_anchored_extended,extraversion,leave_one_trait_out,extroverted,positive,0.9976283696706738,0.9962367760820175,0.9937705201811834
llama,human_anchored_extended,extraversion,leave_one_trait_out,gregarious,positive,0.9963707380065635,0.9918801236709526,0.9877049133031361
llama,human_anchored_extended,extraversion,leave_one_trait_out,reserved,negative,0.9289615057907962,0.7076162270847669,0.5712489541559679
llama,human_anchored_extended,extraversion,leave_one_trait_out,assertive,positive,0.9955265883682041,0.9957347710196227,0.9944467845705549
llama,human_anchored_extended,extraversion,leave_one_trait_out,dominant,positive,0.9942261659424412,0.9876085253465303,0.985628804708462
llama,human_anchored_extended,extraversion,leave_one_trait_out,submissive,negative,0.9636950159529162,0.9222462313912675,0.91169037246473
llama,human_anchored_extended,extraversion,leave_one_trait_out,adventurous,positive,0.9974701101594732,0.9970465470495374,0.99511439369897
llama,human_anchored_extended,extraversion,leave_one_trait_out,risk_taking,positive,0.9965551333725002,0.9942296779618077,0.9903903522691211
llama,human_anchored_extended,extraversion,leave_one_trait_out,goofy,positive,0.9961831340481999,0.9849201744555467,0.9875000721271747
llama,human_anchored_extended,extraversion,leave_one_trait_out,optimistic,positive,0.9946636392023587,0.9834498291634317,0.9765684775395979
llama,human_anchored_extended,extraversion,leave_one_trait_out,playful,positive,0.9967907502961753,0.9894660730071579,0.9879184097400536
llama,human_anchored_extended,extraversion,leave_one_facet_out,E1,mixed,0.9752682872259858,0.940882602257305,0.9425550330342461
llama,human_anchored_extended,extraversion,leave_one_facet_out,E2,mixed,0.9019122083548492,0.6917973062668191,0.5909292865179886
llama,human_anchored_extended,extraversion,leave_one_facet_out,E3,mixed,0.9240310104616152,0.8691493174897179,0.8764288393295058
llama,human_anchored_extended,extraversion,leave_one_facet_out,E5,mixed,0.9860858954993048,0.9767259168051621,0.9636698306453939
llama,human_anchored_extended,extraversion,leave_one_facet_out,E6,mixed,0.9852046123493501,0.9696753388295608,0.9758806728022849
llama,human_anchored_extended,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.8309234822828857,0.7696370815151174,0.8294671244338019
llama,human_anchored_extended,agreeableness,leave_one_trait_out,cynical,negative,0.9992847271582797,0.9998576229550238,0.9996566746487408
llama,human_anchored_extended,agreeableness,leave_one_trait_out,naive,positive,0.9933118363937565,0.9945452055492183,0.9943054153082717
llama,human_anchored_extended,agreeableness,leave_one_trait_out,paranoid,negative,0.9988621253612622,0.9998293185826129,0.999642249213814
llama,human_anchored_extended,agreeableness,leave_one_trait_out,manipulative,negative,0.9988907243066454,0.9993685821131915,0.9983278035832781
llama,human_anchored_extended,agreeableness,leave_one_trait_out,altruistic,positive,0.9951485288436862,0.9986883584081877,0.9969821990133002
llama,human_anchored_extended,agreeableness,leave_one_trait_out,acerbic,negative,0.9995359394701349,0.9999326503209145,0.9998978679207178
llama,human_anchored_extended,agreeableness,leave_one_trait_out,agreeable,positive,0.9977187537292336,0.9983970217697772,0.9962557341103834
llama,human_anchored_extended,agreeableness,leave_one_trait_out,bitter,negative,0.9995052524735537,0.9997850101181263,0.9995239606474134
llama,human_anchored_extended,agreeableness,leave_one_trait_out,competitive,negative,0.9989292158818329,0.9997965779882478,0.9997391881365224
llama,human_anchored_extended,agreeableness,leave_one_trait_out,forgiving,positive,0.9970215803684574,0.9996760846803276,0.9990283027033267
llama,human_anchored_extended,agreeableness,leave_one_trait_out,hostile,negative,0.9994301836472723,0.9995928583410423,0.9993041170191281
llama,human_anchored_extended,agreeableness,leave_one_trait_out,judgmental,negative,0.9994987184118159,0.9996775577085446,0.9992521854533913
llama,human_anchored_extended,agreeableness,leave_one_trait_out,patient,positive,0.9941859958613892,0.9967366126459526,0.9939153515478492
llama,human_anchored_extended,agreeableness,leave_one_trait_out,vindictive,negative,0.9984940908251314,0.9998021725101834,0.9993289287672023
llama,human_anchored_extended,agreeableness,leave_one_trait_out,bombastic,negative,0.9983534660567095,0.9980519200835815,0.9969989325178155
llama,human_anchored_extended,agreeableness,leave_one_trait_out,deferential,positive,0.9938031223531776,0.9993978203292414,0.9983335737572488
llama,human_anchored_extended,agreeableness,leave_one_trait_out,grandiose,negative,0.9985234567836687,0.9980179721573239,0.9969493090216671
llama,human_anchored_extended,agreeableness,leave_one_trait_out,callous,negative,0.9993748126105415,0.9997735233199416,0.9993635498110268
llama,human_anchored_extended,agreeableness,leave_one_trait_out,cruel,negative,0.9995857285814211,0.9998908573744903,0.9997478433974786
llama,human_anchored_extended,agreeableness,leave_one_trait_out,empathetic,positive,0.9947737913334245,0.9971387066171309,0.9919367588932807
llama,human_anchored_extended,agreeableness,leave_one_facet_out,A1,mixed,0.9883763139768145,0.9934300650949197,0.9943538847696258
llama,human_anchored_extended,agreeableness,leave_one_facet_out,A2,mixed,0.9988907243066454,0.9993685821131915,0.9983278035832781
llama,human_anchored_extended,agreeableness,leave_one_facet_out,A3,mixed,0.9951485288436862,0.9986883584081877,0.9969821990133002
llama,human_anchored_extended,agreeableness,leave_one_facet_out,A4,mixed,0.9319585563845405,0.9353694548554785,0.9109904503620785
llama,human_anchored_extended,agreeableness,leave_one_facet_out,A5,mixed,0.9854624607577185,0.9902224409227679,0.9821384264735582
llama,human_anchored_extended,agreeableness,leave_one_facet_out,A6,mixed,0.9893645214595715,0.9950018840043229,0.9879611090274372
llama,human_anchored_extended,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.9149722878082209,0.9222225288193164,0.8297723666368542
llama,human_anchored_extended,neuroticism,leave_one_trait_out,anxious,positive,0.9968645483652592,0.9982840418797715,0.9978206052912496
llama,human_anchored_extended,neuroticism,leave_one_trait_out,chill,negative,0.9932735902295405,0.9962572451043809,0.9952021003433253
llama,human_anchored_extended,neuroticism,leave_one_trait_out,neurotic,positive,0.9977245241052872,0.9984527078346855,0.998296644643836
llama,human_anchored_extended,neuroticism,leave_one_trait_out,nonchalant,negative,0.9937609031758634,0.9983583606235857,0.9985689968552551
llama,human_anchored_extended,neuroticism,leave_one_trait_out,pessimistic,positive,0.9951690162889564,0.9989209586104916,0.9985141802025331
llama,human_anchored_extended,neuroticism,leave_one_trait_out,melancholic,positive,0.9942530972427284,0.9961157019387732,0.9950930440552783
llama,human_anchored_extended,neuroticism,leave_one_trait_out,mercurial,positive,0.9952855655922801,0.9985877083539854,0.995974149620611
llama,human_anchored_extended,neuroticism,leave_one_trait_out,temperamental,positive,0.9959100934957842,0.9992424760824133,0.9986157352644182
llama,human_anchored_extended,neuroticism,leave_one_trait_out,calm,negative,0.9977379538136019,0.9995488662118486,0.9986047719338739
llama,human_anchored_extended,neuroticism,leave_one_trait_out,resilient,negative,0.9938228273166541,0.9991196017145814,0.9989071290499408
llama,human_anchored_extended,neuroticism,leave_one_trait_out,serene,negative,0.9954559752520059,0.9960227110536052,0.9941098064106633
llama,human_anchored_extended,neuroticism,leave_one_trait_out,stoic,negative,0.9920250694672129,0.9950843793086924,0.9908686996912958
llama,human_anchored_extended,neuroticism,leave_one_facet_out,N1,mixed,0.9621778281399858,0.9926691630806834,0.9890557110296875
llama,human_anchored_extended,neuroticism,leave_one_facet_out,N3,mixed,0.9735683600241388,0.9821121600604144,0.9594916476731775
llama,human_anchored_extended,neuroticism,leave_one_facet_out,N6,mixed,0.8101051661442744,0.7633183935202178,0.7630783878133927
llama,human_anchored_extended,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.9553566885045008,0.9846057819662523,0.9805285479357203
llama,external_taxonomy_expanded,openness,leave_one_trait_out,abstract,positive,0.9996087907672908,0.9998080220929394,0.9996457113181962
llama,external_taxonomy_expanded,openness,leave_one_trait_out,adventurous,positive,0.9996076475020828,0.9997814167381484,0.9997178384928307
llama,external_taxonomy_expanded,openness,leave_one_trait_out,artistic,positive,0.9996679303699493,0.9995561623234958,0.9993260436802169
llama,external_taxonomy_expanded,openness,leave_one_trait_out,closure_seeking,negative,0.993817389644278,0.9976539751004582,0.9968039006376044
llama,external_taxonomy_expanded,openness,leave_one_trait_out,conceptual,positive,0.999577297649898,0.999802784708985,0.9996399411442256
llama,external_taxonomy_expanded,openness,leave_one_trait_out,convergent,negative,0.9948194316057986,0.9988878684896608,0.9989071290499408
llama,external_taxonomy_expanded,openness,leave_one_trait_out,creative,positive,0.9998220685760218,0.9999030629917312,0.9998268947808776
llama,external_taxonomy_expanded,openness,leave_one_trait_out,curious,positive,0.9996290412307678,0.999381051017189,0.9994587576815442
llama,external_taxonomy_expanded,openness,leave_one_trait_out,dispassionate,negative,0.9916676983893288,0.9835033763331599,0.9801477164536512
llama,external_taxonomy_expanded,openness,leave_one_trait_out,divergent,positive,0.999582061712347,0.9996942746346718,0.9996226306223135
llama,external_taxonomy_expanded,openness,leave_one_trait_out,dogmatic,negative,0.9936994122356191,0.9890807696018042,0.9914647586624737
llama,external_taxonomy_expanded,openness,leave_one_trait_out,eclectic,positive,0.9997426251913697,0.9998844647717913,0.9997790023369205
llama,external_taxonomy_expanded,openness,leave_one_trait_out,emotional,positive,0.9994810463244518,0.9992396660622063,0.9988176913533942
llama,external_taxonomy_expanded,openness,leave_one_trait_out,exploratory,positive,0.999580145396976,0.9994518270516723,0.9994501024205881
llama,external_taxonomy_expanded,openness,leave_one_trait_out,fundamentalist,negative,0.9955774030452554,0.9932283920791333,0.9939303540001733
llama,external_taxonomy_expanded,openness,leave_one_trait_out,iconoclastic,positive,0.9995030889455014,0.9992784551953523,0.9990254176163411
llama,external_taxonomy_expanded,openness,leave_one_trait_out,innovative,positive,0.9996355029657937,0.999834194982141,0.9997957358414357
llama,external_taxonomy_expanded,openness,leave_one_trait_out,inquisitive,positive,0.999366722259416,0.9997106908418386,0.9996180144831366
llama,external_taxonomy_expanded,openness,leave_one_trait_out,interdisciplinary,positive,0.999622162994132,0.999680878650741,0.9994997259167365
llama,external_taxonomy_expanded,openness,leave_one_trait_out,literal,negative,0.9946057212370117,0.9962910296345586,0.998087764346095
llama,external_taxonomy_expanded,openness,leave_one_trait_out,metaphorical,positive,0.9997036476997173,0.9995652024416595,0.9993295057845993
llama,external_taxonomy_expanded,openness,leave_one_trait_out,open_ended,positive,0.9994629028803705,0.9997275265799906,0.9995608897608264
llama,external_taxonomy_expanded,openness,leave_one_trait_out,philosophical,positive,0.9997974776993158,0.999813892271477,0.9996405181616226
llama,external_taxonomy_expanded,openness,leave_one_trait_out,pluralist,positive,0.9994183675822668,0.9993914457706456,0.9993295057845993
llama,external_taxonomy_expanded,openness,leave_one_trait_out,poetic,positive,0.9996617058582322,0.999392123521624,0.9991546695132858
llama,external_taxonomy_expanded,openness,leave_one_trait_out,rebellious,positive,0.9996241488918871,0.9996870284348017,0.9995706990565767
llama,external_taxonomy_expanded,openness,leave_one_trait_out,romantic,positive,0.9995919162408954,0.9989335115625498,0.9987409480395832
llama,external_taxonomy_expanded,openness,leave_one_trait_out,structuralist,positive,0.9994134528891726,0.9983009504453977,0.9983410749834107
llama,external_taxonomy_expanded,openness,leave_one_trait_out,systems_thinker,positive,0.9996137368464499,0.9993357040481455,0.9994212515507344
llama,external_taxonomy_expanded,openness,leave_one_trait_out,theoretical,positive,0.9996133674007499,0.999754521732361,0.9995049190733101
llama,external_taxonomy_expanded,openness,leave_one_trait_out,traditional,negative,0.9920709568586522,0.9939078984488536,0.9937393612417413
llama,external_taxonomy_expanded,openness,leave_one_trait_out,whimsical,positive,0.9995843454676927,0.9989576749178181,0.998807305040247
llama,external_taxonomy_expanded,openness,leave_one_facet_out,O1,mixed,0.983282290651894,0.9866251603483466,0.9854868584287818
llama,external_taxonomy_expanded,openness,leave_one_facet_out,O2,mixed,0.9988539889802667,0.9978538519606167,0.997265514555264
llama,external_taxonomy_expanded,openness,leave_one_facet_out,O3,mixed,0.9883031865732541,0.9784253432322798,0.973510285335103
llama,external_taxonomy_expanded,openness,leave_one_facet_out,O4,mixed,0.9900357390170145,0.9973256275680696,0.9967294653933816
llama,external_taxonomy_expanded,openness,leave_one_facet_out,O5,mixed,0.9831307409136193,0.9639549135551664,0.9679714953405846
llama,external_taxonomy_expanded,openness,leave_one_facet_out,O6,mixed,0.9590154432908937,0.9582364345101514,0.9580341017281672
llama,external_taxonomy_expanded,openness,positive_only_vs_bipolar,all_negative_traits,negative,0.921627264796345,0.8993914249223164,0.91293095986844
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,cautious,positive,0.9971981352150875,0.9996662773689053,0.9994829924122213
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,circumspect,positive,0.9972034946385481,0.9996556387978778,0.9995170364386486
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,conscientious,positive,0.9985369680888645,0.9998134803049942,0.9998488214419665
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,disorganized,negative,0.9922903208244898,0.9982602589418862,0.9993064250887166
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,impatient,negative,0.9906674712168845,0.997399234396194,0.9980687227719917
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,impulsive,negative,0.9944373818652427,0.9980117314164328,0.9985857303597704
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,methodical,positive,0.9986009429347639,0.9998261665208386,0.9998217016243041
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,meticulous,positive,0.9991616974136721,0.9996125042305518,0.9995447332737083
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,perfectionist,positive,0.9990341815031397,0.9996168570812504,0.9995060731081044
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,principled,positive,0.9975297710097296,0.9997018753917923,0.9994599117163383
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,proactive,positive,0.9983562888124552,0.9997599541546578,0.99965090447477
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,problem_solving,positive,0.9976106331598714,0.9995989966777552,0.9993866305069098
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,regulatory,positive,0.9965651613478481,0.999422735837571,0.9990900435648135
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,risk_taking,negative,0.9900333155058234,0.9973479642490943,0.9973976515391939
llama,external_taxonomy_expanded,conscientiousness,leave_one_trait_out,spontaneous,negative,0.9916873115435691,0.9946863919704317,0.9957514209053404
llama,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C1,mixed,0.9976106331598714,0.9995989966777552,0.9993866305069098
llama,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C2,mixed,0.9833906849759773,0.9961232177567505,0.9976659646288336
llama,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C3,mixed,0.9901112528714027,0.9991437528929025,0.9984155102276333
llama,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C4,mixed,0.9966064261178529,0.9995042037782,0.9995014569689277
llama,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C5,mixed,0.9906674712168845,0.997399234396194,0.9980687227719917
llama,external_taxonomy_expanded,conscientiousness,leave_one_facet_out,C6,mixed,0.9447549731216516,0.9781762918582545,0.97961339834396
llama,external_taxonomy_expanded,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.9302037283988931,0.968388827265911,0.962601194426012
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,animated,positive,0.9993090756231013,0.9992388202009995,0.9989042439629554
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,assertive,positive,0.9978930781847284,0.9981570153460533,0.9978356077435736
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,avoidant,negative,0.9781304720204493,0.9515516236910903,0.9644597674619889
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,charismatic,positive,0.9986695225886193,0.9955704401120009,0.9962730446322956
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,confident,positive,0.9974397971416148,0.9982906198718381,0.9981748939730534
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,dominant,positive,0.9972204876085491,0.995976887676524,0.9962257292057357
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,effusive,positive,0.9984684644731474,0.9969939038603153,0.9969146879778426
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,entertaining,positive,0.9986491751024966,0.9962070478105589,0.9957594991488993
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,extroverted,positive,0.9989148456994158,0.9984017358951689,0.997690776376908
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,gregarious,positive,0.9983203848656321,0.9965077354669536,0.9956314012867489
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,introverted,negative,0.9658928053054592,0.8427581677804492,0.8536655030149161
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,optimistic,positive,0.9971495371823058,0.9929659212481905,0.9904359366434898
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,playful,positive,0.9981692907703532,0.9939668015759393,0.9936072242578114
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,reserved,negative,0.9730193387371788,0.889443209150363,0.8308225382995298
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,submissive,negative,0.974241875957897,0.9513192901702503,0.9559077926199474
llama,external_taxonomy_expanded,extraversion,leave_one_trait_out,witty,positive,0.9985552080039539,0.9980184726136284,0.9975251723839476
llama,external_taxonomy_expanded,extraversion,leave_one_facet_out,E1,mixed,0.9699965337809413,0.9277442992346554,0.9475468105363378
llama,external_taxonomy_expanded,extraversion,leave_one_facet_out,E2,mixed,0.8341625348947831,0.35646176095755217,0.3329730821384265
llama,external_taxonomy_expanded,extraversion,leave_one_facet_out,E3,mixed,0.9384746331844154,0.9286567120597939,0.9421713164651916
llama,external_taxonomy_expanded,extraversion,leave_one_facet_out,E4,mixed,0.9970611166307067,0.9976491893645567,0.9970052797091833
llama,external_taxonomy_expanded,extraversion,leave_one_facet_out,E6,mixed,0.9824551642243163,0.9703838766672312,0.9697446698017944
llama,external_taxonomy_expanded,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.9301797162434542,0.8762021867585137,0.8525985978477251
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,accommodating,positive,0.9989644293932237,0.9996494118199376,0.9991615937220508
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,acerbic,negative,0.9998478530888386,0.9999806131472112,0.9999492224690575
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,agreeable,positive,0.9998092505865352,0.9999516194485711,0.999829779867863
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,altruistic,positive,0.9992755115693397,0.9999141573058715,0.9997680390063762
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,arrogant,negative,0.9997689962510844,0.999929230102495,0.9998222786417011
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,benevolent,positive,0.999738094861807,0.9999793271544644,0.9999036380946885
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,bitter,negative,0.9998316808727522,0.9999524278412122,0.9998586307377167
