trait,pearson_qwen_llama,pearson_qwen_gemma,pearson_llama_gemma,pearson_mean,pearson_min,pearson_max,spearman_mean,spearman_min,standardized_rmse_mean,standardized_rmse_max,raw_rmse_mean,standardized_consistency_alpha,all_three_sign_consistent,category,max_leave_one_persona_score_change,most_influential_persona
serious,0.9182374803260129,0.9239790228528927,0.954044739981483,0.9320870810534628,0.9182374803260129,0.954044739981483,0.8968035159593395,0.8712426069646,0.3651593734606362,0.40364638341158754,0.08852026419937882,0.9762888305309692,True,all_three_strong,0.006062323976643524,adolescent
skeptical,0.8115570494139202,0.7181679362666257,0.8300767131091998,0.7866005662632486,0.7181679362666257,0.8300767131091998,0.777815412134676,0.7230547301001126,0.6480350755835577,0.749409393943328,0.1192787882438698,0.9170684984398303,True,all_three_strong,0.018594768587963828,fool
socratic,0.8486653530848267,0.5638220237081926,0.5527854951927107,0.6550909573285767,0.5527854951927107,0.8486653530848267,0.648120558168162,0.5009416923920256,0.8084914699564109,0.9440214724722669,0.07990798228053243,0.8507004835926046,True,all_three_strong,0.06145240655303069,interviewer
solemn,0.9127070311662635,0.9279640720743682,0.9458784746760911,0.9288498593055742,0.9127070311662635,0.9458784746760911,0.8609811219141591,0.824870026831309,0.37478534910758815,0.4170744294635175,0.1331190619765032,0.9751023033557195,True,all_three_strong,0.008078860295689827,toddler
specialized,0.8600473666042406,0.9029516246727426,0.9337129170774541,0.8989039694514792,0.8600473666042406,0.9337129170774541,0.8651721916082437,0.8071867516805632,0.4437683488466231,0.52809793547952,0.22227445445416083,0.9638659862448736,True,all_three_strong,0.008667703393387849,toddler
speculative,0.6197820665753606,0.9345356860145383,0.7140286373973137,0.7561154633290709,0.6197820665753606,0.9345356860145383,0.796812363559428,0.6925535904907533,0.6621725235584645,0.8704427870430552,0.06979689740564878,0.902921131141653,True,all_three_strong,0.03729975555225207,caveman
spiritual,0.9257041578778114,0.9741420268228159,0.9462175171943215,0.9486879006316496,0.9257041578778114,0.9741420268228159,0.9325962897781368,0.8981056518854044,0.3130486986338961,0.38477441553087305,0.12230714912882483,0.982290147054456,True,all_three_strong,0.009473229086198853,infant
spontaneous,0.9298836509354775,0.968937809468928,0.9406500313156209,0.9464904972400089,0.9298836509354775,0.968937809468928,0.9486023676947193,0.9343094544300511,0.3221635684208066,0.3737950789469272,0.11981410889106729,0.9815036798160476,True,all_three_strong,0.003755606169041803,procrastinator
stoic,0.8888550954796504,0.926296348480969,0.9397470229326201,0.9182994889644132,0.8888550954796504,0.9397470229326201,0.8921100564515353,0.8425354144427455,0.40012133805453814,0.4706181918098466,0.1799115081929319,0.9711977224587307,True,all_three_strong,0.006865566747659146,adolescent
strategic,0.8914387804638073,0.9154556168347624,0.9341313698896158,0.9136752557293951,0.8914387804638073,0.9341313698896158,0.9117190309954512,0.9041216352673033,0.4126224957768254,0.4651160101848827,0.10578091252366505,0.9694679722514968,True,all_three_strong,0.009980812204173128,toddler
stream_of_consciousness,0.9267819482219266,0.9584368765467853,0.9164495881944869,0.933889470987733,0.9164495881944869,0.9584368765467853,0.9357952742275181,0.9187051729609648,0.3592668702560055,0.4080357634478144,0.30562001379077536,0.976947132136089,True,all_three_strong,0.004797319781188025,caveman
structuralist,0.8921265066600921,0.9584990266494801,0.8984914957531464,0.9163723430209062,0.8921265066600921,0.9584990266494801,0.9254732023503842,0.9041147110585385,0.400323612717918,0.4636404341543112,0.055224837664440585,0.9704782229788782,True,all_three_strong,0.003991339861505905,toddler
submissive,0.6718613445546633,0.7334341378555694,0.7081780882704546,0.7044911902268959,0.6718613445546633,0.7334341378555694,0.6561095563697913,0.6345789215544849,0.766680220710304,0.8086351760478765,0.09780500471434929,0.8773304395371136,True,all_three_strong,0.020584578771350392,infant
subversive,0.8793935198784557,0.9561244271800994,0.9132265579166722,0.9162481683250757,0.8793935198784557,0.9561244271800994,0.9190600386601657,0.8817645192002539,0.40058704964787245,0.4902405758460235,0.1359817434908464,0.970431795236151,True,all_three_strong,0.005738821610772105,caveman
supportive,0.6404470792573095,0.8779138611798388,0.7914752560064177,0.7699453988145221,0.6404470792573095,0.8779138611798388,0.7878551301655078,0.6671457834453709,0.6614383242919681,0.8464578614158574,0.0796561516680811,0.9094234282039876,True,all_three_strong,0.02482943846258462,toddler
sycophantic,0.902197497041973,0.9148371052119489,0.9387922541499812,0.9186089521346344,0.902197497041973,0.9387922541499812,0.9261565832876529,0.9193087331583047,0.40088820226731653,0.4414676828324471,0.13874949937000333,0.9713130783000863,True,all_three_strong,0.007925059533916312,narcissist
systems_thinker,0.5082801067442462,0.7565596875104661,0.7244954676884802,0.6631117539810641,0.5082801067442462,0.7565596875104661,0.612739197753479,0.5148028043045498,0.8091093651203858,0.9898806199907562,0.12100423846089707,0.8551780407747387,True,all_three_strong,0.03240107586263852,infant
tactful,0.8542315260657394,0.9551706873979794,0.9007320806692476,0.903378098044322,0.8542315260657394,0.9551706873979794,0.8908094592385294,0.8262121692969043,0.4275357767783388,0.5389590091209492,0.1493609504922785,0.9655752423062874,True,all_three_strong,0.01775904462371558,infant
technical,0.8589794735542371,0.92147930643077,0.9341504727507481,0.9048697509119185,0.8589794735542371,0.9341504727507481,0.875300193300828,0.8108000346210438,0.42930514164155636,0.5301089030216616,0.22087549879440782,0.9661426801216513,True,all_three_strong,0.007711104768098331,toddler
temperamental,0.919708021284675,0.9729272133116215,0.9462762840620442,0.9463038395527802,0.919708021284675,0.9729272133116215,0.9530946404700767,0.9356429416346903,0.3198212649933115,0.4000000197090819,0.06999989358176777,0.9814367635005992,True,all_three_strong,0.006627986215790971,infant
theatrical,0.8963785901648482,0.9685770513965172,0.9062378021090071,0.9237311478901242,0.8963785901648482,0.9685770513965172,0.9076949116682534,0.8751461296558091,0.37896608921035724,0.4544108376975149,0.07184939113313676,0.9732151494251913,True,all_three_strong,0.00870328327304326,fool
theoretical,0.9074604304511131,0.9187901083046651,0.9544876282944175,0.9269127223500652,0.9074604304511131,0.9544876282944175,0.9219341623149938,0.9006947289460777,0.3776197741120355,0.42942534164451596,0.2072665353913369,0.9743897168673485,True,all_three_strong,0.0041101442664051024,philosopher
traditional,0.7600069222850142,0.8928762331235315,0.8097187888902919,0.8208673147662792,0.7600069222850142,0.8928762331235315,0.7685800563553657,0.7118980987276766,0.5897835848199363,0.6915495291216733,0.08178880119204407,0.9321912643188475,True,all_three_strong,0.015174159491265216,provocateur
transparent,0.9403254085361057,0.9602662078067776,0.9588471943619418,0.9531462702349417,0.9403254085361057,0.9602662078067776,0.9559201023244185,0.9466645509362107,0.30419840260433845,0.3448408124032884,0.15785138768730256,0.9838785225118861,True,all_three_strong,0.0020210287302594443,widow
understated,0.5324685584397779,0.9035690119033142,0.5656149855592764,0.6672175186341228,0.5324685584397779,0.9035690119033142,0.6783122241135571,0.558537260898416,0.7779900597562092,0.9652267373288784,0.23509083769006,0.8574462445717492,True,all_three_strong,0.022293228335629245,infant
universalist,0.8356241347221788,0.895109345011214,0.7928505490276175,0.8411946762536702,0.7928505490276175,0.895109345011214,0.8097117798101613,0.7508906263523846,0.557333295309101,0.6424891909465463,0.06549805077322522,0.9407970645283512,True,all_three_strong,0.017055291581825394,proofreader
urgent,0.766405752266537,0.9020090591530135,0.7552583440920313,0.8078910518371939,0.7552583440920313,0.9020090591530135,0.7870178779223527,0.7231810969100718,0.607506132811396,0.6983576250748916,0.06394972789028992,0.9265577404582169,True,all_three_strong,0.018989956275260567,infant
utilitarian,0.8709600280845495,0.9412927714332147,0.8954109909065464,0.9025545968081036,0.8709600280845495,0.9412927714332147,0.9087264264350904,0.8906223132627449,0.4352176828512379,0.507091186383553,0.09190090066068017,0.9652614581230348,True,all_three_strong,0.009530559531393368,anarchist
verbose,0.6743847337294153,0.3723374435378796,0.46492633105057735,0.5038828361059574,0.3723374435378796,0.6743847337294153,0.47566486829577914,0.3147399094082687,0.9854968651966699,1.1183739510252326,0.46689237621433416,0.7529008635019244,True,weak_or_mixed,0.02904756696890956,caveman
vindictive,0.5532565839835487,0.24161036315772966,0.09352302704428374,0.29612999139518736,0.09352302704428374,0.5532565839835487,0.29813334872046393,0.08692593981708549,1.1722894131740027,1.3440094442034691,0.3229285232095858,0.5579427881046741,True,pairwise_only,0.010471857809156226,pacifist
visceral,0.8837604287554037,0.9703995715541499,0.8900963382910337,0.9147521128668624,0.8837604287554037,0.9703995715541499,0.9359872286816113,0.9154923400940538,0.39737861979101946,0.48128345472209183,0.09815531218557448,0.9698717936669516,True,all_three_strong,0.0031990723410874056,criminal
whimsical,0.8561133995540955,0.9555577375194493,0.9214893739152873,0.911053503662944,0.8561133995540955,0.9555577375194493,0.9292649760056934,0.8886391044689997,0.40953306278361556,0.5354687226053134,0.10428939161304296,0.9684822382332914,True,all_three_strong,0.008023100192701804,procrastinator
witty,0.8724903630192139,0.9471469743222904,0.8903945223525772,0.9033439532313605,0.8724903630192139,0.9471469743222904,0.9079407210794073,0.8840321975707568,0.43198532257357525,0.5040753228905048,0.1013131598041559,0.9655622391979963,True,all_three_strong,0.013887489643428452,procrastinator
wry,0.9356480951852627,0.9465293954383457,0.9506361590726984,0.9442712165654356,0.9356480951852627,0.9506361590726984,0.94306838617851,0.9296304203571738,0.3327205367807373,0.3581002593915239,0.08131964107476654,0.9807069535155971,True,all_three_strong,0.007843024013569067,infant
zealous,0.9228644327269727,0.9595367121077434,0.9460340744688831,0.9428117397678664,0.9228644327269727,0.9595367121077434,0.9549457122798919,0.9429554831078157,0.33464969577389053,0.39205885859428097,0.11786788351322164,0.9801816624248793,True,all_three_strong,0.008513186539991446,zealot
