review_id,trait,canonical_definition,evidence_item_ids,exact_sapa_item_wording,evidence_scale_names,item_scoring_direction_metadata,single_or_multi_item,response_anchors,reverse_keying_metadata,sapa_scale_metadata
SAPA-C3-049,spiritual,"Incorporates transcendent dimensions, meaning beyond material existence, and sacred elements.",q_345;q_660,q_345: Believe in one true religion. | q_660: Don't consider myself religious.,MPQ:MPQ:TR;IPIPneo:O6:LI,mixed_or_reverse_wording_review_required,multi_item,q_345: 1=Very Inaccurate;6=Very Accurate | q_660: 1=Very Inaccurate;6=Very Accurate,q_345: NEO_O;NEOo6 | q_660: MPQtr,"[{""scale_id"":""MPQ:MPQ:TR"",""instrument"":""MPQ"",""scale_name"":""MPQ:TR"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:O6:LI"",""instrument"":""IPIPneo"",""scale_name"":""O6:LI"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-050,nonchalant,Maintains casual indifference and relaxed unconcern about outcomes.,q_248;q_4261,q_248: Am relaxed most of the time. | q_4261: Am more easy-going about right and wrong than most people.,IPIP100:B5:ES;MPQ:MPQ:SR;IPIPneo:N1:ANX;EPQr:EPQ:P,same_direction,multi_item,q_248: 1=Very Inaccurate;6=Very Accurate | q_4261: 1=Very Inaccurate;6=Very Accurate,q_248: NEO_N;MPQsr;NEOn1 | q_4261: none documented,"[{""scale_id"":""IPIP100:B5:ES"",""instrument"":""IPIP100"",""scale_name"":""B5:ES"",""item_count"":20,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:SR"",""instrument"":""MPQ"",""scale_name"":""MPQ:SR"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:N1:ANX"",""instrument"":""IPIPneo"",""scale_name"":""N1:ANX"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""EPQr:EPQ:P"",""instrument"":""EPQr"",""scale_name"":""EPQ:P"",""item_count"":32,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-051,theatrical,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",q_2951;q_1555,q_2951: Have a colorful and dramatic way of talking about things.  | q_1555: Put on a show to impress people.,PS:PS:P;HEXACO:H:H:S,same_direction,multi_item,q_2951: 1=Very Inaccurate;6=Very Accurate | q_1555: 1=Very Inaccurate;6=Very Accurate,q_2951: none documented | q_1555: HEXACO_H;HHSincere,"[{""scale_id"":""PS:PS:P"",""instrument"":""PS"",""scale_name"":""PS:P"",""item_count"":20,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:H:S"",""instrument"":""HEXACO"",""scale_name"":""H:H:S"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-052,confrontational,Directly addresses conflicts and challenges without avoiding difficult topics.,q_1051;q_630,q_1051: Have a sharp tongue. | q_630: Do things out of revenge.,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO,same_direction,multi_item,q_1051: 1=Very Inaccurate;6=Very Accurate | q_630: 1=Very Inaccurate;6=Very Accurate,q_1051: HEXACO_A;NEO_A;HAGentle;NEOa4 | q_630: none documented,"[{""scale_id"":""HEXACO:H:A:G"",""instrument"":""HEXACO"",""scale_name"":""H:A:G"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:AG"",""instrument"":""MPQ"",""scale_name"":""MPQ:AG"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:A4:CO"",""instrument"":""IPIPneo"",""scale_name"":""A4:CO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-053,passionate,"Shows intense enthusiasm, strong emotions, and deep investment in topics.",q_228,q_228: Am passionate about causes.,IPIPneo:O3:EM,same_direction,single_item,q_228: 1=Very Inaccurate;6=Very Accurate,q_228: none documented,"[{""scale_id"":""IPIPneo:O3:EM"",""instrument"":""IPIPneo"",""scale_name"":""O3:EM"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-054,deferential,Shows respect by yielding to others' authority and expertise.,q_1624;q_917,q_1624: Respect authority. | q_917: Find it necessary to please the people who have power.,BFAS:BFAS:A:P;HEXACO:H:H:S,same_direction,multi_item,q_1624: 1=Very Inaccurate;6=Very Accurate | q_917: 1=Very Inaccurate;6=Very Accurate,q_1624: none documented | q_917: none documented,"[{""scale_id"":""BFAS:BFAS:A:P"",""instrument"":""BFAS"",""scale_name"":""BFAS:A:P"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:H:S"",""instrument"":""HEXACO"",""scale_name"":""H:H:S"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-055,agreeable,Prioritizes harmony and maintaining positive relationships over confrontation.,q_6;q_1763;q_1910,q_6: Accept people as they are. | q_1763: Sympathize with others' feelings. | q_1910: Value cooperation over competition.,HEXACO:H:A:G;IPIP100:B5:A;BFAS:BFAS:A:C;IPIPneo:A6:SY,same_direction,multi_item,q_6: 1=Very Inaccurate;6=Very Accurate | q_1763: 1=Very Inaccurate;6=Very Accurate | q_1910: 1=Very Inaccurate;6=Very Accurate,q_6: none documented | q_1763: none documented | q_1910: none documented,"[{""scale_id"":""HEXACO:H:A:G"",""instrument"":""HEXACO"",""scale_name"":""H:A:G"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIP100:B5:A"",""instrument"":""IPIP100"",""scale_name"":""B5:A"",""item_count"":20,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""BFAS:BFAS:A:C"",""instrument"":""BFAS"",""scale_name"":""BFAS:A:C"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:A6:SY"",""instrument"":""IPIPneo"",""scale_name"":""A6:SY"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-056,sarcastic,"Employs sharp, cutting remarks often to mock or convey contempt.",q_1051;q_4265,q_1051: Have a sharp tongue. | q_4265: Like telling jokes and funny stories to my friends.,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;EPQr:EPQ:E,same_direction,multi_item,q_1051: 1=Very Inaccurate;6=Very Accurate | q_4265: 1=Very Inaccurate;6=Very Accurate,q_1051: HEXACO_A;NEO_A;HAGentle;NEOa4 | q_4265: none documented,"[{""scale_id"":""HEXACO:H:A:G"",""instrument"":""HEXACO"",""scale_name"":""H:A:G"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:AG"",""instrument"":""MPQ"",""scale_name"":""MPQ:AG"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:A4:CO"",""instrument"":""IPIPneo"",""scale_name"":""A4:CO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""EPQr:EPQ:E"",""instrument"":""EPQr"",""scale_name"":""EPQ:E"",""item_count"":23,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-057,reverent,"Shows deep respect, honor, and veneration for traditions and authority.",q_1624;q_4236,q_1624: Respect authority. | q_4236: People should always respect the law.,BFAS:BFAS:A:P;EPQr:EPQ:P,same_direction,multi_item,q_1624: 1=Very Inaccurate;6=Very Accurate | q_4236: 1=Very Inaccurate;6=Very Accurate,q_1624: none documented | q_4236: EPQp,"[{""scale_id"":""BFAS:BFAS:A:P"",""instrument"":""BFAS"",""scale_name"":""BFAS:A:P"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""EPQr:EPQ:P"",""instrument"":""EPQr"",""scale_name"":""EPQ:P"",""item_count"":32,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-058,manipulative,"Uses deception, emotional exploitation, and psychological tactics to control others.",q_1896;q_1765;q_905,q_1896: Use others for my own ends. | q_1765: Take advantage of others. | q_905: Find it difficult to manipulate others.,QB6:QB6:H;IPIPneo:A2:MO;BFAS:BFAS:A:P;MPQ:MPQ:SP,mixed_or_reverse_wording_review_required,multi_item,q_1896: 1=Very Inaccurate;6=Very Accurate | q_1765: 1=Very Inaccurate;6=Very Accurate | q_905: 1=Very Inaccurate;6=Very Accurate,q_1896: SPI_3socCohesion;SPI_5compHonHum;QB6honprop;NEO_A;NEOa2 | q_1765: SPI_3socCohesion;SPI_5compHonHum;BFASpolite;NEO_A;NEOa2 | q_905: MPQsp,"[{""scale_id"":""QB6:QB6:H"",""instrument"":""QB6"",""scale_name"":""QB6:H"",""item_count"":8,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:A2:MO"",""instrument"":""IPIPneo"",""scale_name"":""A2:MO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""BFAS:BFAS:A:P"",""instrument"":""BFAS"",""scale_name"":""BFAS:A:P"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:SP"",""instrument"":""MPQ"",""scale_name"":""MPQ:SP"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-059,melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",q_1706;q_1578;q_811,q_1706: Show my sadness. | q_1578: Rarely feel depressed. | q_811: Feel a sense of worthlessness or hopelessness.,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,mixed_or_reverse_wording_review_required,multi_item,q_1706: 1=Very Inaccurate;6=Very Accurate | q_1578: 1=Very Inaccurate;6=Very Accurate | q_811: 1=Very Inaccurate;6=Very Accurate,q_1706: HEXACO_E;HEDepend | q_1578: BFASwithdraw | q_811: SPI_15enthusiasm;QB6resilient,"[{""scale_id"":""HEXACO:H:E:D"",""instrument"":""HEXACO"",""scale_name"":""H:E:D"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""BFAS:BFAS:N:W"",""instrument"":""BFAS"",""scale_name"":""BFAS:N:W"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:E:A"",""instrument"":""HEXACO"",""scale_name"":""H:E:A"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""QB6:QB6:ES"",""instrument"":""QB6"",""scale_name"":""QB6:ES"",""item_count"":8,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-060,playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",q_4265;q_1685;q_1043,q_4265: Like telling jokes and funny stories to my friends. | q_1685: Seldom joke around. | q_1043: Have a lot of fun.,EPQr:EPQ:E;QB6:QB6:X;IPIPneo:E6:CH;BFAS:BFAS:E:E;HEXACO:H:X:L;MPQ:MPQ:WB,mixed_or_reverse_wording_review_required,multi_item,q_4265: 1=Very Inaccurate;6=Very Accurate | q_1685: 1=Very Inaccurate;6=Very Accurate | q_1043: 1=Very Inaccurate;6=Very Accurate,q_4265: none documented | q_1685: QB6extra;NEO_E;NEOe6 | q_1043: none documented,"[{""scale_id"":""EPQr:EPQ:E"",""instrument"":""EPQr"",""scale_name"":""EPQ:E"",""item_count"":23,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""QB6:QB6:X"",""instrument"":""QB6"",""scale_name"":""QB6:X"",""item_count"":8,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:E6:CH"",""instrument"":""IPIPneo"",""scale_name"":""E6:CH"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""BFAS:BFAS:E:E"",""instrument"":""BFAS"",""scale_name"":""BFAS:E:E"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:X:L"",""instrument"":""HEXACO"",""scale_name"":""H:X:L"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:WB"",""instrument"":""MPQ"",""scale_name"":""MPQ:WB"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-061,calm,"Maintains steady, unruffled demeanor regardless of topic intensity. Provides measured responses that help de-escalate tensions and promote rational discussion.",q_85;q_1616,q_85: Am calm even in tense situations. | q_1616: Remain calm under pressure.,IPIPneo:N6:VU;HEXACO:H:E:A,same_direction,multi_item,q_85: 1=Very Inaccurate;6=Very Accurate | q_1616: 1=Very Inaccurate;6=Very Accurate,q_85: NEO_N;NEOn6 | q_1616: NEO_N;NEOn6,"[{""scale_id"":""IPIPneo:N6:VU"",""instrument"":""IPIPneo"",""scale_name"":""N6:VU"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:E:A"",""instrument"":""HEXACO"",""scale_name"":""H:E:A"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-062,competitive,"Emphasizes winning, achievement, and outperforming others.",q_1910,q_1910: Value cooperation over competition.,IPIPneo:A6:SY,mixed_same_and_reverse,single_item,q_1910: 1=Very Inaccurate;6=Very Accurate,q_1910: none documented,"[{""scale_id"":""IPIPneo:A6:SY"",""instrument"":""IPIPneo"",""scale_name"":""A6:SY"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-063,extroverted,Shows energy when engaging with users and discussing social topics.,q_1742;q_1803;q_4257,q_1742: Start conversations. | q_1803: Talk to a lot of different people at parties. | q_4257: Usually take the initiative in making new friends.,IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR;EPQr:EPQ:E,same_direction,multi_item,q_1742: 1=Very Inaccurate;6=Very Accurate | q_1803: 1=Very Inaccurate;6=Very Accurate | q_4257: 1=Very Inaccurate;6=Very Accurate,q_1742: none documented | q_1803: none documented | q_4257: none documented,"[{""scale_id"":""IPIP100:B5:E"",""instrument"":""IPIP100"",""scale_name"":""B5:E"",""item_count"":20,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:X:S"",""instrument"":""HEXACO"",""scale_name"":""H:X:S"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""QB6:QB6:X"",""instrument"":""QB6"",""scale_name"":""QB6:X"",""item_count"":8,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:E2:GR"",""instrument"":""IPIPneo"",""scale_name"":""E2:GR"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""EPQr:EPQ:E"",""instrument"":""EPQr"",""scale_name"":""EPQ:E"",""item_count"":23,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-064,bitter,"Harbors deep resentment and expresses harsh, cynical views from past disappointments.",q_848;q_1150;q_630,q_848: Feel short-changed in life. | q_1150: Hold a grudge. | q_630: Do things out of revenge.,MPQ:MPQ:AL;HEXACO:H:A:FO;MPQ:MPQ:AG;IPIPneo:A4:CO,same_direction,multi_item,q_848: 1=Very Inaccurate;6=Very Accurate | q_1150: 1=Very Inaccurate;6=Very Accurate | q_630: 1=Very Inaccurate;6=Very Accurate,q_848: none documented | q_1150: HEXACO_A;NEO_A;HAForgive;NEOa4 | q_630: none documented,"[{""scale_id"":""MPQ:MPQ:AL"",""instrument"":""MPQ"",""scale_name"":""MPQ:AL"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:A:FO"",""instrument"":""HEXACO"",""scale_name"":""H:A:FO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:AG"",""instrument"":""MPQ"",""scale_name"":""MPQ:AG"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:A4:CO"",""instrument"":""IPIPneo"",""scale_name"":""A4:CO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-065,hostile,Exhibits aggressive antagonism and combative approach to interactions.,q_1051;q_630;q_1150,q_1051: Have a sharp tongue. | q_630: Do things out of revenge. | q_1150: Hold a grudge.,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO;HEXACO:H:A:FO,same_direction,multi_item,q_1051: 1=Very Inaccurate;6=Very Accurate | q_630: 1=Very Inaccurate;6=Very Accurate | q_1150: 1=Very Inaccurate;6=Very Accurate,q_1051: HEXACO_A;NEO_A;HAGentle;NEOa4 | q_630: none documented | q_1150: HEXACO_A;NEO_A;HAForgive;NEOa4,"[{""scale_id"":""HEXACO:H:A:G"",""instrument"":""HEXACO"",""scale_name"":""H:A:G"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:AG"",""instrument"":""MPQ"",""scale_name"":""MPQ:AG"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:A4:CO"",""instrument"":""IPIPneo"",""scale_name"":""A4:CO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:A:FO"",""instrument"":""HEXACO"",""scale_name"":""H:A:FO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-066,proactive,Anticipates needs and addresses issues before they become problems.,q_1883;q_4257,q_1883: Turn plans into actions. | q_4257: Usually take the initiative in making new friends.,IPIPneo:C4:AS;EPQr:EPQ:E,same_direction,multi_item,q_1883: 1=Very Inaccurate;6=Very Accurate | q_4257: 1=Very Inaccurate;6=Very Accurate,q_1883: none documented | q_4257: none documented,"[{""scale_id"":""IPIPneo:C4:AS"",""instrument"":""IPIPneo"",""scale_name"":""C4:AS"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""EPQr:EPQ:E"",""instrument"":""EPQr"",""scale_name"":""EPQ:E"",""item_count"":23,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-067,emotional,"Acknowledges and discusses feelings, moods, and emotional experiences.",q_1681;q_793;q_219,q_1681: Seldom get emotional. | q_793: Experience my emotions intensely. | q_219: Am open about my feelings.,HEXACO:H:E:S;IPIPneo:O3:EM;MPQ:MPQ:SC,mixed_or_reverse_wording_review_required,multi_item,q_1681: 1=Very Inaccurate;6=Very Accurate | q_793: 1=Very Inaccurate;6=Very Accurate | q_219: 1=Very Inaccurate;6=Very Accurate,q_1681: NEO_O;NEOo3 | q_793: none documented | q_219: none documented,"[{""scale_id"":""HEXACO:H:E:S"",""instrument"":""HEXACO"",""scale_name"":""H:E:S"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:O3:EM"",""instrument"":""IPIPneo"",""scale_name"":""O3:EM"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:SC"",""instrument"":""MPQ"",""scale_name"":""MPQ:SC"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-068,dominant,Takes charge of conversations and drives toward specific outcomes.,q_1768;q_1769;q_2161,q_1768: Take charge. | q_1769: Take control of things. | q_2161: Do not have an assertive personality.,IPIP100:B5:E;BFAS:BFAS:E:A;MPQ:MPQ:SP;IPIPneo:E3:AS,mixed_or_reverse_wording_review_required,multi_item,q_1768: 1=Very Inaccurate;6=Very Accurate | q_1769: 1=Very Inaccurate;6=Very Accurate | q_2161: 1=Very Inaccurate;6=Very Accurate,q_1768: none documented | q_1769: none documented | q_2161: BFASassert,"[{""scale_id"":""IPIP100:B5:E"",""instrument"":""IPIP100"",""scale_name"":""B5:E"",""item_count"":20,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""BFAS:BFAS:E:A"",""instrument"":""BFAS"",""scale_name"":""BFAS:E:A"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:SP"",""instrument"":""MPQ"",""scale_name"":""MPQ:SP"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:E3:AS"",""instrument"":""IPIPneo"",""scale_name"":""E3:AS"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-069,submissive,Readily yields to others' wishes and avoids asserting own views or needs.,q_2161;q_1768,q_2161: Do not have an assertive personality. | q_1768: Take charge.,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,mixed_same_and_reverse,multi_item,q_2161: 1=Very Inaccurate;6=Very Accurate | q_1768: 1=Very Inaccurate;6=Very Accurate,q_2161: BFASassert | q_1768: none documented,"[{""scale_id"":""BFAS:BFAS:E:A"",""instrument"":""BFAS"",""scale_name"":""BFAS:E:A"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIP100:B5:E"",""instrument"":""IPIP100"",""scale_name"":""B5:E"",""item_count"":20,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:SP"",""instrument"":""MPQ"",""scale_name"":""MPQ:SP"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:E3:AS"",""instrument"":""IPIPneo"",""scale_name"":""E3:AS"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-070,reserved,Maintains emotional restraint and limits personal disclosure.,q_1196;q_1635;q_1742,q_1196: Keep others at a distance. | q_1635: Reveal little about myself. | q_1742: Start conversations.,BFAS:BFAS:E:E;HEXACO:H:X:S;MPQ:MPQ:SC;IPIPneo:E1:FR;QB6:QB6:X;IPIP100:B5:E,same_direction,multi_item,q_1196: 1=Very Inaccurate;6=Very Accurate | q_1635: 1=Very Inaccurate;6=Very Accurate | q_1742: 1=Very Inaccurate;6=Very Accurate,q_1196: BFASenthus;HEXACO_X;NEO_E;MPQsc;HXSociable;NEOe1 | q_1635: BFASenthus;QB6extra | q_1742: none documented,"[{""scale_id"":""BFAS:BFAS:E:E"",""instrument"":""BFAS"",""scale_name"":""BFAS:E:E"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:X:S"",""instrument"":""HEXACO"",""scale_name"":""H:X:S"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:SC"",""instrument"":""MPQ"",""scale_name"":""MPQ:SC"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:E1:FR"",""instrument"":""IPIPneo"",""scale_name"":""E1:FR"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""QB6:QB6:X"",""instrument"":""QB6"",""scale_name"":""QB6:X"",""item_count"":8,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIP100:B5:E"",""instrument"":""IPIP100"",""scale_name"":""B5:E"",""item_count"":20,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-071,cynical,Views human nature and motivations with deep distrust and pessimism.,q_594;q_343;q_381,q_594: Distrust people. | q_343: Believe in human goodness. | q_381: Believe that people are essentially evil.,HEXACO:H:A:FO;MPQ:MPQ:AL;IPIPneo:A1:TR,same_direction,multi_item,q_594: 1=Very Inaccurate;6=Very Accurate | q_343: 1=Very Inaccurate;6=Very Accurate | q_381: 1=Very Inaccurate;6=Very Accurate,q_594: SPI_15trust;HEXACO_A;NEO_A;HAForgive;NEOa1 | q_343: none documented | q_381: NEO_A;NEOa1,"[{""scale_id"":""HEXACO:H:A:FO"",""instrument"":""HEXACO"",""scale_name"":""H:A:FO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:AL"",""instrument"":""MPQ"",""scale_name"":""MPQ:AL"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:A1:TR"",""instrument"":""IPIPneo"",""scale_name"":""A1:TR"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-072,grandiose,Has dramatically inflated sense of self-importance and special abilities.,q_364;q_1042;q_1830,q_364: Believe that I am better than others. | q_1042: Have a high opinion of myself. | q_1830: Think highly of myself.,BFAS:BFAS:A:P;HEXACO:H:H:M;IPIPneo:A5:MO,same_direction,multi_item,q_364: 1=Very Inaccurate;6=Very Accurate | q_1042: 1=Very Inaccurate;6=Very Accurate | q_1830: 1=Very Inaccurate;6=Very Accurate,q_364: SPI_3socCohesion;SPI_5compHonHum;BFASpolite;HEXACO_H;NEO_A;HHModesty;NEOa5 | q_1042: NEO_A;NEOa5 | q_1830: NEO_A;NEOa5,"[{""scale_id"":""BFAS:BFAS:A:P"",""instrument"":""BFAS"",""scale_name"":""BFAS:A:P"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""HEXACO:H:H:M"",""instrument"":""HEXACO"",""scale_name"":""H:H:M"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:A5:MO"",""instrument"":""IPIPneo"",""scale_name"":""A5:MO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
SAPA-C3-073,spontaneous,"Provides varied, unpredictable responses that don't follow rigid patterns.",q_4276;q_1488,q_4276: Often make decisions on the spur of the moment. | q_1488: Often make last-minute plans.,EPQr:EPQ:E;MPQ:MPQ:CO;IPIPneo:C6:CA,same_direction,multi_item,q_4276: 1=Very Inaccurate;6=Very Accurate | q_1488: 1=Very Inaccurate;6=Very Accurate,q_4276: none documented | q_1488: NEO_C;MPQco;NEOc6,"[{""scale_id"":""EPQr:EPQ:E"",""instrument"":""EPQr"",""scale_name"":""EPQ:E"",""item_count"":23,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""MPQ:MPQ:CO"",""instrument"":""MPQ"",""scale_name"":""MPQ:CO"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""},{""scale_id"":""IPIPneo:C6:CA"",""instrument"":""IPIPneo"",""scale_name"":""C6:CA"",""item_count"":10,""primary_definition"":""not supplied in the release inventory; exact item wording governs review""}]"
