model_key,model,pc,pole,trait,canonical_definition,r_PC1,r_PC2,r_PC3,r_PC4,r_PC5,r_PC6,target_pearson_r,target_abs_r,target_r_squared,spearman_rho,p_value,BH_FDR_q,bootstrap_sign_stability,association_bootstrap_seed,association_bootstrap_resamples,passes_absolute_r_threshold,passes_within_pc_BH_FDR,passes_bootstrap_sign_stability,max_off_target_abs_r,max_off_target_pc,max_off_target_signed_r,target_vs_next_pc_margin,dominance_ratio,six_pc_communality,axis_purity,target_is_strict_largest_abs,bootstrap_probability_target_largest_abs,broader_bootstrap_probability_target_largest_or_tied,bootstrap_axis_purity_median,bootstrap_axis_purity_ci025,bootstrap_axis_purity_ci975,bootstrap_dominance_gap_median,bootstrap_dominance_gap_ci025,bootstrap_dominance_gap_ci975,specificity_bootstrap_seed,specificity_bootstrap_resamples,broader_specificity_bootstrap_seed,pc_associated,target_dominant_pc_defining,strict_axis_specific,highly_concentrated,specificity_class
llama,Llama-3.3-70B,PC3,negative,pluralist,Accepts multiple valid perspectives and diverse approaches as equally legitimate.,0.1480371063701299,-0.7776997898298944,-0.1611559316513637,-0.3413343954154721,-0.05468695282631193,-0.22469678990514022,-0.1611559316513637,0.1611559316513637,0.025971234306419004,0.017246472981160384,0.00741027622480607,0.01445907556059721,0.9405,20260915,2000,False,False,False,0.7776997898298944,PC2,-0.7776997898298944,-0.6165438581785307,0.20722126167298205,0.82269166196707,0.031568612527713404,False,0.0,0.0,0.02709636650979519,0.00024486053735017776,0.12023558467626572,-0.6252295970916748,-0.7524735331535339,-0.473318874835968,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,hedonistic,"Prioritizes pleasure, sensory gratification, and immediate enjoyment above all.",-0.17433523866947284,0.9080951517603353,-0.15315702911656492,0.03940847058834176,0.1526922653248592,-0.20177438970453732,-0.15315702911656492,0.15315702911656492,0.023457075567812315,-0.3950918900204841,0.010981860134009848,0.020753121513089477,0.935,20260915,2000,False,False,False,0.9080951517603353,PC2,0.9080951517603353,-0.7549381226437704,0.16865746812949198,0.9440675154451686,0.024846819940363366,False,0.0,0.0,0.027705784887075424,7.521583029301837e-05,0.13076582551002502,-0.7449743747711182,-0.910473644733429,-0.5226156115531921,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,provocative,Deliberately challenges assumptions to stimulate deeper thought.,-0.7389667263893095,0.22311863046898414,-0.1501412535421892,0.3961315038041416,0.3010993674887674,-0.09099616116085972,-0.1501412535421892,0.1501412535421892,0.022542396015219946,-0.14160180029427885,0.012680621174132422,0.02377616470149829,0.9805,20260915,2000,False,False,True,0.7389667263893095,PC1,-0.7389667263893095,-0.5888254728471203,0.20317728549944258,0.8742574407423872,0.02578462014126843,False,0.0,0.0,0.025972628965973854,0.0004112033930141479,0.08271510899066925,-0.5868016481399536,-0.7465361952781677,-0.44208797812461853,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,dramatic,Uses emotionally charged language and vivid descriptions. Tends to present information with heightened intensity and theatrical flair.,-0.9116999334853995,0.25670931923654605,-0.1471303041978553,0.1476891969192238,0.0526674837964687,-0.03343127384085406,-0.1471303041978553,0.1471303041978553,0.02164732641335344,-0.2254418510718098,0.014603274415516848,0.026772504426236743,0.99,20260915,2000,False,False,True,0.9116999334853995,PC1,-0.9116999334853995,-0.7645696292875441,0.1613801852934012,0.9444473825202448,0.022920627251449253,False,0.0,0.0,0.023333854973316193,0.0007548024295829237,0.06962013989686966,-0.7614526748657227,-0.890484631061554,-0.642857551574707,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,anthropocentric,Views human needs and interests as most important consideration.,-0.18797431125574143,0.6504241026383062,-0.147115502231357,0.4353167948399211,0.1238586486312655,0.15749718847785332,-0.147115502231357,0.147115502231357,0.021642970996784406,-0.2694705865381841,0.014613325332654222,0.026772504426236743,0.996,20260915,2000,False,False,True,0.6504241026383062,PC2,0.6504241026383062,-0.5033086004069491,0.22618396463878637,0.7096758670705944,0.0304969803836256,False,0.0,0.0,0.03178580850362778,0.0016489254776388407,0.09293469786643982,-0.5008226037025452,-0.6225279569625854,-0.37440943717956543,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,flirty,"Engages in playful romantic banter, uses charming innuendo, and creates light sexual tension.",-0.45998625742376154,0.8049718286895741,-0.14536627020574155,0.11206632623850589,0.019578489769892626,-0.18470426645125215,-0.14536627020574155,0.14536627020574155,0.021131352513528663,-0.2961241741438504,0.015844642833724058,0.028808441515861923,0.977,20260915,2000,False,False,True,0.8049718286895741,PC2,0.8049718286895741,-0.6596055584838325,0.18058553731300825,0.9277561992996448,0.022776837847573037,False,0.0,0.0,0.023818641901016235,0.00034148592385463417,0.09288108348846436,-0.6541965007781982,-0.7892154455184937,-0.4968622326850891,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,proactive,Anticipates needs and addresses issues before they become problems.,0.005392089599315963,-0.9374885011833074,-0.13748059033082574,0.16854137924884444,-0.0684556832718389,0.005676851620885125,-0.13748059033082574,0.13748059033082574,0.018900912717712336,0.2905501860881106,0.02258923552198438,0.039863356803501844,0.754,20260915,2000,False,False,False,0.9374885011833074,PC2,-0.9374885011833074,-0.8000079108524817,0.1466477617136598,0.9309392809345263,0.020303056391324036,False,0.0,0.0,0.022458460181951523,7.990130688995123e-05,0.12585152685642242,-0.7884405851364136,-0.9310353398323059,-0.5516794323921204,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",-0.8634017223507648,-0.08108037883167497,-0.1325819970211035,0.0968580175059472,0.06656063859541905,-0.28767768870782595,-0.1325819970211035,0.1325819970211035,0.017577985934103892,-0.08736620409105335,0.02792613498756448,0.048921696328580115,0.9275,20260915,2000,False,False,False,0.8634017223507648,PC1,-0.8634017223507648,-0.7308197253296613,0.15355771663290804,0.8661847946695483,0.02029357481484068,False,0.0,0.0,0.020412888377904892,7.281672878889367e-05,0.08194440603256226,-0.7294735312461853,-0.8697336912155151,-0.5712246298789978,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,optimistic,"Focuses on positive aspects, possibilities, and favorable outcomes in discussions.",0.16900333509908247,-0.7016354974709875,-0.12589845693781118,-0.5589485929468881,-0.1459602306058348,-0.07923058122062408,-0.12589845693781118,0.12589845693781118,0.015850421459321896,-0.0857257436311705,0.03692527829341947,0.0624089210593005,0.9855,20260915,2000,False,False,True,0.7016354974709875,PC2,-0.7016354974709875,-0.5757370405331763,0.1794357004336387,0.8767103235216672,0.01807942832890591,False,0.0,0.0,0.017556391656398773,0.0003272111644037068,0.06450901925563812,-0.5807363390922546,-0.7145663499832153,-0.4451712369918823,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,paranoid,Shows excessive suspicion of others' motives and sees threats everywhere.,-0.31912652484609894,0.7859980936181505,-0.12355445722095557,0.44306064783006266,0.11671497692838327,-0.012921910105588703,-0.12355445722095557,0.12355445722095557,0.015265703899164939,-0.23731340699922104,0.040615153903951075,0.06816529326537243,0.995,20260915,2000,False,False,True,0.7859980936181505,PC2,0.7859980936181505,-0.662443636397195,0.15719434719262837,0.9449925451866446,0.01615431145665792,False,0.0,0.0,0.016257982701063156,0.0006654169410467148,0.05462849512696266,-0.6635015606880188,-0.7563022971153259,-0.5632191896438599,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,sassy,"Delivers bold, cheeky responses with confident attitude and spirited defiance.",0.07974538756214498,0.8131540672476871,-0.12195568808462683,0.35693264004407915,0.03957750444017012,0.01678550131201916,-0.12195568808462683,0.12195568808462683,0.014873189856194789,-0.27456391910216094,0.043306362620849394,0.07217727103474898,0.961,20260915,2000,False,False,True,0.8131540672476871,PC2,0.8131540672476871,-0.6911983791630603,0.14997857478277737,0.8117010952159313,0.018323481320717174,False,0.0,0.0,0.01888776384294033,0.00012918940046802163,0.08162400871515274,-0.6873582601547241,-0.8031632304191589,-0.5385797619819641,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,altruistic,Prioritizes helping others and societal benefit over individual gain.,-0.12923650986380522,-0.8035678695726374,-0.1173985120136316,-0.4813413459953338,-0.030662487853011556,-0.0037736740831577813,-0.1173985120136316,0.1173985120136316,0.013782410623014805,-0.0036028966273333146,0.05181156513735063,0.0840187542767848,0.9275,20260915,2000,False,False,False,0.8035678695726374,PC2,-0.8035678695726374,-0.6861693575590058,0.1460965731196642,0.908849727256321,0.015164674873833989,False,0.0,0.0,0.013759876601397991,5.378140849643387e-05,0.07200052589178085,-0.6923069953918457,-0.8097097277641296,-0.5517479181289673,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,systems_thinker,"Analyzes interconnections, feedback loops, and emergent properties in complex systems.",-0.2588402504254799,-0.9017295548263975,-0.11600139536958773,0.09321560755544876,-0.09344513032597258,-0.12337160693884401,-0.11600139536958773,0.11600139536958773,0.01345632372769141,0.2952517238394738,0.054681992024258295,0.08807837641491269,0.723,20260915,2000,False,False,False,0.9017295548263975,PC2,-0.9017295548263975,-0.7857281594568097,0.1286432220710793,0.9262124842876718,0.014528333353269742,False,0.0,0.0,0.018604105338454247,3.195607496309094e-05,0.11391831189393997,-0.7646816968917847,-0.892834484577179,-0.5370566248893738,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,iconoclastic,Actively challenges and attacks cherished beliefs and revered institutions.,-0.5544267156233634,0.49375460131654403,-0.11343647811699094,0.4952675886423054,0.31113228376924373,-0.004272904113265277,-0.11343647811699094,0.11343647811699094,0.012867834567586564,-0.15196387871094313,0.060294921707882934,0.0958329881449795,0.983,20260915,2000,False,False,True,0.5544267156233634,PC1,-0.5544267156233634,-0.4409902375063725,0.20460139261047317,0.906161963958346,0.014200369337261287,False,0.0,0.0,0.014237129129469395,0.0002636712451931089,0.051520075649023056,-0.45156553387641907,-0.5920402407646179,-0.3232018053531647,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,deconstructionist,Systematically dismantles assumptions to reveal hidden meanings and contradictions.,-0.6658498284918143,-0.19184674134749027,-0.11210680167122215,0.45838171733973304,0.30337094123048364,-0.11052401656217581,-0.11210680167122215,0.11210680167122215,0.012567934980950738,0.06235711606704942,0.06338670967868011,0.0986873849032558,0.807,20260915,2000,False,False,False,0.6658498284918143,PC1,-0.6658498284918143,-0.5537430268205922,0.1683664947772835,0.8070923862606086,0.015571866610190738,False,0.0,0.0,0.01689111441373825,3.837862823274918e-05,0.09662919491529465,-0.5504055023193359,-0.6952698230743408,-0.3442610204219818,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,contrarian,Challenges popular opinions and presents alternative perspectives.,-0.6439196604305408,0.3230586142973151,-0.11185142638910935,0.46857392865681874,0.3009526875463351,-0.06252700609380059,-0.11185142638910935,0.11185142638910935,0.012510741585278347,-0.11284498427627596,0.06399517753484348,0.0986873849032558,0.9665,20260915,2000,False,False,True,0.6439196604305408,PC1,-0.6439196604305408,-0.5320682340414314,0.17370400884222525,0.8455538121952644,0.014795914115504256,False,0.0,0.0,0.014959122985601425,0.00011516725498950109,0.057803038507699966,-0.533411979675293,-0.6764284372329712,-0.3887912333011627,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,inclusive,Considers diverse perspectives and ensures broad representation.,-0.12819773893294983,-0.9132155902238587,-0.11178810057153543,-0.07766201882504098,-0.010569917445281976,-0.07286811466679682,-0.11178810057153543,0.11178810057153543,0.01249657942939172,0.18229133608378292,0.06414680018711627,0.0986873849032558,0.7655,20260915,2000,False,False,False,0.9132155902238587,PC2,-0.9132155902238587,-0.8014274896523232,0.1224115113323159,0.8743468283826977,0.014292474134671445,False,0.0,0.0,0.015398437157273293,3.119007669738494e-05,0.10218900442123413,-0.7929012775421143,-0.9075050950050354,-0.5942232012748718,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,universalist,Applies consistent principles and values across all cultures and contexts.,-0.4532851295552478,0.2344052054828469,-0.10974970594292062,0.04993597121419181,0.038132797392048993,0.4254832684401805,-0.10974970594292062,0.10974970594292062,0.012044997954557546,-0.16196589827183291,0.06918711073877049,0.10509434542598048,0.9615,20260915,2000,False,False,True,0.4532851295552478,PC1,-0.4532851295552478,-0.3435354236123272,0.2421206847235521,0.4574419301685173,0.026331206564558438,False,0.0,0.0,0.02638431265950203,0.0001765574124874547,0.11567080020904541,-0.35618919134140015,-0.47466418147087097,-0.21438196301460266,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,circumspect,Carefully considers implications before responding. Uses indirect language to explore sensitive topics and leaves room for interpretation rather than stating things definitively.,-0.2699209456471486,-0.7581419810257084,-0.10954689319112319,-0.12218342045545229,0.006919983639417794,-0.3380487401842673,-0.10954689319112319,0.10954689319112319,0.012000521807827354,0.14912033697815988,0.06970582761138276,0.10521634356435135,0.7465,20260915,2000,False,False,False,0.7581419810257084,PC2,-0.7581419810257084,-0.6485950878345852,0.14449390210909385,0.7888907272483978,0.015211893603673646,False,0.0,0.0,0.017574772238731384,5.801911174785346e-05,0.1042240634560585,-0.6308355927467346,-0.7496014833450317,-0.45024916529655457,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,submissive,Readily yields to others' wishes and avoids asserting own views or needs.,0.046599434167563014,0.8886529562166354,-0.10599745668745014,-0.14594918005519944,0.1276451240990589,-0.1700519488715128,-0.10599745668745014,0.10599745668745014,0.01123546082420787,-0.42373157150688096,0.07930912379283869,0.11896368568925804,0.8155,20260915,2000,False,False,False,0.8886529562166354,PC2,0.8886529562166354,-0.7826554995291852,0.11927879825970007,0.8696231508615591,0.012919919177722668,False,0.0,0.0,0.01753542572259903,3.8644662708975375e-05,0.15304088592529297,-0.7621820569038391,-0.8965656161308289,-0.4788568913936615,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,judgmental,Quick to form negative opinions and harsh assessments of others' choices.,-0.057821147773163106,0.8897415390586131,-0.10411281375944834,0.35237358165788724,0.15307956650967477,0.051462094369528276,-0.10411281375944834,0.10411281375944834,0.010839477988909574,-0.29990190704249736,0.08482746868743103,0.12645088499989718,0.9175,20260915,2000,False,False,False,0.8897415390586131,PC2,0.8897415390586131,-0.7856287252991647,0.11701467132759072,0.956071611335201,0.011337516834927992,False,0.0,0.0,0.012682182714343071,4.511089719017036e-05,0.0664578452706337,-0.7804482579231262,-0.8835752606391907,-0.6262340545654297,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,absolutist,Maintains that certain truths and values are universal and unchanging.,-0.5798515793412657,0.4620605302145188,-0.10215327872435807,0.12692370693390465,0.08934910055608183,0.34934922095321624,-0.10215327872435807,0.10215327872435807,0.010435292354136387,-0.20426011944260122,0.09088840148991388,0.13350631888443582,0.941,20260915,2000,False,False,False,0.5798515793412657,PC1,-0.5798515793412657,-0.47769830061690766,0.17617142448832893,0.7063008473334624,0.014774571478334391,False,0.0,0.0,0.015874680131673813,9.063020843314007e-05,0.07885072380304337,-0.4739192724227905,-0.5893546938896179,-0.3384872078895569,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",-0.8040530350636134,-0.4361335164062357,-0.10169898700103978,0.1481531728841975,0.16743944448543754,-0.09296589914926603,-0.10169898700103978,0.10169898700103978,0.01034268395703766,0.032846715328467155,0.09234187056173478,0.13350631888443582,0.7885,20260915,2000,False,False,False,0.8040530350636134,PC1,-0.8040530350636134,-0.7023540480625736,0.1264829340430184,0.9056843998947925,0.011419743961847086,False,0.0,0.0,0.012767499312758446,2.7906809918931685e-05,0.07779928296804428,-0.6990410685539246,-0.8171387910842896,-0.4994381070137024,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,reactive,Responds to situations as they arise rather than planning ahead.,0.15254546044060607,0.9534357883907821,-0.10060707522801857,-0.11637405069478104,0.06122496329862378,-0.13279474179385872,-0.10060707522801857,0.10060707522801857,0.010121783585936187,-0.4714399469143995,0.09591132989110634,0.1378366417596738,0.796,20260915,2000,False,False,False,0.9534357883907821,PC2,0.9534357883907821,-0.8528287131627635,0.10552055676221692,0.9773575629254518,0.010356274888424052,False,0.0,0.0,0.015435167588293552,2.782336378004402e-05,0.14313630759716034,-0.8292719125747681,-0.9513127207756042,-0.5378195643424988,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,divergent,"Generates multiple possibilities, alternatives, and creative variations without immediate judgment.",-0.12056802548028674,-0.7814714517447721,-0.09871566877187317,0.056570062592929106,0.017308131249868772,-0.26505595782438585,-0.09871566877187317,0.09871566877187317,0.009744783261078176,0.23438331265687662,0.10235341201460485,0.14621916002086408,0.699,20260915,2000,False,False,False,0.7814714517447721,PC2,-0.7814714517447721,-0.6827557829728989,0.12632024951323959,0.7087334660887081,0.013749574032191217,False,0.0,0.0,0.02152307704091072,5.579097705776803e-05,0.12441793829202652,-0.6520966291427612,-0.7791724801063538,-0.44476503133773804,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,patient,"Provides calm, understanding responses even when dealing with repetitive questions.",-0.008909380945070572,-0.9522099418169966,-0.0980922001402142,-0.16839322636678467,-0.104780628402923,0.01085272699908595,-0.0980922001402142,0.0980922001402142,0.009622079728347839,0.19526095611782696,0.10455041329095335,0.14847395970312902,0.762,20260915,2000,False,False,False,0.9522099418169966,PC2,-0.9522099418169966,-0.8541177416767823,0.10301530768838198,0.9558582705503434,0.010066429328280902,False,0.0,0.0,0.010852082632482052,2.5177983843605034e-05,0.08150489628314972,-0.8485851883888245,-0.948318362236023,-0.6640349626541138,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,epicurean,Seeks refined pleasures and sophisticated enjoyment of life's offerings.,-0.822672839148785,-0.341053031968604,-0.09708677327941106,0.210057041837672,0.04482524651046698,-0.19392796131707735,-0.09708677327941106,0.09708677327941106,0.009425841545807766,0.040998817114336,0.10817163897429241,0.15093717066180337,0.767,20260915,2000,False,False,False,0.822672839148785,PC1,-0.822672839148785,-0.7255860658693739,0.11801383084418614,0.8862749301648234,0.010635347142285534,False,0.0,0.0,0.013008140958845615,2.4752202079980634e-05,0.0817236378788948,-0.7208475470542908,-0.8408830165863037,-0.49498534202575684,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,-0.6887581519623609,0.07462986019267653,-0.08627369252430203,0.25185037844328717,0.23312149109086155,-0.2644213368592095,-0.08627369252430203,0.08627369252430203,0.007443150021777808,-0.073201581027668,0.153628268572768,0.2119010601003697,0.896,20260915,2000,False,False,False,0.6887581519623609,PC1,-0.6887581519623609,-0.6024844594380588,0.1252597770037235,0.6750934440656279,0.011025362617881142,False,0.0,0.0,0.011327900923788548,2.3510634491685778e-05,0.06286783516407013,-0.5998824238777161,-0.7216922044754028,-0.45263785123825073,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,militant,Advocates aggressive confrontation and forceful action to achieve goals.,-0.24578420273617588,0.7955317173672083,-0.08488890792184497,0.4328108517505348,0.08341850839492768,0.18015829941371989,-0.08488890792184497,0.08488890792184497,0.007206126688163474,-0.2257776751969072,0.16036462484309244,0.21992862835624108,0.887,20260915,2000,False,False,False,0.7955317173672083,PC2,0.7955317173672083,-0.7106428094453633,0.10670713193281925,0.9272276081235424,0.007771691249300399,False,0.0,0.0,0.008657755330204964,2.6007644919445738e-05,0.05330350250005722,-0.7063593864440918,-0.8071858882904053,-0.554006040096283,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,melodramatic,Expresses ideas with exaggerated emotion and theatrical intensity.,-0.8753684571039857,0.3766332027680196,-0.0846208008110476,0.13992631161739583,0.08489564083748807,0.004421731422499097,-0.0846208008110476,0.0846208008110476,0.0071606799299029945,-0.18283430945443008,0.16169412007202855,0.22049198191640257,0.934,20260915,2000,False,False,False,0.8753684571039857,PC1,-0.8753684571039857,-0.7907476562929381,0.09666878001407747,0.9420893792746408,0.0076008498635409105,False,0.0,0.0,0.007973169907927513,4.3564046791289e-05,0.0404776893556118,-0.7866501212120056,-0.8779388666152954,-0.6668649911880493,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,tactful,Carefully considers impact on others' feelings and chooses words diplomatically.,-0.13595246868352792,-0.8642131207948772,-0.07424843728522337,-0.35641057533158216,-0.09047783838390586,-0.11092123408326399,-0.07424843728522337,0.07424843728522337,0.005512830439297748,0.06185222584460921,0.21968828839718124,0.2929177178629083,0.732,20260915,2000,False,False,False,0.8642131207948772,PC2,-0.8642131207948772,-0.7899646835096539,0.08591449898021902,0.9183784799518323,0.006002787042208228,False,0.0,0.0,0.007567398250102997,1.2572822015499696e-05,0.06670666486024857,-0.7779002785682678,-0.8644927740097046,-0.6192817687988281,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,conceptual,"Works primarily with ideas, theories, and abstract frameworks rather than concrete details.",-0.8198934120724222,-0.40629557590902404,-0.07254903650354648,0.13961122246120697,0.1759633430641061,-0.10185441440074433,-0.07254903650354648,0.07254903650354648,0.00526336269759292,0.04025100256772742,0.23045389822688192,0.30389525040907506,0.72,20260915,2000,False,False,False,0.8198934120724222,PC1,-0.8198934120724222,-0.7473443755688757,0.08848593662945317,0.9033933781329244,0.0058262135023292964,False,0.0,0.0,0.008663582615554333,2.1420701159513555e-05,0.06261088699102402,-0.7331221103668213,-0.8312813639640808,-0.5494606494903564,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,inspirational,Motivates users and focuses on positive transformation and growth.,-0.10645751232074852,-0.8866684682413358,-0.06305379240742102,-0.30999940970190143,-0.1407990503920326,0.0029048307222853927,-0.06305379240742102,0.06305379240742102,0.0039757807369581455,0.08460286777646346,0.2974565898266817,0.38588963004542487,0.7215,20260915,2000,False,False,False,0.8866684682413358,PC2,-0.8866684682413358,-0.8236146758339148,0.07111315521627287,0.9174223998882679,0.004333642537442243,False,0.0,0.0,0.005930744111537933,1.6889900507521816e-05,0.05416721850633621,-0.8129289150238037,-0.8910130262374878,-0.6603587865829468,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,fatalistic,"Accepts circumstances as predetermined or beyond control, emphasizing destiny over agency.",-0.869021573730915,0.4397742870534736,-0.05958569238037122,0.114291500841218,0.09117266083463893,-0.041829857371061326,-0.05958569238037122,0.05958569238037122,0.0035504547364482294,-0.18381293095986845,0.32487411651465714,0.41513114064414114,0.8375,20260915,2000,False,False,False,0.869021573730915,PC1,-0.869021573730915,-0.8094358813505438,0.06856641328771133,0.9752751121154849,0.0036404648209948484,False,0.0,0.0,0.004289035685360432,9.574127943778876e-06,0.03383786231279373,-0.8026329278945923,-0.8790549039840698,-0.6777449250221252,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,theatrical,"Performs responses with dramatic flair, exaggerated gestures, and stage-like presence.",-0.9210600533078412,0.18046357724997458,-0.059503472168646626,0.16795554101823187,0.054948008120744345,-0.008722838823023415,-0.059503472168646626,0.059503472168646626,0.0035406632001249035,-0.10918496292663223,0.32554336353891705,0.41513114064414114,0.8335,20260915,2000,False,False,False,0.9210600533078412,PC1,-0.9210600533078412,-0.8615565811391946,0.06460324921806057,0.9157638229857227,0.0038663497194954214,False,0.0,0.0,0.00458482326939702,1.460476232750807e-05,0.03285835683345795,-0.8557873368263245,-0.9242543578147888,-0.7435535788536072,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,manic,"Displays excessive energy, rapid thoughts, and elevated mood to extreme degree.",-0.02185135459824269,0.942164620951901,-0.05526680754938346,-0.01240534492289002,0.14213963642185554,-0.13965112426652246,-0.05526680754938346,0.05526680754938346,0.003054420016700589,-0.37168633334295037,0.36123217742910013,0.45154022178637515,0.6965,20260915,2000,False,False,False,0.942164620951901,PC2,0.942164620951901,-0.8868978134025175,0.058659395948815744,0.931066080021615,0.0032805620162101486,False,0.0,0.0,0.009609639644622803,2.5649571398389526e-05,0.0976305902004242,-0.8465706706047058,-0.9421824812889099,-0.606410801410675,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,playful,"Incorporates fun, games, and lighthearted elements into interactions and problem-solving.",-0.2840557384124106,0.8501442733792274,-0.05306601011441484,-0.06578655520299112,-0.01739524325856471,-0.24574583900716507,-0.05306601011441484,0.05306601011441484,0.0028160014294631784,-0.29572776319206023,0.3806986920151684,0.4650793324126245,0.732,20260915,2000,False,False,False,0.8501442733792274,PC2,0.8501442733792274,-0.7970782632648126,0.06242000537565636,0.8712704322368137,0.0032320635766712002,False,0.0,0.0,0.007300352677702904,1.1735109183064196e-05,0.071415975689888,-0.7692246437072754,-0.8584119081497192,-0.5708235502243042,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
llama,Llama-3.3-70B,PC3,negative,eclectic,Draws from diverse sources and combines different perspectives creatively.,-0.8722916453946657,-0.20662779024672617,-0.052948853510693415,0.05872824064130337,0.07906234404534597,-0.1749011342407798,-0.052948853510693415,0.052948853510693415,0.0028035810880968704,0.01246703788119212,0.3817526186886959,0.4650793324126245,0.7095,20260915,2000,False,False,False,0.8722916453946657,PC1,-0.8722916453946657,-0.8193427918839723,0.060700860532416155,0.8466816066691539,0.003311257816413611,False,0.0,0.0,0.005773947108536959,1.5668389096390456e-05,0.04715186730027199,-0.8010566234588623,-0.8795474767684937,-0.6604217290878296,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
