model,model_label,opaque_role_id,role,inverse_kde_density,within_model_sparsity_percentile,sparsity_rank_1_is_sparsest,knn_k,mean_knn_distance_standardized_native_pc,within_model_knn_sparsity_percentile
llama,LLaMA 3.3 70B,R245,therapist,11.6363873053,36.496350365,175,10,0.348973062592,35.7664233577
llama,LLaMA 3.3 70B,R246,toddler,317.84579199,99.2700729927,3,10,3.57943207463,99.6350364964
llama,LLaMA 3.3 70B,R247,traditionalist,24.579492166,48.5401459854,142,10,0.443550157724,45.6204379562
llama,LLaMA 3.3 70B,R248,trainer,6.19261863717,11.6788321168,243,10,0.179026918569,9.12408759124
llama,LLaMA 3.3 70B,R249,translator,5.92903812737,5.83941605839,259,10,0.18796683706,12.0437956204
llama,LLaMA 3.3 70B,R250,tree,35.1938304433,59.4890510949,112,10,0.443386671062,45.2554744526
llama,LLaMA 3.3 70B,R251,trickster,89.1453064017,87.2262773723,36,10,0.807594987006,85.7664233577
llama,LLaMA 3.3 70B,R252,tulpa,16.2818734155,41.9708029197,160,10,0.377470688181,39.4160583942
llama,LLaMA 3.3 70B,R253,tutor,5.96818081264,6.93430656934,256,10,0.151877659941,2.9197080292
llama,LLaMA 3.3 70B,R254,validator,8.23537916222,28.4671532847,197,10,0.137753929499,0
llama,LLaMA 3.3 70B,R255,vampire,74.7366481209,83.9416058394,45,10,0.768381206197,82.8467153285
llama,LLaMA 3.3 70B,R256,vegan,26.5058468959,50,138,10,0.371923492543,37.9562043796
llama,LLaMA 3.3 70B,R257,veteran,37.3973564971,62.4087591241,104,10,0.535764013969,59.4890510949
llama,LLaMA 3.3 70B,R258,veterinarian,7.49589713043,24.4525547445,208,10,0.242209495894,27.0072992701
llama,LLaMA 3.3 70B,R259,vigilante,41.6324927079,67.1532846715,91,10,0.622022029392,70.4379562044
llama,LLaMA 3.3 70B,R260,virtuoso,18.6793292933,43.795620438,155,10,0.358119086892,37.5912408759
llama,LLaMA 3.3 70B,R261,virus,63.3197756951,78.4671532847,60,10,0.793784539187,84.6715328467
llama,LLaMA 3.3 70B,R262,visionary,15.0339014525,41.6058394161,161,10,0.433534242029,44.1605839416
llama,LLaMA 3.3 70B,R263,void,202.29866969,96.7153284672,10,10,1.39393666808,98.1751824818
llama,LLaMA 3.3 70B,R264,wanderer,46.7021118061,71.897810219,78,10,0.637547314835,71.5328467153
llama,LLaMA 3.3 70B,R265,warrior,55.6349357082,75.1824817518,69,10,0.71006143358,79.197080292
llama,LLaMA 3.3 70B,R266,whale,34.8477837561,58.3941605839,115,10,0.50945125853,55.1094890511
llama,LLaMA 3.3 70B,R267,widow,44.7084665475,70.802919708,81,10,0.605144679664,69.3430656934
llama,LLaMA 3.3 70B,R268,wind,37.7857186991,62.7737226277,103,10,0.547566431996,62.7737226277
llama,LLaMA 3.3 70B,R269,witch,39.0086693236,65.6934306569,95,10,0.481800189083,50.7299270073
llama,LLaMA 3.3 70B,R270,witness,8.68920392007,30.6569343066,191,10,0.340499452973,35.0364963504
llama,LLaMA 3.3 70B,R271,workaholic,131.70626151,93.0656934307,20,10,0.941879277081,92.3357664234
llama,LLaMA 3.3 70B,R272,wraith,90.1394843273,87.5912408759,35,10,0.803506605911,85.401459854
llama,LLaMA 3.3 70B,R273,writer,13.8423899053,40.1459854015,165,10,0.336508454901,34.6715328467
llama,LLaMA 3.3 70B,R274,zealot,160.55829133,95.2554744526,14,10,1.04436355856,94.5255474453
llama,LLaMA 3.3 70B,R275,zeitgeist,22.69317067,46.7153284672,147,10,0.430207177178,43.795620438
gemma,Gemma 2 27B,R001,aberration,9095249069.43,93.0656934307,20,10,1.21370382953,95.9854014599
gemma,Gemma 2 27B,R002,absurdist,11501190427.2,97.0802919708,9,10,1.15569414814,94.8905109489
gemma,Gemma 2 27B,R003,accountant,528383800.196,16.7883211679,229,10,0.231253121983,11.3138686131
gemma,Gemma 2 27B,R004,activist,544128297.977,17.5182481752,227,10,0.405803167146,38.3211678832
gemma,Gemma 2 27B,R005,actor,3323146024.39,72.9927007299,75,10,0.75716633104,81.7518248175
gemma,Gemma 2 27B,R006,addict,2798215539.27,65.3284671533,96,10,0.588809208726,63.1386861314
gemma,Gemma 2 27B,R007,adolescent,9795584934.75,95.2554744526,14,10,1.34206630097,97.4452554745
gemma,Gemma 2 27B,R008,advocate,503138829.461,13.1386861314,239,10,0.283032246391,21.5328467153
gemma,Gemma 2 27B,R009,alien,3196239097.65,69.7080291971,84,10,0.652721651845,70.802919708
gemma,Gemma 2 27B,R010,altruist,588650513.099,20.0729927007,220,10,0.374467029445,32.4817518248
gemma,Gemma 2 27B,R011,amateur,5463757122.95,85.7664233577,40,10,0.800573561095,84.6715328467
gemma,Gemma 2 27B,R012,ambassador,453767221.652,7.29927007299,255,10,0.242410672723,13.1386861314
gemma,Gemma 2 27B,R013,amnesiac,4273222842.73,81.3868613139,52,10,0.740072393174,79.5620437956
gemma,Gemma 2 27B,R014,analyst,525899373.483,16.0583941606,231,10,0.218046820337,7.66423357664
gemma,Gemma 2 27B,R015,anarchist,1329481399.85,43.795620438,155,10,0.520131842557,54.3795620438
gemma,Gemma 2 27B,R016,ancient,2212415650.09,57.6642335766,117,10,0.501401403605,52.9197080292
gemma,Gemma 2 27B,R017,angel,3157726607.12,69.3430656934,85,10,0.616265758415,67.1532846715
gemma,Gemma 2 27B,R018,anthropologist,476552147.019,10.5839416058,246,10,0.26653224534,18.6131386861
gemma,Gemma 2 27B,R019,archaeologist,733070496.883,29.197080292,195,10,0.325281677065,27.0072992701
gemma,Gemma 2 27B,R020,architect,401724553.946,1.82481751825,270,10,0.211672689605,4.74452554745
gemma,Gemma 2 27B,R021,archivist,498031176.412,12.7737226277,240,10,0.326999911685,27.3722627737
gemma,Gemma 2 27B,R022,artisan,2653564588.54,62.7737226277,103,10,0.68783780972,74.8175182482
gemma,Gemma 2 27B,R023,ascetic,2218232891.05,58.3941605839,115,10,0.539327999112,58.3941605839
gemma,Gemma 2 27B,R024,assistant,652125562.127,25.1824817518,206,10,0.213754981711,5.83941605839
gemma,Gemma 2 27B,R025,auctioneer,4495550841.94,82.1167883212,50,10,0.750962774376,81.3868613139
gemma,Gemma 2 27B,R026,auditor,652845387.389,25.5474452555,205,10,0.259156988846,17.5182481752
gemma,Gemma 2 27B,R027,avatar,2398410277.82,60.9489051095,108,10,0.533514967927,57.299270073
gemma,Gemma 2 27B,R028,bard,2321121970.7,59.8540145985,111,10,0.483155488342,52.5547445255
gemma,Gemma 2 27B,R029,bartender,2356002769.2,60.2189781022,110,10,0.470929056303,49.2700729927
gemma,Gemma 2 27B,R030,biologist,412861407.015,2.1897810219,269,10,0.253051931149,16.7883211679
gemma,Gemma 2 27B,R031,blogger,1530661574.66,46.7153284672,147,10,0.465176894409,48.1751824818
gemma,Gemma 2 27B,R032,bohemian,4593731247.97,82.4817518248,49,10,0.774645348027,83.2116788321
gemma,Gemma 2 27B,R033,builder,1001720909.91,37.2262773723,173,10,0.395010527341,36.1313868613
gemma,Gemma 2 27B,R034,caregiver,11216279221.2,96.7153284672,10,10,1.11800326957,94.1605839416
gemma,Gemma 2 27B,R035,cartographer,495496454.806,12.4087591241,241,10,0.316297625503,25.5474452555
gemma,Gemma 2 27B,R036,caveman,19825003547.8,100,1,10,2.85975819838,100
gemma,Gemma 2 27B,R037,celebrity,2933866830.8,66.0583941606,94,10,0.610255469472,65.6934306569
gemma,Gemma 2 27B,R038,chameleon,1873684157.31,51.0948905109,135,10,0.548624911274,59.1240875912
gemma,Gemma 2 27B,R039,chef,1187180476.17,41.2408759124,162,10,0.399583168719,36.8613138686
gemma,Gemma 2 27B,R040,chemist,621140658.853,23.7226277372,210,10,0.344459424918,28.4671532847
gemma,Gemma 2 27B,R041,chimera,2251682430.89,59.1240875912,113,10,0.53962480895,58.7591240876
gemma,Gemma 2 27B,R042,coach,884811463.902,34.6715328467,180,10,0.2822301062,21.1678832117
gemma,Gemma 2 27B,R043,collaborator,849074954.81,33.5766423358,183,10,0.267754608787,18.9781021898
gemma,Gemma 2 27B,R044,collector,701168276.186,28.102189781,198,10,0.355177484337,30.6569343066
gemma,Gemma 2 27B,R045,comedian,10922230653.7,95.9854014599,12,10,1.23432703009,96.3503649635
gemma,Gemma 2 27B,R046,competitor,8252047501.08,92.3357664234,22,10,0.994055697089,91.2408759124
gemma,Gemma 2 27B,R047,composer,1009701599.39,37.9562043796,171,10,0.432202407316,41.9708029197
gemma,Gemma 2 27B,R048,conservator,451024820.225,6.56934306569,257,10,0.271096880113,19.7080291971
gemma,Gemma 2 27B,R049,consultant,505457627.623,13.503649635,238,10,0.214467883771,6.20437956204
gemma,Gemma 2 27B,R050,contrarian,4631654137.63,83.2116788321,47,10,0.766718602429,82.4817518248
gemma,Gemma 2 27B,R051,coordinator,434743940.482,4.74452554745,262,10,0.157287418122,0
gemma,Gemma 2 27B,R052,coral_reef,1602151094.1,47.4452554745,145,10,0.460234270363,47.8102189781
gemma,Gemma 2 27B,R053,cosmopolitan,779509828.528,30.2919708029,192,10,0.29923300963,22.9927007299
gemma,Gemma 2 27B,R054,counselor,2799172841.18,65.6934306569,95,10,0.632625007334,68.6131386861
gemma,Gemma 2 27B,R055,criminal,6557886922.82,89.4160583942,30,10,0.935605137806,90.5109489051
gemma,Gemma 2 27B,R056,critic,865652957.199,34.3065693431,181,10,0.352121172453,29.5620437956
gemma,Gemma 2 27B,R057,crystalline,4040340902.23,79.5620437956,57,10,0.709327870219,77.3722627737
gemma,Gemma 2 27B,R058,curator,591395004.585,21.1678832117,217,10,0.293720700771,22.2627737226
gemma,Gemma 2 27B,R059,cyborg,1288823878.73,42.3357664234,159,10,0.482944737676,52.1897810219
gemma,Gemma 2 27B,R060,cynic,13977167300.2,98.1751824818,6,10,1.3059040557,97.0802919708
gemma,Gemma 2 27B,R061,daredevil,6554261279.38,89.0510948905,31,10,0.878094404603,87.9562043796
gemma,Gemma 2 27B,R062,debugger,455257183.975,7.66423357664,254,10,0.213182493441,5.47445255474
gemma,Gemma 2 27B,R063,demon,7428080813.93,91.2408759124,25,10,1.03976540521,93.0656934307
gemma,Gemma 2 27B,R064,designer,399762847.403,1.09489051095,272,10,0.181962023973,1.4598540146
gemma,Gemma 2 27B,R065,destroyer,3666033459.7,76.2773722628,66,10,0.728445327616,78.4671532847
gemma,Gemma 2 27B,R066,detective,853038447.502,33.9416058394,182,10,0.417411978152,39.4160583942
gemma,Gemma 2 27B,R067,devils_advocate,4166190323.95,80.6569343066,54,10,0.789213191815,83.9416058394
gemma,Gemma 2 27B,R068,dilettante,3112632568.14,68.6131386861,87,10,0.592479946565,63.8686131387
gemma,Gemma 2 27B,R069,dispatcher,667426453.472,26.2773722628,203,10,0.314714604911,25.1824817518
gemma,Gemma 2 27B,R070,divorcee,2219106053.18,58.7591240876,114,10,0.454564703357,46.7153284672
gemma,Gemma 2 27B,R071,doctor,555814619.057,17.8832116788,226,10,0.228841036823,10.9489051095
gemma,Gemma 2 27B,R072,dreamer,1785082288.65,50.3649635036,137,10,0.477566551814,50
gemma,Gemma 2 27B,R073,echo,2000244069.77,55.1094890511,124,10,0.446515965515,45.2554744526
gemma,Gemma 2 27B,R074,economist,515922801.474,15.3284671533,233,10,0.220832817647,8.39416058394
gemma,Gemma 2 27B,R075,ecosystem,3316760765.79,72.2627737226,77,10,0.738286669537,79.197080292
gemma,Gemma 2 27B,R076,editor,464282166.265,8.75912408759,251,10,0.245352402685,14.9635036496
gemma,Gemma 2 27B,R077,egregore,2760447550.04,64.598540146,98,10,0.706841439023,77.0072992701
gemma,Gemma 2 27B,R078,elder,4614328176.51,82.8467153285,48,10,0.749953721364,81.0218978102
gemma,Gemma 2 27B,R079,eldritch,11142769967.4,96.3503649635,11,10,1.13938854573,94.5255474453
gemma,Gemma 2 27B,R080,emissary,1390661383.73,44.5255474453,153,10,0.568329675935,60.9489051095
gemma,Gemma 2 27B,R081,empath,3339157429.69,73.3576642336,74,10,0.698894653745,75.9124087591
gemma,Gemma 2 27B,R082,engineer,442817420.189,5.83941605839,259,10,0.216034089779,6.93430656934
gemma,Gemma 2 27B,R083,entrepreneur,805683071.814,31.0218978102,190,10,0.367222795074,31.7518248175
gemma,Gemma 2 27B,R084,evaluator,527370905.38,16.4233576642,230,10,0.220594735894,8.02919708029
gemma,Gemma 2 27B,R085,evangelist,1880598339.78,51.4598540146,134,10,0.508019380271,53.6496350365
gemma,Gemma 2 27B,R086,examiner,721263123.228,28.4671532847,197,10,0.318669331393,25.9124087591
gemma,Gemma 2 27B,R087,exile,3322224221.85,72.6277372263,76,10,0.688627464887,75.1824817518
gemma,Gemma 2 27B,R088,expatriate,1511944624.02,45.9854014599,149,10,0.465244588531,48.5401459854
gemma,Gemma 2 27B,R089,facilitator,1121143344.52,38.6861313869,169,10,0.353036116835,29.9270072993
gemma,Gemma 2 27B,R090,familiar,1730537755.12,49.6350364964,139,10,0.481009142196,51.8248175182
gemma,Gemma 2 27B,R091,fixer,3762480880.22,77.0072992701,64,10,0.655179949847,71.5328467153
gemma,Gemma 2 27B,R092,flaneur,2747271780.33,64.2335766423,99,10,0.611988181202,66.4233576642
gemma,Gemma 2 27B,R093,fool,19058436096.2,99.2700729927,3,10,1.97516462122,99.2700729927
gemma,Gemma 2 27B,R094,forecaster,444098585.155,6.20437956204,258,10,0.197885475953,2.55474452555
gemma,Gemma 2 27B,R095,futurist,577976686.221,19.7080291971,221,10,0.285254791163,21.897810219
gemma,Gemma 2 27B,R096,gamer,5842349923.97,87.2262773723,36,10,0.844163991853,87.2262773723
gemma,Gemma 2 27B,R097,generalist,438992296.753,5.47445255474,260,10,0.20308347817,2.9197080292
gemma,Gemma 2 27B,R098,genie,4046482646.92,79.9270072993,56,10,0.734482144786,78.8321167883
gemma,Gemma 2 27B,R099,geographer,392071980.167,0.36496350365,274,10,0.217431124808,7.29927007299
gemma,Gemma 2 27B,R100,ghost,2077761523.14,57.299270073,118,10,0.510309485646,54.0145985401
gemma,Gemma 2 27B,R101,golem,1762546114.32,50,138,10,0.442824516918,44.1605839416
gemma,Gemma 2 27B,R102,gossip,7716151680.77,91.6058394161,24,10,1.03899580084,92.700729927
gemma,Gemma 2 27B,R103,grader,589012868.4,20.4379562044,219,10,0.298173668986,22.6277372263
gemma,Gemma 2 27B,R104,graduate,3050611836.82,67.5182481752,90,10,0.611728448903,66.0583941606
gemma,Gemma 2 27B,R105,grandparent,7875059938.56,91.9708029197,23,10,1.04897149634,93.795620438
gemma,Gemma 2 27B,R106,guardian,595601059.374,21.897810219,215,10,0.302406172663,24.8175182482
gemma,Gemma 2 27B,R107,guide,827221335.179,32.4817518248,186,10,0.452492978445,46.3503649635
gemma,Gemma 2 27B,R108,guru,2058964908.95,56.9343065693,119,10,0.451002033776,45.9854014599
gemma,Gemma 2 27B,R109,hacker,5710058814.03,86.8613138686,37,10,0.831037064663,86.1313868613
gemma,Gemma 2 27B,R110,healer,9178038850.45,93.4306569343,19,10,1.02918986071,92.3357664234
gemma,Gemma 2 27B,R111,hedonist,3315178801.23,71.897810219,78,10,0.628190977975,67.8832116788
gemma,Gemma 2 27B,R112,hermit,2012931357.95,55.4744525547,123,10,0.443201614347,44.5255474453
gemma,Gemma 2 27B,R113,historian,762884320.019,29.9270072993,193,10,0.385158546181,34.6715328467
gemma,Gemma 2 27B,R114,hive,3292697909.01,71.1678832117,80,10,0.664707222732,72.9927007299
gemma,Gemma 2 27B,R115,hoarder,7334547942.07,90.8759124088,26,10,0.999753098231,91.6058394161
gemma,Gemma 2 27B,R116,homunculus,2432876540.23,61.3138686131,107,10,0.563900172544,60.5839416058
gemma,Gemma 2 27B,R117,hybrid,1253136089.04,41.9708029197,160,10,0.448260627149,45.6204379562
gemma,Gemma 2 27B,R118,idealist,1056288081.46,38.3211678832,170,10,0.397609158624,36.496350365
gemma,Gemma 2 27B,R119,immigrant,3428837886.82,74.8175182482,70,10,0.65943464964,71.897810219
gemma,Gemma 2 27B,R120,improviser,3791017287.51,77.3722627737,63,10,0.664363511561,72.6277372263
gemma,Gemma 2 27B,R121,infant,18161582076.2,98.9051094891,4,10,1.74512780973,98.9051094891
gemma,Gemma 2 27B,R122,influencer,2740344817.14,63.8686131387,100,10,0.571656838105,61.6788321168
gemma,Gemma 2 27B,R123,instructor,685878169.556,27.7372262774,199,10,0.228044171777,9.85401459854
gemma,Gemma 2 27B,R124,interpreter,668394485.438,27.0072992701,201,10,0.344704315205,28.8321167883
gemma,Gemma 2 27B,R125,interviewer,617049039.654,23.3576642336,211,10,0.273722546302,20.0729927007
gemma,Gemma 2 27B,R126,jester,5920000848.18,87.5912408759,35,10,0.882440327259,88.3211678832
gemma,Gemma 2 27B,R127,journalist,427171942.49,4.3795620438,263,10,0.20403730873,3.28467153285
gemma,Gemma 2 27B,R128,judge,509551027.238,14.2335766423,236,10,0.244437598694,14.2335766423
gemma,Gemma 2 27B,R129,lawyer,622683443.746,24.0875912409,209,10,0.252681040327,16.4233576642
gemma,Gemma 2 27B,R130,leviathan,3958147440.22,78.102189781,61,10,0.679429890117,74.0875912409
gemma,Gemma 2 27B,R131,librarian,393393861.806,0.729927007299,273,10,0.260658459708,17.8832116788
gemma,Gemma 2 27B,R132,linguist,421252108.191,3.28467153285,266,10,0.206622285073,4.3795620438
gemma,Gemma 2 27B,R133,loner,3253597381.11,70.802919708,81,10,0.723090785735,78.102189781
gemma,Gemma 2 27B,R134,luddite,7010634777.68,90.5109489051,27,10,0.915936271781,89.4160583942
gemma,Gemma 2 27B,R135,marketer,419960309.193,2.55474452555,268,10,0.205086734728,4.01459854015
gemma,Gemma 2 27B,R136,martyr,2040538591.74,56.5693430657,120,10,0.528788214059,56.204379562
gemma,Gemma 2 27B,R137,mathematician,942346708.744,35.7664233577,177,10,0.427575989496,40.5109489051
gemma,Gemma 2 27B,R138,maverick,3415478050.84,74.4525547445,71,10,0.625503557831,67.5182481752
gemma,Gemma 2 27B,R139,mechanic,2795234190.46,64.9635036496,97,10,0.553351317408,59.8540145985
gemma,Gemma 2 27B,R140,mediator,748600420.409,29.5620437956,194,10,0.329626215624,27.7372262774
gemma,Gemma 2 27B,R141,mentor,589366702.086,20.802919708,218,10,0.242229665029,12.7737226277
gemma,Gemma 2 27B,R142,merchant,889105173.287,35.0364963504,179,10,0.330400428329,28.102189781
gemma,Gemma 2 27B,R143,minimalist,956925291.591,36.496350365,175,10,0.380741786856,33.9416058394
gemma,Gemma 2 27B,R144,moderator,1323462705.74,43.4306569343,156,10,0.40240587636,37.2262773723
gemma,Gemma 2 27B,R145,musician,1916837440.24,52.5547445255,131,10,0.604297637161,64.9635036496
gemma,Gemma 2 27B,R146,mycorrhizal,1706121988.39,48.5401459854,142,10,0.382151123611,34.3065693431
gemma,Gemma 2 27B,R147,mystic,1942069836.14,54.0145985401,127,10,0.428154010903,41.2408759124
gemma,Gemma 2 27B,R148,narcissist,11964782273.7,97.4452554745,8,10,1.37851243815,98.1751824818
gemma,Gemma 2 27B,R149,narrator,2292989768.52,59.4890510949,112,10,0.591788042955,63.503649635
gemma,Gemma 2 27B,R150,naturalist,1332104126.27,44.1605839416,154,10,0.478466699075,50.7299270073
gemma,Gemma 2 27B,R151,navigator,477034927.541,10.9489051095,245,10,0.299477629168,23.3576642336
gemma,Gemma 2 27B,R152,negotiator,453102190.507,6.93430656934,256,10,0.19441119802,2.1897810219
gemma,Gemma 2 27B,R153,networker,569771081.851,18.6131386861,224,10,0.237126688574,12.0437956204
gemma,Gemma 2 27B,R154,newlywed,3458326390.29,75.1824817518,69,10,0.600664952723,64.598540146
gemma,Gemma 2 27B,R155,nomad,3476644095,75.5474452555,68,10,0.642468778518,69.7080291971
gemma,Gemma 2 27B,R156,novelist,1392453253.73,44.8905109489,152,10,0.458785825639,47.4452554745
gemma,Gemma 2 27B,R157,nutritionist,636154567.091,24.4525547445,208,10,0.248022488344,15.6934306569
gemma,Gemma 2 27B,R158,observer,487403113.777,12.0437956204,242,10,0.228284179402,10.2189781022
gemma,Gemma 2 27B,R159,optimist,3293834162.69,71.5328467153,79,10,0.746790423821,80.2919708029
gemma,Gemma 2 27B,R160,oracle,1713752314.92,48.9051094891,141,10,0.440178774372,43.4306569343
gemma,Gemma 2 27B,R161,organizer,463429723.516,8.39416058394,252,10,0.169998066815,0.729927007299
gemma,Gemma 2 27B,R162,orphan,3239959925.64,70.4379562044,82,10,0.664880148915,73.3576642336
gemma,Gemma 2 27B,R163,pacifist,1442807366.04,45.6204379562,150,10,0.572532028377,62.0437956204
gemma,Gemma 2 27B,R164,paramedic,1309162645.57,42.700729927,158,10,0.538687413784,58.0291970803
gemma,Gemma 2 27B,R165,parasite,5409490711.96,85.401459854,41,10,0.837613969859,86.496350365
gemma,Gemma 2 27B,R166,parent,3354814939.72,74.0875912409,72,10,0.60954534963,65.3284671533
gemma,Gemma 2 27B,R167,patient,2472838941.29,61.6788321168,106,10,0.527540700703,55.8394160584
gemma,Gemma 2 27B,R168,peacekeeper,813090804.565,31.3868613139,189,10,0.433297294904,42.3357664234
gemma,Gemma 2 27B,R169,perfectionist,5298799116.96,84.6715328467,43,10,0.808016292136,85.0364963504
gemma,Gemma 2 27B,R170,pharmacist,474317352.408,10.2189781022,247,10,0.228744443902,10.5839416058
gemma,Gemma 2 27B,R171,philosopher,2687004813.01,63.1386861314,102,10,0.636713873944,68.9781021898
gemma,Gemma 2 27B,R172,photographer,1129120315.44,39.0510948905,168,10,0.390277522186,35.401459854
gemma,Gemma 2 27B,R173,physicist,663256200.507,25.9124087591,204,10,0.345497428252,29.197080292
gemma,Gemma 2 27B,R174,pilgrim,1925392548.87,52.9197080292,130,10,0.437580612026,43.0656934307
gemma,Gemma 2 27B,R175,pilot,646037520.752,24.8175182482,207,10,0.354200100316,30.2919708029
gemma,Gemma 2 27B,R176,pirate,9508035829.2,94.8905109489,15,10,0.990938681056,90.8759124088
gemma,Gemma 2 27B,R177,planner,513134144.697,14.598540146,235,10,0.215462257763,6.56934306569
gemma,Gemma 2 27B,R178,playwright,1174572042.52,40.5109489051,164,10,0.444412419461,44.8905109489
gemma,Gemma 2 27B,R179,podcaster,1139634775.01,39.4160583942,167,10,0.426767808868,40.1459854015
gemma,Gemma 2 27B,R180,poet,5269441784.8,84.3065693431,44,10,0.819548525897,85.7664233577
gemma,Gemma 2 27B,R181,polymath,946210736.205,36.1313868613,176,10,0.419567867476,39.7810218978
gemma,Gemma 2 27B,R182,pragmatist,816379319.293,31.7518248175,188,10,0.37797634538,33.2116788321
gemma,Gemma 2 27B,R183,predator,3030847859.54,66.7883211679,92,10,0.632477210029,68.2481751825
gemma,Gemma 2 27B,R184,presenter,1002019555.45,37.5912408759,172,10,0.440635405142,43.795620438
gemma,Gemma 2 27B,R185,prey,4064359265.55,80.2919708029,55,10,0.722023807836,77.7372262774
gemma,Gemma 2 27B,R186,prisoner,5655974655.32,86.496350365,38,10,0.816587696945,85.401459854
gemma,Gemma 2 27B,R187,procrastinator,16423962374.5,98.5401459854,5,10,1.47264660097,98.5401459854
gemma,Gemma 2 27B,R188,prodigy,1322694983.57,43.0656934307,157,10,0.531393582587,56.5693430657
gemma,Gemma 2 27B,R189,producer,435028918.387,5.10948905109,261,10,0.224812352569,8.75912408759
gemma,Gemma 2 27B,R190,programmer,508116941.866,13.8686131387,237,10,0.27077387279,19.3430656934
gemma,Gemma 2 27B,R191,proofreader,1856783435.68,50.7299270073,136,10,0.59828380235,64.2335766423
gemma,Gemma 2 27B,R192,prophet,1938722359.31,53.6496350365,128,10,0.405633753972,37.9562043796
gemma,Gemma 2 27B,R193,provincial,9418316380.28,94.5255474453,16,10,1.16282803366,95.2554744526
gemma,Gemma 2 27B,R194,provocateur,8683486108.47,92.700729927,21,10,1.00224080868,91.9708029197
gemma,Gemma 2 27B,R195,psychologist,420822158.151,2.9197080292,267,10,0.165508999233,0.36496350365
gemma,Gemma 2 27B,R196,publisher,391985947.58,0,275,10,0.185301674266,1.82481751825
gemma,Gemma 2 27B,R197,purist,3488326311.86,75.9124087591,67,10,0.666374050201,73.7226277372
gemma,Gemma 2 27B,R198,realist,1411333119.61,45.2554744526,151,10,0.525273207831,55.4744525547
gemma,Gemma 2 27B,R199,rebel,5313337378.84,85.0364963504,42,10,0.792366243152,84.3065693431
gemma,Gemma 2 27B,R200,recruiter,471406845.254,9.48905109489,249,10,0.24292877785,13.503649635
gemma,Gemma 2 27B,R201,refugee,3351481407.65,73.7226277372,73,10,0.639779804456,69.3430656934
gemma,Gemma 2 27B,R202,reporter,487072374.274,11.6788321168,243,10,0.324199411758,26.6423357664
gemma,Gemma 2 27B,R203,researcher,515919359.083,14.9635036496,234,10,0.211805443675,5.10948905109
gemma,Gemma 2 27B,R204,retiree,2377501456.56,60.5839416058,109,10,0.478276399746,50.3649635036
gemma,Gemma 2 27B,R205,revenant,3044462228.87,67.1532846715,91,10,0.64336973506,70.0729927007
gemma,Gemma 2 27B,R206,reviewer,605357470.01,22.6277372263,213,10,0.264839709547,18.2481751825
gemma,Gemma 2 27B,R207,revolutionary,3223796127.87,70.0729927007,83,10,0.741909138809,79.9270072993
gemma,Gemma 2 27B,R208,robot,6332761396.29,88.6861313869,32,10,0.934009429298,90.1459854015
gemma,Gemma 2 27B,R209,rogue,3899811933.02,77.7372262774,62,10,0.66372772513,72.2627737226
gemma,Gemma 2 27B,R210,romantic,2214701867.07,58.0291970803,116,10,0.561165935962,60.2189781022
gemma,Gemma 2 27B,R211,saboteur,5631007244.1,86.1313868613,39,10,0.848977209722,87.5912408759
gemma,Gemma 2 27B,R212,sage,1957675590.64,54.3795620438,126,10,0.437017966958,42.700729927
gemma,Gemma 2 27B,R213,scheduler,486288912.852,11.3138686131,244,10,0.234302840783,11.6788321168
gemma,Gemma 2 27B,R214,scholar,970697065.412,36.8613138686,174,10,0.427587326239,40.8759124088
gemma,Gemma 2 27B,R215,scientist,577268770.947,19.3430656934,222,10,0.254376745339,17.1532846715
gemma,Gemma 2 27B,R216,scout,667845618.454,26.6423357664,202,10,0.366116076474,31.3868613139
gemma,Gemma 2 27B,R217,screener,600297040.484,22.2627737226,214,10,0.277851640417,20.4379562044
gemma,Gemma 2 27B,R218,secretary,462680673.634,8.02919708029,253,10,0.250904255884,16.0583941606
gemma,Gemma 2 27B,R219,shaman,13698596953.3,97.8102189781,7,10,1.16856506759,95.6204379562
gemma,Gemma 2 27B,R220,shapeshifter,1725442040.16,49.2700729927,140,10,0.475747552018,49.6350364964
gemma,Gemma 2 27B,R221,simulacrum,4864152967.26,83.5766423358,46,10,0.76795224745,82.8467153285
gemma,Gemma 2 27B,R222,skeptic,1527054626.33,46.3503649635,148,10,0.523526363774,54.7445255474
gemma,Gemma 2 27B,R223,smuggler,6223340256.24,88.3211678832,33,10,0.897827585511,88.6861313869
gemma,Gemma 2 27B,R224,sociologist,400155418.095,1.4598540146,271,10,0.238549625457,12.4087591241
gemma,Gemma 2 27B,R225,soldier,3717340622.08,76.6423357664,65,10,0.704941398159,76.6423357664
gemma,Gemma 2 27B,R226,sommelier,783003690.913,30.6569343066,191,10,0.375683336162,32.8467153285
gemma,Gemma 2 27B,R227,specialist,422956153.891,4.01459854015,264,10,0.204352131328,3.6496350365
gemma,Gemma 2 27B,R228,spirit,2026179989.64,55.8394160584,122,10,0.455453105225,47.0802919708
gemma,Gemma 2 27B,R229,spy,3966845132.14,78.4671532847,60,10,0.691764556186,75.5474452555
gemma,Gemma 2 27B,R230,statistician,605849234.702,22.9927007299,212,10,0.247868512048,15.3284671533
gemma,Gemma 2 27B,R231,stoic,2613912294.17,62.4087591241,104,10,0.571075971505,61.3138686131
gemma,Gemma 2 27B,R232,strategist,519168024.468,15.6934306569,232,10,0.243992634959,13.8686131387
